Column1,AQR,T4Q,30/06/19,30/06/18,30/06/17,30/06/16,30/06/15,30/06/14,30/06/13,30/06/12,30/06/11,30/06/10,CAGR
"Revenue","333,299","333,299","333,299","395,630","453,320","423,914","387,526","313,581","213,201","140,675","181,047","165,944","8.05%"
"YoY %","0.00%","0.00%","-15.75%","-12.73%","6.94%","9.39%","23.58%","47.08%","51.56%","-22.30%","9.10%","-",""
"Horiz. %","200.85%","200.85%","200.85%","238.41%","273.18%","255.46%","233.53%","188.97%","128.48%","84.77%","109.10%","100.00%",""
"PBT","42,105","42,106","42,105","58,635","107,233","49,010","5,157","4,793","5,693","-28,264","18,712","33,047","2.73%"
"YoY %","-0.00%","0.00%","-28.19%","-45.32%","118.80%","850.36%","7.59%","-15.81%","120.14%","-251.05%","-43.38%","-",""
"Horiz. %","127.41%","127.41%","127.41%","177.43%","324.49%","148.30%","15.61%","14.50%","17.23%","-85.53%","56.62%","100.00%",""
"Tax","-15,176","-15,176","-15,176","-17,683","-27,594","-17,449","-5,252","-1,864","-1,517","6,984","-5,008","-8,427","6.75%"
"YoY %","0.00%","0.00%","14.18%","35.92%","-58.14%","-232.24%","-181.76%","-22.87%","-121.72%","239.46%","40.57%","-",""
"Horiz. %","180.09%","180.09%","180.09%","209.84%","327.45%","207.06%","62.32%","22.12%","18.00%","-82.88%","59.43%","100.00%",""
"NP","26,929","26,930","26,929","40,952","79,639","31,561","-95","2,929","4,176","-21,280","13,704","24,620","1.00%"
"YoY %","-0.00%","0.00%","-34.24%","-48.58%","152.33%","33,322.11%","-103.24%","-29.86%","119.62%","-255.28%","-44.34%","-",""
"Horiz. %","109.38%","109.38%","109.38%","166.34%","323.47%","128.19%","-0.39%","11.90%","16.96%","-86.43%","55.66%","100.00%",""
"NP to SH","14,415","14,416","14,415","17,463","38,791","10,742","-2,592","3,026","4,176","-21,280","13,704","24,687","-5.80%"
"YoY %","-0.01%","0.01%","-17.45%","-54.98%","261.12%","514.43%","-185.66%","-27.54%","119.62%","-255.28%","-44.49%","-",""
"Horiz. %","58.39%","58.40%","58.39%","70.74%","157.13%","43.51%","-10.50%","12.26%","16.92%","-86.20%","55.51%","100.00%",""
"Tax Rate","36.04    %","36.04    %","36.04    %","30.16    %","25.73    %","35.60    %","101.84    %","38.89    %","26.65    %","-     %","26.76    %","25.50    %","3.92%"
"YoY %","0.00%","0.00%","19.50%","17.22%","-27.72%","-65.04%","161.87%","45.93%","0.00%","0.00%","4.94%","-",""
"Horiz. %","141.33%","141.33%","141.33%","118.27%","100.90%","139.61%","399.37%","152.51%","104.51%","0.00%","104.94%","100.00%",""
"Total Cost","306,370","306,369","306,370","354,678","373,681","392,353","387,621","310,652","209,025","161,955","167,343","141,324","8.97%"
"YoY %","0.00%","-0.00%","-13.62%","-5.09%","-4.76%","1.22%","24.78%","48.62%","29.06%","-3.22%","18.41%","-",""
"Horiz. %","216.79%","216.78%","216.79%","250.97%","264.41%","277.63%","274.28%","219.82%","147.90%","114.60%","118.41%","100.00%",""
