Column1,AQR,T4Q,31/12/18,31/12/17,31/12/16,31/12/15,31/12/14,31/12/13,31/12/12,31/12/11,31/12/10,31/12/09,CAGR
"Revenue","80,887","79,025","81,888","69,742","74,689","106,325","140,279","157,869","204,685","190,494","157,581","119,287","-4.09%"
"YoY %","2.36%","-3.50%","17.42%","-6.62%","-29.75%","-24.20%","-11.14%","-22.87%","7.45%","20.89%","32.10%","-",""
"Horiz. %","67.81%","66.25%","68.65%","58.47%","62.61%","89.13%","117.60%","132.34%","171.59%","159.69%","132.10%","100.00%",""
"PBT","-6,409","-5,603","-4,883","-6,906","-11,820","-4,075","-3,842","-11,379","-10,567","-9,776","-6,306","-1,100","18.00%"
"YoY %","-14.39%","-14.75%","29.29%","41.57%","-190.06%","-6.06%","66.24%","-7.68%","-8.09%","-55.03%","-473.27%","-",""
"Horiz. %","582.67%","509.36%","443.91%","627.82%","1,074.55%","370.45%","349.27%","1,034.45%","960.64%","888.73%","573.27%","100.00%",""
"Tax","406","536","80","352","848","-1,848","-1,369","-276","-652","55","-384","-432","-"
"YoY %","-24.14%","570.00%","-77.27%","-58.49%","145.89%","-34.99%","-396.01%","57.67%","-1,285.45%","114.32%","11.11%","-",""
"Horiz. %","-94.12%","-124.07%","-18.52%","-81.48%","-196.30%","427.78%","316.90%","63.89%","150.93%","-12.73%","88.89%","100.00%",""
"NP","-6,002","-5,067","-4,803","-6,554","-10,972","-5,923","-5,211","-11,655","-11,219","-9,721","-6,690","-1,532","13.53%"
"YoY %","-18.47%","-5.50%","26.72%","40.27%","-85.24%","-13.66%","55.29%","-3.89%","-15.41%","-45.31%","-336.68%","-",""
"Horiz. %","391.83%","330.74%","313.51%","427.81%","716.19%","386.62%","340.14%","760.77%","732.31%","634.53%","436.68%","100.00%",""
"NP to SH","-5,221","-4,361","-4,039","-5,761","-10,245","-6,392","-7,052","-11,054","-10,851","-9,516","-6,690","-1,532","11.37%"
"YoY %","-19.73%","-7.97%","29.89%","43.77%","-60.28%","9.36%","36.20%","-1.87%","-14.03%","-42.24%","-336.68%","-",""
"Horiz. %","340.82%","284.66%","263.64%","376.04%","668.73%","417.23%","460.31%","721.54%","708.29%","621.15%","436.68%","100.00%",""
"Tax Rate","-     %","-     %","-     %","-     %","-     %","-     %","-     %","-     %","-     %","-     %","-     %","-     %","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-",""
"Horiz. %","-","-","-","-","-","-","-","-","-","-","-","-",""
"Total Cost","86,889","84,092","86,691","76,296","85,661","112,248","145,490","169,524","215,904","200,215","164,271","120,819","-3.62%"
"YoY %","3.33%","-3.00%","13.62%","-10.93%","-23.69%","-22.85%","-14.18%","-21.48%","7.84%","21.88%","35.96%","-",""
"Horiz. %","71.92%","69.60%","71.75%","63.15%","70.90%","92.91%","120.42%","140.31%","178.70%","165.71%","135.96%","100.00%",""
"Net Worth","132,956","132,956","129,210","140,446","147,936","136,837","142,375","148,061","159,217","164,442","169,172","176,061","-3.38%"
"YoY %","0.00%","2.90%","-8.00%","-5.06%","8.11%","-3.89%","-3.84%","-7.01%","-3.18%","-2.80%","-3.91%","-",""
"Horiz. %","75.52%","75.52%","73.39%","79.77%","84.03%","77.72%","80.87%","84.10%","90.43%","93.40%","96.09%","100.00%",""
"Div","-","0","-","-","-","-","-","-","-","-","-","-","-"
