Column1,AQR,T4Q,31/12/18,31/12/17,31/12/16,31/12/15,31/12/14,31/12/13,31/12/12,31/12/11,31/12/10,31/12/09,CAGR
"Revenue","1,018,446","1,410,261","1,635,471","1,908,768","1,459,405","1,252,714","1,758,845","1,475,503","630,363","375,218","292,258","311,777","20.21%"
"YoY %","-27.78%","-13.77%","-14.32%","30.79%","16.50%","-28.78%","19.20%","134.07%","68.00%","28.39%","-6.26%","-",""
"Horiz. %","326.66%","452.33%","524.56%","612.22%","468.09%","401.80%","564.14%","473.26%","202.18%","120.35%","93.74%","100.00%",""
"PBT","155,222","247,434","320,231","291,766","168,053","297,088","411,619","503,648","224,944","99,221","53,394","72,115","18.00%"
"YoY %","-37.27%","-22.73%","9.76%","73.62%","-43.43%","-27.82%","-18.27%","123.90%","126.71%","85.83%","-25.96%","-",""
"Horiz. %","215.24%","343.11%","444.06%","404.58%","233.03%","411.96%","570.78%","698.40%","311.92%","137.59%","74.04%","100.00%",""
"Tax","3,634","-82,872","-140,400","-91,778","-53,052","-48,607","-28,538","-125,276","-44,413","-14,588","-5,725","-12,652","30.64%"
"YoY %","104.39%","40.97%","-52.98%","-73.00%","-9.14%","-70.32%","77.22%","-182.07%","-204.45%","-154.81%","54.75%","-",""
"Horiz. %","-28.72%","655.01%","1,109.71%","725.40%","419.32%","384.18%","225.56%","990.17%","351.04%","115.30%","45.25%","100.00%",""
"NP","158,856","164,562","179,831","199,988","115,001","248,481","383,081","378,372","180,531","84,633","47,669","59,463","13.08%"
"YoY %","-3.47%","-8.49%","-10.08%","73.90%","-53.72%","-35.14%","1.24%","109.59%","113.31%","77.54%","-19.83%","-",""
"Horiz. %","267.15%","276.75%","302.43%","336.32%","193.40%","417.88%","644.23%","636.32%","303.60%","142.33%","80.17%","100.00%",""
"NP to SH","170,172","170,711","170,029","190,475","112,537","223,302","333,936","362,308","171,057","77,012","43,252","50,512","14.43%"
"YoY %","-0.32%","0.40%","-10.73%","69.26%","-49.60%","-33.13%","-7.83%","111.81%","122.12%","78.05%","-14.37%","-",""
"Horiz. %","336.89%","337.96%","336.61%","377.09%","222.79%","442.08%","661.10%","717.27%","338.65%","152.46%","85.63%","100.00%",""
"Tax Rate","-2.34    %","33.49    %","43.84    %","31.46    %","31.57    %","16.36    %","6.93    %","24.87    %","19.74    %","14.70    %","10.72    %","17.54    %","10.71%"
"YoY %","-106.99%","-23.61%","39.35%","-0.35%","92.97%","136.08%","-72.14%","25.99%","34.29%","37.13%","-38.88%","-",""
"Horiz. %","-13.34%","190.93%","249.94%","179.36%","179.99%","93.27%","39.51%","141.79%","112.54%","83.81%","61.12%","100.00%",""
"Total Cost","859,590","1,245,699","1,455,640","1,708,780","1,344,404","1,004,233","1,375,764","1,097,131","449,832","290,585","244,589","252,314","21.48%"
"YoY %","-31.00%","-14.42%","-14.81%","27.10%","33.87%","-27.01%","25.40%","143.90%","54.80%","18.81%","-3.06%","-",""
"Horiz. %","340.68%","493.71%","576.92%","677.24%","532.83%","398.01%","545.26%","434.83%","178.28%","115.17%","96.94%","100.00%",""
"Net Worth","3,438,588","3,438,588","3,425,410","3,301,337","3,126,514","3,091,431","2,875,746","2,449,881","1,395,485","1,035,037","899,276","496,037","23.93%"
