Column1,AQR,T4Q,30/04/19,30/04/18,30/04/17,30/04/16,30/04/15,30/04/14,30/04/13,30/04/12,30/04/11,30/04/10,CAGR
"Revenue","235,344","235,344","235,344","238,322","219,985","216,979","193,635","159,813","149,568","166,216","164,434","144,268","5.58%"
"YoY %","0.00%","0.00%","-1.25%","8.34%","1.39%","12.06%","21.16%","6.85%","-10.02%","1.08%","13.98%","-",""
"Horiz. %","163.13%","163.13%","163.13%","165.19%","152.48%","150.40%","134.22%","110.78%","103.67%","115.21%","113.98%","100.00%",""
"PBT","8,117","8,117","8,117","5,664","10,590","16,239","7,064","4,436","1,380","10,133","12,001","8,681","-0.74%"
"YoY %","0.00%","0.00%","43.31%","-46.52%","-34.79%","129.88%","59.24%","221.45%","-86.38%","-15.57%","38.24%","-",""
"Horiz. %","93.50%","93.50%","93.50%","65.25%","121.99%","187.06%","81.37%","51.10%","15.90%","116.73%","138.24%","100.00%",""
"Tax","-3,004","-3,004","-3,004","-2,286","-2,292","-4,488","-1,839","-1,843","-1,214","-2,532","-2,263","-1,294","9.80%"
"YoY %","0.00%","0.00%","-31.41%","0.26%","48.93%","-144.05%","0.22%","-51.81%","52.05%","-11.89%","-74.88%","-",""
"Horiz. %","232.15%","232.15%","232.15%","176.66%","177.13%","346.83%","142.12%","142.43%","93.82%","195.67%","174.88%","100.00%",""
"NP","5,113","5,113","5,113","3,378","8,298","11,751","5,225","2,593","166","7,601","9,738","7,387","-4.00%"
"YoY %","0.00%","0.00%","51.36%","-59.29%","-29.38%","124.90%","101.50%","1,462.05%","-97.82%","-21.94%","31.83%","-",""
"Horiz. %","69.22%","69.22%","69.22%","45.73%","112.33%","159.08%","70.73%","35.10%","2.25%","102.90%","131.83%","100.00%",""
"NP to SH","3,535","3,535","3,535","1,753","7,050","9,325","3,810","1,160","-1,183","6,099","9,077","7,013","-7.32%"
"YoY %","0.00%","0.00%","101.65%","-75.13%","-24.40%","144.75%","228.45%","198.06%","-119.40%","-32.81%","29.43%","-",""
"Horiz. %","50.41%","50.41%","50.41%","25.00%","100.53%","132.97%","54.33%","16.54%","-16.87%","86.97%","129.43%","100.00%",""
"Tax Rate","37.01    %","37.01    %","37.01    %","40.36    %","21.64    %","27.64    %","26.03    %","41.55    %","87.97    %","24.99    %","18.86    %","14.91    %","10.62%"
"YoY %","0.00%","0.00%","-8.30%","86.51%","-21.71%","6.19%","-37.35%","-52.77%","252.02%","32.50%","26.49%","-",""
