Column1,AQR,T4Q,31/05/19,31/05/18,31/05/17,31/05/16,31/05/15,31/05/14,31/05/13,31/05/12,31/05/11,31/05/10,CAGR
"Revenue","326,700","326,700","326,700","279,529","237,447","74,102","57,278","169,306","276,415","261,214","240,256","143,623","9.56%"
"YoY %","0.00%","0.00%","16.88%","17.72%","220.43%","29.37%","-66.17%","-38.75%","5.82%","8.72%","67.28%","-",""
"Horiz. %","227.47%","227.47%","227.47%","194.63%","165.33%","51.59%","39.88%","117.88%","192.46%","181.87%","167.28%","100.00%",""
"PBT","1,637","1,637","1,637","1,486","2,588","5,403","2,997","7,090","7,190","3,533","5,197","1,894","-1.61%"
"YoY %","0.00%","0.00%","10.16%","-42.58%","-52.10%","80.28%","-57.73%","-1.39%","103.51%","-32.02%","174.39%","-",""
"Horiz. %","86.43%","86.43%","86.43%","78.46%","136.64%","285.27%","158.24%","374.34%","379.62%","186.54%","274.39%","100.00%",""
"Tax","-894","-894","-894","-631","-735","-1,946","-1,248","-2,494","-2,285","-1,349","-1,702","-796","1.30%"
"YoY %","0.00%","0.00%","-41.68%","14.15%","62.23%","-55.93%","49.96%","-9.15%","-69.38%","20.74%","-113.82%","-",""
"Horiz. %","112.31%","112.31%","112.31%","79.27%","92.34%","244.47%","156.78%","313.32%","287.06%","169.47%","213.82%","100.00%",""
"NP","743","743","743","855","1,853","3,457","1,749","4,596","4,905","2,184","3,495","1,098","-4.24%"
"YoY %","0.00%","0.00%","-13.10%","-53.86%","-46.40%","97.66%","-61.95%","-6.30%","124.59%","-37.51%","218.31%","-",""
"Horiz. %","67.67%","67.67%","67.67%","77.87%","168.76%","314.85%","159.29%","418.58%","446.72%","198.91%","318.31%","100.00%",""
"NP to SH","743","743","743","855","1,853","3,457","1,749","4,596","4,905","2,184","3,495","1,098","-4.24%"
"YoY %","0.00%","0.00%","-13.10%","-53.86%","-46.40%","97.66%","-61.95%","-6.30%","124.59%","-37.51%","218.31%","-",""
"Horiz. %","67.67%","67.67%","67.67%","77.87%","168.76%","314.85%","159.29%","418.58%","446.72%","198.91%","318.31%","100.00%",""
"Tax Rate","54.61    %","54.61    %","54.61    %","42.46    %","28.40    %","36.02    %","41.64    %","35.18    %","31.78    %","38.18    %","32.75    %","42.03    %","2.95%"
"YoY %","0.00%","0.00%","28.62%","49.51%","-21.15%","-13.50%","18.36%","10.70%","-16.76%","16.58%","-22.08%","-",""
"Horiz. %","129.93%","129.93%","129.93%","101.02%","67.57%","85.70%","99.07%","83.70%","75.61%","90.84%","77.92%","100.00%",""
"Total Cost","325,957","325,957","325,957","278,674","235,594","70,645","55,529","164,710","271,510","259,030","236,761","142,525","9.62%"
"YoY %","0.00%","0.00%","16.97%","18.29%","233.49%","27.22%","-66.29%","-39.34%","4.82%","9.41%","66.12%","-",""
"Horiz. %","228.70%","228.70%","228.70%","195.53%","165.30%","49.57%","38.96%","115.57%","190.50%","181.74%","166.12%","100.00%",""
"Net Worth","96,016","96,016","96,016","99,640","99,640","100,325","100,115","101,329","100,274","97,737","99,166","97,734","-0.20%"
"YoY %","0.00%","0.00%","-3.64%","0.00%","-0.68%","0.21%","-1.20%","1.05%","2.60%","-1.44%","1.47%","-",""
"Horiz. %","98.24%","98.24%","98.24%","101.95%","101.95%","102.65%","102.44%","103.68%","102.60%","100.00%","101.47%","100.00%",""
"Div","2,898","2,898","2,898","1,449","3,713","3,021","3,015","3,015","3,020","3,016","3,023","3,016","-0.44%"
"YoY %","0.00%","0.00%","100.00%","-60.98%","22.90%","0.21%","-0.01%","-0.15%","0.12%","-0.22%","0.23%","-",""
"Horiz. %","96.09%","96.09%","96.09%","48.05%","123.12%","100.18%","99.97%","99.98%","100.13%","100.00%","100.23%","100.00%",""
"Div Payout %","390.12    %","390.12    %","390.12    %","169.51    %","200.42    %","87.41    %","172.41    %","65.62    %","61.58    %","138.12    %","86.51    %","274.73    %","3.97%"
