Date,Open Price,Target Price,Upside/Downside,Price Call,Source
"05/09/2019","0.31","0.35","+0.04 (12.90%)","BUY","KENANGA"
"05/09/2019","0.31","0.31","0.00 (0.00%)","HOLD","HLG"
"03/09/2019","0.305","0.35","+0.045 (14.75%)","BUY","KENANGA"
"03/09/2019","0.305","0.31","+0.005 (1.64%)","HOLD","HLG"
"03/09/2019","0.305","0.36","+0.055 (18.03%)","BUY","BIMB"
"03/09/2019","0.305","0.37","+0.065 (21.31%)","BUY","AmInvest"
"03/09/2019","0.305","0.37","+0.065 (21.31%)","BUY","AffinHwang"
"20/08/2019","0.305","0.35","+0.045 (14.75%)","BUY","Rakuten"
"20/08/2019","0.31","0.35","+0.04 (12.90%)","BUY","KENANGA"
"08/08/2019","0.30","0.31","+0.01 (3.33%)","HOLD","HLG"

