Date,Open Price,Target Price,Upside/Downside,Price Call,Source
"10/09/2019","1.52","1.75","+0.23 (15.13%)","BUY","Rakuten"
"10/09/2019","1.52","1.75","+0.23 (15.13%)","BUY","KENANGA"
"03/09/2019","1.50","2.07","+0.57 (38.00%)","BUY","MIDF"
"03/09/2019","1.50","1.70","+0.20 (13.33%)","BUY","KENANGA"
"03/09/2019","1.50","1.80","+0.30 (20.00%)","BUY","BIMB"
"03/09/2019","1.50","1.90","+0.40 (26.67%)","BUY","AffinHwang"
"01/07/2019","1.69","2.07","+0.38 (22.49%)","BUY","MIDF"
"15/05/2019","1.52","1.74","+0.22 (14.47%)","BUY","MIDF"
"15/05/2019","1.52","1.30","-0.22 (14.47%)","HOLD","KENANGA"
"15/05/2019","1.52","2.30","+0.78 (51.32%)","BUY","AffinHwang"

