Date,Open Price,Target Price,Upside/Downside,Price Call,Source
"05/09/2019","3.25","3.45","+0.20 (6.15%)","HOLD","MIDF"
"05/09/2019","3.25","3.58","+0.33 (10.15%)","BUY","HLG"
"28/08/2019","3.20","3.28","+0.08 (2.50%)","HOLD","MIDF"
"28/08/2019","3.27","3.58","+0.31 (9.48%)","BUY","HLG"
"05/07/2019","2.89","3.28","+0.39 (13.49%)","BUY","MIDF"
"05/07/2019","2.92","3.58","+0.66 (22.60%)","BUY","HLG"
"27/06/2019","2.66","3.58","+0.92 (34.59%)","BUY","HLG"
"30/05/2019","2.67","3.28","+0.61 (22.85%)","BUY","MIDF"
"30/05/2019","2.66","3.58","+0.92 (34.59%)","BUY","HLG"
"17/04/2019","2.75","3.41","+0.66 (24.00%)","BUY","HLG"

