Column1,AQR,T4Q,31/12/18,31/12/17,31/12/16,31/12/15,31/12/14,31/12/13,31/12/12,31/12/11,31/12/10,31/12/09,CAGR
"Revenue","290,182","305,583","307,373","299,665","285,645","286,860","262,218","251,407","247,818","240,231","219,071","213,405","4.13%"
"YoY %","-5.04%","-0.58%","2.57%","4.91%","-0.42%","9.40%","4.30%","1.45%","3.16%","9.66%","2.66%","-",""
"Horiz. %","135.98%","143.19%","144.03%","140.42%","133.85%","134.42%","122.87%","117.81%","116.13%","112.57%","102.66%","100.00%",""
"PBT","52,832","57,414","57,778","59,426","66,296","72,955","51,725","50,082","44,351","27,573","32,742","35,800","5.46%"
"YoY %","-7.98%","-0.63%","-2.77%","-10.36%","-9.13%","41.04%","3.28%","12.92%","60.85%","-15.79%","-8.54%","-",""
"Horiz. %","147.58%","160.37%","161.39%","165.99%","185.18%","203.78%","144.48%","139.89%","123.89%","77.02%","91.46%","100.00%",""
"Tax","-14,704","-15,269","-14,819","-14,939","-16,890","-18,224","-13,578","-13,337","-11,810","-8,970","-9,403","-8,920","5.80%"
"YoY %","3.70%","-3.04%","0.80%","11.55%","7.32%","-34.22%","-1.81%","-12.93%","-31.66%","4.60%","-5.41%","-",""
"Horiz. %","164.84%","171.18%","166.13%","167.48%","189.35%","204.30%","152.22%","149.52%","132.40%","100.56%","105.41%","100.00%",""
"NP","38,128","42,145","42,959","44,487","49,406","54,731","38,147","36,745","32,541","18,603","23,339","26,880","5.34%"
"YoY %","-9.53%","-1.89%","-3.43%","-9.96%","-9.73%","43.47%","3.82%","12.92%","74.92%","-20.29%","-13.17%","-",""
"Horiz. %","141.85%","156.79%","159.82%","165.50%","183.80%","203.61%","141.92%","136.70%","121.06%","69.21%","86.83%","100.00%",""
"NP to SH","38,128","42,145","42,959","44,487","49,406","54,731","38,147","36,745","32,541","18,603","23,339","27,091","5.25%"
"YoY %","-9.53%","-1.89%","-3.43%","-9.96%","-9.73%","43.47%","3.82%","12.92%","74.92%","-20.29%","-13.85%","-",""
"Horiz. %","140.74%","155.57%","158.57%","164.21%","182.37%","202.03%","140.81%","135.64%","120.12%","68.67%","86.15%","100.00%",""
"Tax Rate","27.83    %","26.59    %","25.65    %","25.14    %","25.48    %","24.98    %","26.25    %","26.63    %","26.63    %","32.53    %","28.72    %","24.92    %","0.32%"
"YoY %","4.66%","3.66%","2.03%","-1.33%","2.00%","-4.84%","-1.43%","0.00%","-18.14%","13.27%","15.25%","-",""
"Horiz. %","111.68%","106.70%","102.93%","100.88%","102.25%","100.24%","105.34%","106.86%","106.86%","130.54%","115.25%","100.00%",""
"Total Cost","252,054","263,438","264,414","255,178","236,239","232,129","224,071","214,662","215,277","221,628","195,732","186,525","3.95%"
"YoY %","-4.32%","-0.37%","3.62%","8.02%","1.77%","3.60%","4.38%","-0.29%","-2.87%","13.23%","4.94%","-",""
"Horiz. %","135.13%","141.23%","141.76%","136.81%","126.65%","124.45%","120.13%","115.08%","115.41%","118.82%","104.94%","100.00%",""
"Net Worth","160,000","160,000","160,000","160,000","184,000","167,999","151,999","150,000","153,599","147,599","146,393","142,800","1.27%"
"YoY %","0.00%","0.00%","0.00%","-13.04%","9.52%","10.53%","1.33%","-2.34%","4.07%","0.82%","2.52%","-",""
"Horiz. %","112.04%","112.04%","112.04%","112.04%","128.85%","117.65%","106.44%","105.04%","107.56%","103.36%","102.52%","100.00%",""
"Div","32,000","48,000","48,000","48,000","48,000","60,000","24,000","27,600","36,000","29,999","14,399","15,300","13.54%"
"YoY %","-33.33%","0.00%","0.00%","0.00%","-20.00%","150.00%","-13.04%","-23.33%","20.00%","108.34%","-5.89%","-",""
"Horiz. %","209.15%","313.73%","313.73%","313.73%","313.73%","392.16%","156.86%","180.39%","235.29%","196.08%","94.11%","100.00%",""
"Div Payout %","83.93    %","113.89    %","111.73    %","107.90    %","97.15    %","109.63    %","62.91    %","75.11    %","110.63    %","161.26    %","61.70    %","56.48    %","7.87%"
"YoY %","-26.31%","1.93%","3.55%","11.07%","-11.38%","74.26%","-16.24%","-32.11%","-31.40%","161.36%","9.24%","-",""
"Horiz. %","148.60%","201.65%","197.82%","191.04%","172.01%","194.10%","111.38%","132.99%","195.87%","285.52%","109.24%","100.00%",""
"Net Worth","160,000","160,000","160,000","160,000","184,000","167,999","151,999","150,000","153,599","147,599","146,393","142,800","1.27%"
"YoY %","0.00%","0.00%","0.00%","-13.04%","9.52%","10.53%","1.33%","-2.34%","4.07%","0.82%","2.52%","-",""
"Horiz. %","112.04%","112.04%","112.04%","112.04%","128.85%","117.65%","106.44%","105.04%","107.56%","103.36%","102.52%","100.00%",""
"NOSH","800,000","800,000","800,000","800,000","800,000","800,000","800,000","120,000","120,000","119,999","119,994","120,000","23.45%"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","566.67%","0.00%","0.00%","0.00%","-0.00%","-",""
"Horiz. %","666.67%","666.67%","666.67%","666.67%","666.67%","666.67%","666.67%","100.00%","100.00%","100.00%","100.00%","100.00%",""
"NP Margin","13.14    %","13.79    %","13.98    %","14.85    %","17.30    %","19.08    %","14.55    %","14.62    %","13.13    %","7.74    %","10.65    %","12.60    %","1.16%"
"YoY %","-4.71%","-1.36%","-5.86%","-14.16%","-9.33%","31.13%","-0.48%","11.35%","69.64%","-27.32%","-15.48%","-",""
"Horiz. %","104.29%","109.44%","110.95%","117.86%","137.30%","151.43%","115.48%","116.03%","104.21%","61.43%","84.52%","100.00%",""
