Column1,AQR,T4Q,31/12/18,31/12/17,31/12/16,31/12/15,31/12/14,31/12/13,31/12/12,31/12/11,31/12/10,31/12/09,CAGR
"Revenue","2,775,996","2,572,302","2,384,956","2,323,960","2,189,022","2,189,312","2,122,933","1,946,639","1,812,346","1,520,981","1,378,348","1,300,796","6.96%"
"YoY %","7.92%","7.86%","2.62%","6.16%","-0.01%","3.13%","9.06%","7.41%","19.16%","10.35%","5.96%","-",""
"Horiz. %","213.41%","197.75%","183.35%","178.66%","168.28%","168.31%","163.20%","149.65%","139.33%","116.93%","105.96%","100.00%",""
"PBT","85,448","72,267","70,220","73,064","72,017","112,722","125,580","92,997","103,313","73,186","45,462","81,436","-1.63%"
"YoY %","18.24%","2.92%","-3.89%","1.45%","-36.11%","-10.24%","35.04%","-9.99%","41.16%","60.98%","-44.17%","-",""
"Horiz. %","104.93%","88.74%","86.23%","89.72%","88.43%","138.42%","154.21%","114.20%","126.86%","89.87%","55.83%","100.00%",""
"Tax","-27,628","-23,482","-26,990","-17,977","-26,158","-28,138","-31,355","-36,236","-40,108","-20,401","-15,152","-19,709","3.55%"
"YoY %","-17.66%","13.00%","-50.14%","31.28%","7.04%","10.26%","13.47%","9.65%","-96.60%","-34.64%","23.12%","-",""
"Horiz. %","140.18%","119.14%","136.94%","91.21%","132.72%","142.77%","159.09%","183.86%","203.50%","103.51%","76.88%","100.00%",""
"NP","57,820","48,785","43,230","55,087","45,859","84,584","94,225","56,761","63,205","52,785","30,310","61,727","-3.88%"
"YoY %","18.52%","12.85%","-21.52%","20.12%","-45.78%","-10.23%","66.00%","-10.20%","19.74%","74.15%","-50.90%","-",""
"Horiz. %","93.67%","79.03%","70.03%","89.24%","74.29%","137.03%","152.65%","91.95%","102.39%","85.51%","49.10%","100.00%",""
"NP to SH","57,796","48,386","42,468","53,823","45,599","84,044","93,844","55,200","61,710","52,157","30,384","60,191","-3.80%"
"YoY %","19.45%","13.94%","-21.10%","18.04%","-45.74%","-10.44%","70.01%","-10.55%","18.32%","71.66%","-49.52%","-",""
"Horiz. %","96.02%","80.39%","70.56%","89.42%","75.76%","139.63%","155.91%","91.71%","102.52%","86.65%","50.48%","100.00%",""
"Tax Rate","32.33    %","32.49    %","38.44    %","24.60    %","36.32    %","24.96    %","24.97    %","38.96    %","38.82    %","27.88    %","33.33    %","24.20    %","5.27%"
"YoY %","-0.49%","-15.48%","56.26%","-32.27%","45.51%","-0.04%","-35.91%","0.36%","39.24%","-16.35%","37.73%","-",""
"Horiz. %","133.60%","134.26%","158.84%","101.65%","150.08%","103.14%","103.18%","160.99%","160.41%","115.21%","137.73%","100.00%",""
"Total Cost","2,718,176","2,523,517","2,341,726","2,268,873","2,143,163","2,104,728","2,028,708","1,889,878","1,749,141","1,468,196","1,348,038","1,239,069","7.32%"
"YoY %","7.71%","7.76%","3.21%","5.87%","1.83%","3.75%","7.35%","8.05%","19.14%","8.91%","8.79%","-",""
"Horiz. %","219.37%","203.66%","188.99%","183.11%","172.97%","169.86%","163.73%","152.52%","141.17%","118.49%","108.79%","100.00%",""
"Net Worth","518,564","518,564","509,862","526,888","531,169","529,482","525,526","486,754","471,886","514,273","421,524","431,158","1.88%"
"YoY %","0.00%","1.71%","-3.23%","-0.81%","0.32%","0.75%","7.97%","3.15%","-8.24%","22.00%","-2.23%","-",""
