Date,Open Price,Target Price,Upside/Downside,Price Call,Source
"03/09/2019","0.91","1.06","+0.15 (16.48%)","BUY","PUBLIC BANK"
"03/09/2019","0.91","0.96","+0.05 (5.49%)","HOLD","MIDF"
"03/09/2019","0.91","1.18","+0.27 (29.67%)","BUY","HLG"
"03/09/2019","0.91","1.12","+0.21 (23.08%)","BUY","AmInvest"
"03/09/2019","0.91","0.97","+0.06 (6.59%)","HOLD","AffinHwang"
"09/08/2019","0.91","1.18","+0.27 (29.67%)","BUY","HLG"
"06/08/2019","0.91","1.00","+0.09 (9.89%)","HOLD","AffinHwang"
"15/07/2019","0.98","1.14","+0.16 (16.33%)","BUY","AmInvest"
"10/07/2019","0.94","1.18","+0.24 (25.53%)","BUY","HLG"
"04/06/2019","0.93","1.14","+0.21 (22.58%)","BUY","AmInvest"

