Column1,AQR,T4Q,31/12/18,31/12/17,31/12/16,31/12/15,31/12/14,31/12/13,31/12/12,31/12/11,31/12/10,31/12/09,CAGR
"Revenue","937,641","937,641","937,641","695,485","708,238","779,099","876,870","561,680","401,215","382,323","255,109","196,954","18.92%"
"YoY %","0.00%","0.00%","34.82%","-1.80%","-9.10%","-11.15%","56.12%","39.99%","4.94%","49.87%","29.53%","-",""
"Horiz. %","476.07%","476.07%","476.07%","353.12%","359.60%","395.57%","445.22%","285.18%","203.71%","194.12%","129.53%","100.00%",""
"PBT","220,027","220,027","220,027","-63,839","78,684","202,017","218,606","175,177","128,157","106,478","83,057","52,401","17.27%"
"YoY %","0.00%","0.00%","444.66%","-181.13%","-61.05%","-7.59%","24.79%","36.69%","20.36%","28.20%","58.50%","-",""
"Horiz. %","419.89%","419.89%","419.89%","-121.83%","150.16%","385.52%","417.18%","334.30%","244.57%","203.20%","158.50%","100.00%",""
"Tax","-71,972","-71,973","-71,972","-88,377","-24,704","-32,015","-37,530","-25,883","-26,062","-23,350","-15,067","-7,616","28.33%"
"YoY %","0.00%","-0.00%","18.56%","-257.74%","22.84%","14.69%","-45.00%","0.69%","-11.61%","-54.97%","-97.83%","-",""
"Horiz. %","945.01%","945.02%","945.01%","1,160.41%","324.37%","420.36%","492.78%","339.85%","342.20%","306.59%","197.83%","100.00%",""
"NP","148,055","148,054","148,055","-152,216","53,980","170,002","181,076","149,294","102,095","83,128","67,990","44,785","14.20%"
"YoY %","0.00%","-0.00%","197.27%","-381.99%","-68.25%","-6.12%","21.29%","46.23%","22.82%","22.27%","51.81%","-",""
"Horiz. %","330.59%","330.59%","330.59%","-339.88%","120.53%","379.60%","404.32%","333.36%","227.97%","185.62%","151.81%","100.00%",""
"NP to SH","164,223","164,024","164,223","-143,933","54,543","171,562","181,076","149,294","130,227","85,945","67,990","44,785","15.52%"
"YoY %","0.12%","-0.12%","214.10%","-363.89%","-68.21%","-5.25%","21.29%","14.64%","51.52%","26.41%","51.81%","-",""
"Horiz. %","366.69%","366.25%","366.69%","-321.39%","121.79%","383.08%","404.32%","333.36%","290.78%","191.91%","151.81%","100.00%",""
"Tax Rate","32.71    %","32.71    %","32.71    %","-     %","31.40    %","15.85    %","17.17    %","14.78    %","20.34    %","21.93    %","18.14    %","14.53    %","9.43%"
"YoY %","0.00%","0.00%","0.00%","0.00%","98.11%","-7.69%","16.17%","-27.34%","-7.25%","20.89%","24.85%","-",""
"Horiz. %","225.12%","225.12%","225.12%","0.00%","216.10%","109.08%","118.17%","101.72%","139.99%","150.93%","124.85%","100.00%",""
"Total Cost","789,586","789,587","789,586","847,701","654,258","609,097","695,794","412,386","299,120","299,195","187,119","152,169","20.06%"
"YoY %","-0.00%","0.00%","-6.86%","29.57%","7.41%","-12.46%","68.72%","37.87%","-0.03%","59.90%","22.97%","-",""
"Horiz. %","518.89%","518.89%","518.89%","557.08%","429.95%","400.28%","457.25%","271.01%","196.57%","196.62%","122.97%","100.00%",""
"Net Worth","1,128,827","1,128,827","1,128,827","945,513","1,272,340","1,192,864","980,773","547,218","764,391","503,920","373,030","323,718","14.88%"
