Date,Open Price,Target Price,Upside/Downside,Price Call,Source
"15/08/2019","1.75","2.00","+0.25 (14.29%)","HOLD","PUBLIC BANK"
"15/08/2019","1.75","2.53","+0.78 (44.57%)","BUY","MIDF"
"15/08/2019","1.75","1.85","+0.10 (5.71%)","HOLD","KENANGA"
"15/08/2019","1.75","2.65","+0.90 (51.43%)","BUY","HLG"
"15/08/2019","1.75","2.39","+0.64 (36.57%)","BUY","AmInvest"
"15/08/2019","1.75","1.94","+0.19 (10.86%)","HOLD","AffinHwang"
"25/07/2019","2.01","2.39","+0.38 (18.91%)","BUY","AmInvest"
"24/05/2019","2.00","2.45","+0.45 (22.50%)","BUY","Rakuten"
"10/05/2019","2.12","3.00","+0.88 (41.51%)","BUY","PUBLIC BANK"
"10/05/2019","2.10","2.53","+0.43 (20.48%)","BUY","MIDF"

