Column1,AQR,T4Q,30/09/18,30/09/17,30/09/16,30/09/15,30/09/14,30/09/13,30/09/12,30/09/11,30/09/10,30/09/09,CAGR
"Revenue","15,641,978","15,922,460","18,400,500","21,004,036","16,505,810","13,649,991","11,129,973","9,147,325","10,570,188","10,743,252","7,490,626","6,658,308","11.95%"
"YoY %","-1.76%","-13.47%","-12.40%","27.25%","20.92%","22.64%","21.67%","-13.46%","-1.61%","43.42%","12.50%","-",""
"Horiz. %","234.92%","239.14%","276.35%","315.46%","247.90%","205.01%","167.16%","137.38%","158.75%","161.35%","112.50%","100.00%",""
"PBT","769,586","747,380","1,117,380","1,450,205","1,712,284","1,134,598","1,317,697","1,199,767","1,560,436","2,066,205","1,382,832","887,362","2.59%"
"YoY %","2.97%","-33.11%","-22.95%","-15.31%","50.92%","-13.90%","9.83%","-23.11%","-24.48%","49.42%","55.84%","-",""
"Horiz. %","86.73%","84.22%","125.92%","163.43%","192.96%","127.86%","148.50%","135.21%","175.85%","232.85%","155.84%","100.00%",""
"Tax","-161,766","-187,935","-313,276","-383,329","-29,144","-250,560","-285,003","-232,797","-300,347","-420,674","-315,562","-244,751","2.78%"
"YoY %","13.92%","40.01%","18.27%","-1,215.29%","88.37%","12.09%","-22.43%","22.49%","28.60%","-33.31%","-28.93%","-",""
"Horiz. %","66.09%","76.79%","128.00%","156.62%","11.91%","102.37%","116.45%","95.12%","122.72%","171.88%","128.93%","100.00%",""
"NP","607,820","559,445","804,104","1,066,876","1,683,140","884,038","1,032,694","966,970","1,260,089","1,645,531","1,067,270","642,611","2.52%"
"YoY %","8.65%","-30.43%","-24.63%","-36.61%","90.39%","-14.39%","6.80%","-23.26%","-23.42%","54.18%","66.08%","-",""
"Horiz. %","94.59%","87.06%","125.13%","166.02%","261.92%","137.57%","160.70%","150.48%","196.09%","256.07%","166.08%","100.00%",""
"NP to SH","589,981","543,986","753,328","1,005,130","1,592,191","869,912","991,705","917,743","1,211,244","1,571,413","1,012,340","612,500","2.32%"
"YoY %","8.46%","-27.79%","-25.05%","-36.87%","83.03%","-12.28%","8.06%","-24.23%","-22.92%","55.23%","65.28%","-",""
"Horiz. %","96.32%","88.81%","122.99%","164.10%","259.95%","142.03%","161.91%","149.84%","197.75%","256.56%","165.28%","100.00%",""
"Tax Rate","21.02    %","25.15    %","28.04    %","26.43    %","1.70    %","22.08    %","21.63    %","19.40    %","19.25    %","20.36    %","22.82    %","27.58    %","0.18%"
"YoY %","-16.42%","-10.31%","6.09%","1,454.71%","-92.30%","2.08%","11.49%","0.78%","-5.45%","-10.78%","-17.26%","-",""
"Horiz. %","76.21%","91.19%","101.67%","95.83%","6.16%","80.06%","78.43%","70.34%","69.80%","73.82%","82.74%","100.00%",""
"Total Cost","15,034,158","15,363,015","17,596,396","19,937,160","14,822,670","12,765,953","10,097,279","8,180,355","9,310,099","9,097,721","6,423,356","6,015,697","12.66%"
"YoY %","-2.14%","-12.69%","-11.74%","34.50%","16.11%","26.43%","23.43%","-12.13%","2.33%","41.64%","6.78%","-",""
"Horiz. %","249.92%","255.38%","292.51%","331.42%","246.40%","212.21%","167.85%","135.98%","154.76%","151.23%","106.78%","100.00%",""
"Net Worth","10,489,912","10,489,912","11,427,081","11,576,176","10,447,313","9,668,055","7,752,950","7,529,307","7,113,970","7,071,145","6,006,309","5,634,020","8.17%"
"YoY %","0.00%","-8.20%","-1.29%","10.81%","8.06%","24.70%","2.97%","5.84%","0.61%","17.73%","6.61%","-",""
"Horiz. %","186.19%","186.19%","202.82%","205.47%","185.43%","171.60%","137.61%","133.64%","126.27%","125.51%","106.61%","100.00%",""
"Div","212,993","159,744","159,744","532,482","532,482","479,143","585,731","532,482","692,227","905,191","638,969","426,012","-10.32%"
"YoY %","33.33%","0.00%","-70.00%","0.00%","11.13%","-18.20%","10.00%","-23.08%","-23.53%","41.66%","49.99%","-",""
"Horiz. %","50.00%","37.50%","37.50%","124.99%","124.99%","112.47%","137.49%","124.99%","162.49%","212.48%","149.99%","100.00%",""
"Div Payout %","36.10    %","29.37    %","21.21    %","52.98    %","33.44    %","55.08    %","59.06    %","58.02    %","57.15    %","57.60    %","63.12    %","69.55    %","-12.35%"
"YoY %","22.91%","38.47%","-59.97%","58.43%","-39.29%","-6.74%","1.79%","1.52%","-0.78%","-8.75%","-9.25%","-",""
"Horiz. %","51.91%","42.23%","30.50%","76.18%","48.08%","79.19%","84.92%","83.42%","82.17%","82.82%","90.75%","100.00%",""
"Net Worth","10,489,912","10,489,912","11,427,081","11,576,176","10,447,313","9,668,055","7,752,950","7,529,307","7,113,970","7,071,145","6,006,309","5,634,020","8.17%"
"YoY %","0.00%","-8.20%","-1.29%","10.81%","8.06%","24.70%","2.97%","5.84%","0.61%","17.73%","6.61%","-",""
"Horiz. %","186.19%","186.19%","202.82%","205.47%","185.43%","171.60%","137.61%","133.64%","126.27%","125.51%","106.61%","100.00%",""
"NOSH","1,064,965","1,064,965","1,064,965","1,064,965","1,064,965","1,064,763","1,064,965","1,064,965","1,064,965","1,064,931","1,064,948","1,065,032","-0.00%"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.02%","-0.02%","0.00%","0.00%","0.00%","-0.00%","-0.01%","-",""
"Horiz. %","99.99%","99.99%","99.99%","99.99%","99.99%","99.97%","99.99%","99.99%","99.99%","99.99%","99.99%","100.00%",""
"NP Margin","3.89    %","3.51    %","4.37    %","5.08    %","10.20    %","6.48    %","9.28    %","10.57    %","11.92    %","15.32    %","14.25    %","9.65    %","-8.42%"
"YoY %","10.83%","-19.68%","-13.98%","-50.20%","57.41%","-30.17%","-12.20%","-11.33%","-22.19%","7.51%","47.67%","-",""
"Horiz. %","40.31%","36.37%","45.28%","52.64%","105.70%","67.15%","96.17%","109.53%","123.52%","158.76%","147.67%","100.00%",""
"ROE","5.62    %","5.19    %","6.59    %","8.68    %","15.24    %","9.00    %","12.79    %","12.19    %","17.03    %","22.22    %","16.85    %","10.87    %","-5.41%"
"YoY %","8.29%","-21.24%","-24.08%","-43.04%","69.33%","-29.63%","4.92%","-28.42%","-23.36%","31.87%","55.01%","-",""
"Horiz. %","51.70%","47.75%","60.63%","79.85%","140.20%","82.80%","117.66%","112.14%","156.67%","204.42%","155.01%","100.00%",""
"RPS","1,468.78","1,495.11","1,727.80","1,972.27","1,549.89","1,281.97","1,045.10","858.93","992.54","1,008.82","703.38","625.17","11.95%"
"YoY %","-1.76%","-13.47%","-12.40%","27.25%","20.90%","22.66%","21.67%","-13.46%","-1.61%","43.42%","12.51%","-",""
"Horiz. %","234.94%","239.15%","276.37%","315.48%","247.91%","205.06%","167.17%","137.39%","158.76%","161.37%","112.51%","100.00%",""
"EPS","55.33","51.08","70.70","94.40","149.50","81.70","93.10","86.20","113.74","147.56","95.06","57.51","2.32%"
"YoY %","8.32%","-27.75%","-25.11%","-36.86%","82.99%","-12.24%","8.00%","-24.21%","-22.92%","55.23%","65.29%","-",""
