Date,Open Price,Target Price,Upside/Downside,Price Call,Source
"03/09/2019","4.52","5.38","+0.86 (19.03%)","BUY","PUBLIC BANK"
"03/09/2019","4.52","5.25","+0.73 (16.15%)","BUY","KENANGA"
"03/09/2019","4.52","6.50","+1.98 (43.81%)","BUY","AmInvest"
"03/09/2019","4.52","5.50","+0.98 (21.68%)","BUY","AffinHwang"
"23/08/2019","4.49","5.38","+0.89 (19.82%)","BUY","PUBLIC BANK"
"23/08/2019","4.49","5.52","+1.03 (22.94%)","BUY","MalaccaSecurities"
"23/08/2019","4.49","5.25","+0.76 (16.93%)","BUY","KENANGA"
"23/08/2019","4.49","6.50","+2.01 (44.77%)","BUY","AmInvest"
"23/08/2019","4.49","5.50","+1.01 (22.49%)","BUY","AffinHwang"
"14/08/2019","4.13","5.38","+1.25 (30.27%)","BUY","PUBLIC BANK"

