Date,Open Price,Target Price,Upside/Downside,Price Call,Source
"30/08/2019","3.18","3.30","+0.12 (3.77%)","HOLD","PUBLIC BANK"
"30/08/2019","3.18","3.20","+0.02 (0.63%)","HOLD","KENANGA"
"30/08/2019","0.00","3.38","+3.38 (0.00%)","HOLD","HLG"
"21/08/2019","3.06","3.20","+0.14 (4.58%)","HOLD","PUBLIC BANK"
"16/08/2019","3.10","3.20","+0.10 (3.23%)","HOLD","PUBLIC BANK"
"16/08/2019","3.10","3.20","+0.10 (3.23%)","HOLD","KENANGA"
"07/08/2019","3.17","3.79","+0.62 (19.56%)","HOLD","HLG"
"07/08/2019","3.17","3.40","+0.23 (7.26%)","HOLD","AffinHwang"
"26/07/2019","3.96","4.30","+0.34 (8.59%)","BUY","Rakuten"
"26/07/2019","3.96","3.55","-0.41 (10.35%)","HOLD","PUBLIC BANK"

