Column1,AQR,T4Q,31/08/18,31/08/17,31/08/16,31/08/15,31/08/14,31/08/13,31/08/12,31/08/11,31/08/10,31/08/09,CAGR
"Revenue","134,850","134,984","130,666","144,864","149,098","124,852","126,619","106,880","112,255","89,182","144,917","137,655","-0.58%"
"YoY %","-0.10%","3.30%","-9.80%","-2.84%","19.42%","-1.40%","18.47%","-4.79%","25.87%","-38.46%","5.28%","-",""
"Horiz. %","97.96%","98.06%","94.92%","105.24%","108.31%","90.70%","91.98%","77.64%","81.55%","64.79%","105.28%","100.00%",""
"PBT","-4,252","-3,416","647","11,462","5,922","479","4,349","3,216","3,671","915","-3,132","-4,371","-"
"YoY %","-24.47%","-627.98%","-94.36%","93.55%","1,136.33%","-88.99%","35.23%","-12.39%","301.20%","129.21%","28.35%","-",""
"Horiz. %","97.28%","78.15%","-14.80%","-262.23%","-135.48%","-10.96%","-99.50%","-73.58%","-83.99%","-20.93%","71.65%","100.00%",""
"Tax","-625","-1,591","-1,570","-2,392","-15","602","103","-374","-291","-231","0","16","-"
"YoY %","60.70%","-1.34%","34.36%","-15,846.67%","-102.49%","484.47%","127.54%","-28.52%","-25.97%","0.00%","0.00%","-",""
"Horiz. %","-3,908.33%","-9,943.75%","-9,812.50%","-14,950.00%","-93.75%","3,762.50%","643.75%","-2,337.50%","-1,818.75%","-1,443.75%","0.00%","100.00%",""
"NP","-4,877","-5,007","-923","9,070","5,907","1,081","4,452","2,842","3,380","684","-3,132","-4,355","-15.83%"
"YoY %","2.59%","-442.47%","-110.18%","53.55%","446.44%","-75.72%","56.65%","-15.92%","394.15%","121.84%","28.08%","-",""
"Horiz. %","111.99%","114.97%","21.19%","-208.27%","-135.64%","-24.82%","-102.23%","-65.26%","-77.61%","-15.71%","71.92%","100.00%",""
"NP to SH","-4,556","-4,826","-1,038","8,555","4,408","302","3,353","2,543","3,133","589","-2,696","-4,413","-14.85%"
"YoY %","5.59%","-364.93%","-112.13%","94.08%","1,359.60%","-90.99%","31.85%","-18.83%","431.92%","121.85%","38.91%","-",""
"Horiz. %","103.24%","109.36%","23.52%","-193.86%","-99.89%","-6.84%","-75.98%","-57.63%","-70.99%","-13.35%","61.09%","100.00%",""
"Tax Rate","-     %","-     %","242.66    %","20.87    %","0.25    %","-125.68    %","-2.37    %","11.63    %","7.93    %","25.25    %","-     %","-     %","-"
"YoY %","0.00%","0.00%","1,062.72%","8,248.00%","100.20%","-5,202.95%","-120.38%","46.66%","-68.59%","0.00%","0.00%","-",""
"Horiz. %","0.00%","0.00%","961.03%","82.65%","0.99%","-497.74%","-9.39%","46.06%","31.41%","100.00%","-","-",""
"Total Cost","139,727","139,991","131,589","135,794","143,191","123,771","122,167","104,038","108,875","88,498","148,049","142,010","-0.84%"
"YoY %","-0.19%","6.39%","-3.10%","-5.17%","15.69%","1.31%","17.43%","-4.44%","23.03%","-40.22%","4.25%","-",""
"Horiz. %","98.39%","98.58%","92.66%","95.62%","100.83%","87.16%","86.03%","73.26%","76.67%","62.32%","104.25%","100.00%",""
"Net Worth","95,384","95,384","98,793","99,836","78,103","63,167","63,390","59,733","59,863","56,956","55,945","58,823","5.93%"
