Date,Open Price,Target Price,Upside/Downside,Price Call,Source
"28/08/2019","1.13","1.30","+0.17 (15.04%)","BUY","MIDF"
"28/08/2019","1.13","1.10","-0.03 (2.65%)","HOLD","KENANGA"
"13/08/2019","1.09","1.31","+0.22 (20.18%)","BUY","MIDF"
"04/07/2019","1.16","1.10","-0.06 (5.17%)","HOLD","KENANGA"
"25/06/2019","1.15","1.10","-0.05 (4.35%)","HOLD","KENANGA"
"24/06/2019","1.17","1.31","+0.14 (11.97%)","BUY","MIDF"
"29/05/2019","1.02","1.31","+0.29 (28.43%)","BUY","MIDF"
"29/05/2019","1.02","1.10","+0.08 (7.84%)","HOLD","KENANGA"
"30/04/2019","1.06","1.37","+0.31 (29.25%)","BUY","MIDF"
"23/04/2019","1.09","1.39","+0.30 (27.52%)","BUY","MIDF"

