Date,Open Price,Target Price,Upside/Downside,Price Call,Source
"19/08/2019","3.55","4.15","+0.60 (16.90%)","BUY","Rakuten"
"19/08/2019","3.55","3.88","+0.33 (9.30%)","BUY","PUBLIC BANK"
"19/08/2019","3.55","4.15","+0.60 (16.90%)","BUY","KENANGA"
"19/08/2019","3.53","3.85","+0.32 (9.07%)","BUY","AmInvest"
"16/08/2019","3.52","3.88","+0.36 (10.23%)","BUY","PUBLIC BANK"
"16/08/2019","3.52","3.83","+0.31 (8.81%)","BUY","MIDF"
"16/08/2019","3.52","4.15","+0.63 (17.90%)","BUY","KENANGA"
"16/08/2019","3.52","3.87","+0.35 (9.94%)","BUY","HLG"
"16/08/2019","3.52","3.85","+0.33 (9.38%)","BUY","AmInvest"
"16/08/2019","3.52","3.80","+0.28 (7.95%)","BUY","AffinHwang"

