Column1,AQR,T4Q,31/12/18,31/12/17,31/12/16,31/12/15,31/12/14,31/12/13,31/12/12,31/12/11,31/12/10,31/12/09,CAGR
"Revenue","153,262","148,340","182,012","299,532","343,696","345,926","418,426","455,381","400,514","407,762","331,155","347,903","-6.94%"
"YoY %","3.32%","-18.50%","-39.23%","-12.85%","-0.64%","-17.33%","-8.12%","13.70%","-1.78%","23.13%","-4.81%","-",""
"Horiz. %","44.05%","42.64%","52.32%","86.10%","98.79%","99.43%","120.27%","130.89%","115.12%","117.21%","95.19%","100.00%",""
"PBT","-14,902","-37,496","-35,766","22,638","4,971","-14,925","5,433","11,356","-8,144","16,033","3,597","-4,530","25.79%"
"YoY %","60.26%","-4.84%","-257.99%","355.40%","133.31%","-374.71%","-52.16%","239.44%","-150.80%","345.73%","179.40%","-",""
"Horiz. %","328.96%","827.73%","789.54%","-499.74%","-109.74%","329.47%","-119.93%","-250.68%","179.78%","-353.93%","-79.40%","100.00%",""
"Tax","-14","1,113","-3,387","-7,019","6,944","-1,410","-3,817","-7,052","-572","-6,020","-2,772","-259","33.04%"
"YoY %","-101.26%","132.86%","51.75%","-201.08%","592.48%","63.06%","45.87%","-1,132.87%","90.50%","-117.17%","-970.27%","-",""
"Horiz. %","5.41%","-429.73%","1,307.72%","2,710.04%","-2,681.08%","544.40%","1,473.75%","2,722.78%","220.85%","2,324.32%","1,070.27%","100.00%",""
"NP","-14,916","-36,383","-39,153","15,619","11,915","-16,335","1,616","4,304","-8,716","10,013","825","-4,789","26.28%"
"YoY %","59.00%","7.07%","-350.68%","31.09%","172.94%","-1,110.83%","-62.45%","149.38%","-187.05%","1,113.70%","117.23%","-",""
"Horiz. %","311.46%","759.72%","817.56%","-326.14%","-248.80%","341.09%","-33.74%","-89.87%","182.00%","-209.08%","-17.23%","100.00%",""
"NP to SH","-14,626","-35,802","-38,626","15,633","11,936","-16,693","2,230","4,330","-9,530","9,628","1,221","-6,483","21.92%"
"YoY %","59.15%","7.31%","-347.08%","30.97%","171.50%","-848.57%","-48.50%","145.44%","-198.98%","688.53%","118.83%","-",""
"Horiz. %","225.61%","552.24%","595.80%","-241.14%","-184.11%","257.49%","-34.40%","-66.79%","147.00%","-148.51%","-18.83%","100.00%",""
"Tax Rate","-     %","-     %","-     %","31.01    %","-139.69    %","-     %","70.26    %","62.10    %","-     %","37.55    %","77.06    %","-     %","-"
"YoY %","0.00%","0.00%","0.00%","122.20%","0.00%","0.00%","13.14%","0.00%","0.00%","-51.27%","0.00%","-",""
"Horiz. %","0.00%","0.00%","0.00%","40.24%","-181.27%","0.00%","91.18%","80.59%","0.00%","48.73%","100.00%","-",""
"Total Cost","168,178","184,723","221,165","283,913","331,781","362,261","416,810","451,077","409,230","397,749","330,330","352,692","-5.05%"
"YoY %","-8.96%","-16.48%","-22.10%","-14.43%","-8.41%","-13.09%","-7.60%","10.23%","2.89%","20.41%","-6.34%","-",""
"Horiz. %","47.68%","52.38%","62.71%","80.50%","94.07%","102.71%","118.18%","127.90%","116.03%","112.78%","93.66%","100.00%",""
"Net Worth","89,236","89,236","101,016","110,004","94,648","78,455","95,112","87,661","81,624","91,248","80,606","82,225","2.31%"
"YoY %","0.00%","-11.66%","-8.17%","16.22%","20.64%","-17.51%","8.50%","7.40%","-10.55%","13.20%","-1.97%","-",""
