Date,Open Price,Target Price,Upside/Downside,Price Call,Source
"27/08/2019","1.47","1.70","+0.23 (15.65%)","BUY","HLG"
"22/08/2019","1.49","1.40","-0.09 (6.04%)","HOLD","KENANGA"
"22/08/2019","1.48","1.70","+0.22 (14.86%)","BUY","HLG"
"22/08/2019","1.49","2.18","+0.69 (46.31%)","BUY","AmInvest"
"21/08/2019","1.49","1.50","+0.01 (0.67%)","HOLD","MIDF"
"21/08/2019","1.49","1.40","-0.09 (6.04%)","HOLD","KENANGA"
"21/08/2019","1.49","1.54","+0.05 (3.36%)","HOLD","JF APEX"
"21/08/2019","1.45","1.70","+0.25 (17.24%)","BUY","HLG"
"21/08/2019","1.49","2.18","+0.69 (46.31%)","BUY","AmInvest"
"24/07/2019","1.46","1.50","+0.04 (2.74%)","HOLD","KENANGA"

