Column1,AQR,T4Q,30/06/18,30/06/17,30/06/16,30/06/15,31/12/14,31/12/13,31/12/12,31/03/12,31/03/11,CAGR
"YoY %","0.00%","0.00%","12.42%","33.12%","15.18%","32.62%","50.00%","5.94%","-97.31%","81,387,696.00%","-",""
"Horiz. %","7,939,953.00%","7,939,953.00%","7,939,953.00%","7,062,655.50%","5,305,399.00%","4,606,029.50%","3,473,157.00%","2,315,492.50%","2,185,609.75%","81,387,792.00%","100.00%",""
"NP Margin","51.66    %","51.66    %","51.66    %","40.61    %","-73.40    %","-919.27    %","-221.67    %","92.58    %","-105.72    %","-61.35    %","-7,960.00    %","-"
"YoY %","0.00%","0.00%","27.21%","155.33%","92.02%","-314.70%","-339.44%","187.57%","-72.32%","99.23%","-",""
"Horiz. %","-0.65%","-0.65%","-0.65%","-0.51%","0.92%","11.55%","2.78%","-1.16%","1.33%","0.77%","100.00%",""
"ROE","20.36    %","20.36    %","20.36    %","14.73    %","-12.56    %","-12.88    %","-7.30    %","4.29    %","-2.73    %","-0.05    %","-     %","-"
"YoY %","0.00%","0.00%","38.22%","217.28%","2.48%","-76.44%","-270.16%","257.14%","-5,360.00%","0.00%","-",""
"Horiz. %","-40,720.00%","-40,720.00%","-40,720.00%","-29,460.00%","25,120.00%","25,760.00%","14,600.00%","-8,580.00%","5,460.00%","100.00%","-",""
"RPS","24.83","24.83","24.83","18.49","7.70","0.77","1.88","3.38","1.42","0.05","74.99","-14.13%"
"YoY %","0.00%","0.00%","34.29%","140.13%","900.00%","-59.04%","-44.38%","138.03%","2,740.00%","-99.93%","-",""
"Horiz. %","33.11%","33.11%","33.11%","24.66%","10.27%","1.03%","2.51%","4.51%","1.89%","0.07%","100.00%",""
"EPS","13.19","12.83","13.19","7.51","-5.66","-7.40","-4.16","3.17","-1.50","-0.03","-5,969.00","-"
"YoY %","2.81%","-2.73%","75.63%","232.69%","23.51%","-77.88%","-231.23%","311.33%","-4,900.00%","100.00%","-",""
"Horiz. %","-0.22%","-0.21%","-0.22%","-0.13%","0.09%","0.12%","0.07%","-0.05%","0.03%","0.00%","100.00%",""
"DPS","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-",""
"Horiz. %","-","-","-","-","-","-","-","-","-","-","-",""
"NAPS","0.6300","0.6300","0.6300","0.5100","0.4500","0.5500","0.5700","0.7300","0.5500","0.5600","-","-"
"YoY %","0.00%","0.00%","23.53%","13.33%","-18.18%","-3.51%","-21.92%","32.73%","-1.79%","0.00%","-",""
"Horiz. %","112.50%","112.50%","112.50%","91.07%","80.36%","98.21%","101.79%","130.36%","98.21%","100.00%","-",""
"RPS","24.83","24.83","24.83","16.45","5.14","0.45","0.82","0.99","0.39","0.50","0.00","-"
"YoY %","0.00%","0.00%","50.94%","220.04%","1,042.22%","-45.12%","-17.17%","153.85%","-22.00%","0.00%","-",""
"Horiz. %","4,966.00%","4,966.00%","4,966.00%","3,290.00%","1,028.00%","90.00%","164.00%","198.00%","78.00%","100.00%","-",""
"EPS","13.19","12.83","13.19","6.68","-3.78","-4.11","-1.82","0.91","-0.41","-0.31","-0.08","-"
"YoY %","2.81%","-2.73%","97.46%","276.72%","8.03%","-125.82%","-300.00%","321.95%","-32.26%","-287.50%","-",""
"Horiz. %","-16,487.50%","-16,037.50%","-16,487.50%","-8,350.00%","4,725.00%","5,137.50%","2,275.00%","-1,137.50%","512.50%","387.50%","100.00%",""
"DPS","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-",""
"Horiz. %","-","-","-","-","-","-","-","-","-","-","-",""
"NAPS","0.6300","0.6300","0.6300","0.4536","0.3007","0.3191","0.2493","0.2129","0.1514","5.7402","-","-"
"YoY %","0.00%","0.00%","38.89%","50.85%","-5.77%","28.00%","17.10%","40.62%","-97.36%","0.00%","-",""
"Horiz. %","10.98%","10.98%","10.98%","7.90%","5.24%","5.56%","4.34%","3.71%","2.64%","100.00%","-",""
"Date","AQR","T4Q","29/06/18","30/06/17","30/06/16","30/06/15","31/12/14","31/12/13","31/12/12","30/03/12","-","-"
"Price","0.8850","0.8850","0.8850","0.4100","0.1800","0.7450","0.8500","1.7500","1.4100","1.6500","0.0000","-"
"P/RPS","3.56","3.56","3.56","2.22","2.34","96.70","45.29","51.77","99.38","3,374.20","0.00","-"
"YoY %","0.00%","0.00%","60.36%","-5.13%","-97.58%","113.51%","-12.52%","-47.91%","-97.05%","0.00%","-",""
"Horiz. %","0.11%","0.11%","0.11%","0.07%","0.07%","2.87%","1.34%","1.53%","2.95%","100.00%","-",""
"P/EPS","6.90","6.90","6.90","5.46","-3.19","-10.52","-20.43","55.92","-94.00","-5,500.00","0.00","-"
"YoY %","0.00%","0.00%","26.37%","271.16%","69.68%","48.51%","-136.53%","159.49%","98.29%","0.00%","-",""
"Horiz. %","-0.13%","-0.13%","-0.13%","-0.10%","0.06%","0.19%","0.37%","-1.02%","1.71%","100.00%","-",""
"EY","14.49","14.49","14.49","18.32","-31.39","-9.51","-4.89","1.79","-1.06","-0.02","0.00","-"
"YoY %","0.00%","0.00%","-20.91%","158.36%","-230.07%","-94.48%","-373.18%","268.87%","-5,200.00%","0.00%","-",""
"Horiz. %","-72,450.00%","-72,450.00%","-72,450.00%","-91,600.00%","156,950.00%","47,550.00%","24,450.00%","-8,950.00%","5,300.00%","100.00%","-",""
"DY","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-",""
"Horiz. %","-","-","-","-","-","-","-","-","-","-","-",""
"P/NAPS","1.40","1.40","1.40","0.80","0.40","1.35","1.49","2.40","2.56","2.95","0.00","-"
"YoY %","0.00%","0.00%","75.00%","100.00%","-70.37%","-9.40%","-37.92%","-6.25%","-13.22%","0.00%","-",""
"Horiz. %","47.46%","47.46%","47.46%","27.12%","13.56%","45.76%","50.51%","81.36%","86.78%","100.00%","-",""
"Date","AQR","T4Q","29/08/18","28/08/17","24/08/16","26/08/15","27/02/15","24/02/14","23/05/13","30/05/12","-","-"
"Price","1.1000","1.1000","1.1000","0.4250","0.2000","0.6250","0.9200","2.1100","1.5300","1.4900","0.0000","-"
"P/RPS","4.43","4.43","4.43","2.30","2.60","81.13","49.02","62.42","107.83","3,047.00","0.00","-"
"YoY %","0.00%","0.00%","92.61%","-11.54%","-96.80%","65.50%","-21.47%","-42.11%","-96.46%","0.00%","-",""
"Horiz. %","0.15%","0.15%","0.15%","0.08%","0.09%","2.66%","1.61%","2.05%","3.54%","100.00%","-",""
"P/EPS","8.58","8.58","8.58","5.66","-3.54","-8.83","-22.12","67.42","-102.00","-4,966.67","0.00","-"
"YoY %","0.00%","0.00%","51.59%","259.89%","59.91%","60.08%","-132.81%","166.10%","97.95%","0.00%","-",""
"Horiz. %","-0.17%","-0.17%","-0.17%","-0.11%","0.07%","0.18%","0.45%","-1.36%","2.05%","100.00%","-",""
"EY","11.66","11.66","11.66","17.67","-28.25","-11.33","-4.52","1.48","-0.98","-0.02","0.00","-"
"YoY %","0.00%","0.00%","-34.01%","162.55%","-149.34%","-150.66%","-405.41%","251.02%","-4,800.00%","0.00%","-",""
"Horiz. %","-58,300.00%","-58,300.00%","-58,300.00%","-88,350.00%","141,250.00%","56,650.00%","22,600.00%","-7,400.00%","4,900.00%","100.00%","-",""
"DY","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-",""
"Horiz. %","-","-","-","-","-","-","-","-","-","-","-",""
"P/NAPS","1.75","1.75","1.75","0.83","0.44","1.14","1.61","2.89","2.78","2.66","0.00","-"
"YoY %","0.00%","0.00%","110.84%","88.64%","-61.40%","-29.19%","-44.29%","3.96%","4.51%","0.00%","-",""
"Horiz. %","65.79%","65.79%","65.79%","31.20%","16.54%","42.86%","60.53%","108.65%","104.51%","100.00%","-",""

