F.Y.,Ann. Date,Quarter,#,Revenue,PBT,NP,NP to SH,Div,Net Worth,Div Payout %,NP Margin,ROE,NOSH,RPS,Adj. RPS,EPS,Adj. EPS,DPS,Adj. DPS,NAPS,Adj. NAPS,QoQ,YoY,EOQ Date,EOQ Price,EOQ P/RPS,EOQ P/EPS,EOQ P/NAPS,EOQ EY,EOQ DY,ANN Date,ANN Price,ANN P/RPS,ANN P/EPS,ANN P/NAPS,ANN EY,ANN DY
"31-Dec-2018","28-Feb-2019","31-Dec-2018","4","35,645","-13,548","-14,539","-6,565","-","205,404","- %","-40.79%","-3.20%","348,143","10.24","10.24","-1.89","-1.89","0.00","0.00","0.5900","0.59"," -89.58%"," -127.31%","31-Dec-2018","0.24","2.34","-12.73","0.41","-7.86%","0.00%","28-Feb-2019","0.25","2.44","-13.26","0.42","-7.54%","0.00%"
"31-Dec-2018","26-Nov-2018","30-Sep-2018","3","43,450","-7,824","-9,088","-3,463","-","208,886","- %","-20.92%","-1.66%","348,143","12.48","12.48","-0.99","-0.99","0.00","0.00","0.6000","0.60"," 90.52%"," -222.14%","28-Sep-2018","0.255","2.04","-25.64","0.42","-3.90%","0.00%","26-Nov-2018","0.26","2.08","-26.14","0.43","-3.83%","0.00%"
"31-Dec-2018","24-Aug-2018","30-Jun-2018","2","54,043","-83,085","-75,685","-36,522","-","212,359","- %","-140.05%","-17.20%","348,130","15.52","15.52","-10.49","-10.49","0.00","0.00","0.6100","0.61"," -1,605.84%"," -1,289.25%","29-Jun-2018","0.295","1.90","-2.81","0.48","-35.56%","0.00%","24-Aug-2018","0.28","1.80","-2.67","0.46","-37.47%","0.00%"
"31-Dec-2018","18-May-2018","31-Mar-2018","1","50,872","-6,427","-7,616","-2,141","-","254,135","- %","-14.97%","-0.84%","348,130","14.61","14.61","-0.61","-0.61","0.00","0.00","0.7300","0.73"," -108.91%"," -235.68%","30-Mar-2018","0.345","2.36","-56.10","0.47","-1.78%","0.00%","18-May-2018","0.355","2.43","-57.72","0.49","-1.73%","0.00%"
"31-Dec-2017","27-Feb-2018","31-Dec-2017","4","58,291","52,269","45,523","24,042","3,481","261,098","14.48%","78.10%","9.21%","348,130","16.74","16.74","6.91","6.91","1.00","1.00","0.7500","0.75"," 2,336.47%"," 418.56%","29-Dec-2017","0.395","2.36","5.72","0.53","17.48%","2.53%","27-Feb-2018","0.40","2.39","5.79","0.53","17.27%","2.50%"
"31-Dec-2017","17-Nov-2017","30-Sep-2017","3","68,958","-3,007","-3,791","-1,075","-","236,729","- %","-5.50%","-0.45%","348,130","19.81","19.81","-0.31","-0.31","0.00","0.00","0.6800","0.68"," -135.00%"," -114.46%","29-Sep-2017","0.485","2.45","-157.06","0.71","-0.64%","0.00%","17-Nov-2017","0.45","2.27","-145.73","0.66","-0.69%","0.00%"
"31-Dec-2017","24-Aug-2017","30-Jun-2017","2","95,323","2,334","765","3,071","3,481","240,210","113.36%","0.80%","1.28%","348,130","27.38","27.38","0.88","0.88","1.00","1.00","0.6900","0.69"," 94.61%"," -81.08%","30-Jun-2017","0.53","1.94","60.08","0.77","1.66%","1.89%","24-Aug-2017","0.535","1.95","60.65","0.78","1.65%","1.87%"
"31-Dec-2017","26-May-2017","31-Mar-2017","1","63,144","-1,761","-3,944","1,578","-","236,728","- %","-6.25%","0.67%","348,130","18.14","18.14","0.45","0.45","0.00","0.00","0.6800","0.68"," 120.91%"," -89.53%","31-Mar-2017","0.665","3.67","146.71","0.98","0.68%","0.00%","26-May-2017","0.60","3.31","132.37","0.88","0.76%","0.00%"
"31-Dec-2016","24-Feb-2017","31-Dec-2016","4","64,303","-13,834","-15,739","-7,547","3,477","236,464","- %","-24.48%","-3.19%","347,741","18.49","18.47","-2.17","-2.17","1.00","1.00","0.6800","0.68"," -201.52%"," -172.50%","30-Dec-2016","0.685","3.70","-31.56","1.01","-3.17%","1.46%","24-Feb-2017","0.74","4.00","-34.10","1.09","-2.93%","1.35%"
"31-Dec-2016","29-Nov-2016","30-Sep-2016","3","82,278","9,731","7,324","7,434","3,348","237,754","45.05%","8.90%","3.13%","334,864","24.57","23.63","2.22","2.14","1.00","0.96","0.7100","0.68"," -54.20%"," 47.59%","30-Sep-2016","1.04","4.23","46.85","1.46","2.13%","0.96%","29-Nov-2016","0.725","2.95","32.66","1.02","3.06%","1.38%"
