Column1,AQR,T4Q,30/06/19,30/06/18,30/06/17,30/06/16,30/06/15,30/06/14,30/06/13,30/06/12,30/06/11,31/12/09,CAGR
"Revenue","237,123","237,123","237,123","172,995","130,343","105,165","109,473","87,049","104,424","153,451","115,015","93,424","10.30%"
"YoY %","0.00%","0.00%","37.07%","32.72%","23.94%","-3.94%","25.76%","-16.64%","-31.95%","33.42%","23.11%","-",""
"Horiz. %","253.81%","253.81%","253.81%","185.17%","139.52%","112.57%","117.18%","93.18%","111.77%","164.25%","123.11%","100.00%",""
"PBT","16,464","16,464","16,464","11,824","1,783","2,268","2,672","-804","-3,409","-4,150","2,369","-451","-"
"YoY %","0.00%","0.00%","39.24%","563.15%","-21.38%","-15.12%","432.34%","76.42%","17.86%","-275.18%","625.28%","-",""
"Horiz. %","-3,650.55%","-3,650.55%","-3,650.55%","-2,621.73%","-395.34%","-502.88%","-592.46%","178.27%","755.88%","920.18%","-525.28%","100.00%",""
"Tax","-4,584","-4,584","-4,584","-2,705","-802","-933","-519","889","-508","-357","-468","127","-"
"YoY %","0.00%","0.00%","-69.46%","-237.28%","14.04%","-79.77%","-158.38%","275.00%","-42.30%","23.72%","-468.50%","-",""
"Horiz. %","-3,609.45%","-3,609.45%","-3,609.45%","-2,129.92%","-631.50%","-734.65%","-408.66%","700.00%","-400.00%","-281.10%","-368.50%","100.00%",""
"NP","11,880","11,880","11,880","9,119","981","1,335","2,153","85","-3,917","-4,507","1,901","-324","-"
"YoY %","0.00%","0.00%","30.28%","829.56%","-26.52%","-37.99%","2,432.94%","102.17%","13.09%","-337.09%","686.73%","-",""
"Horiz. %","-3,666.67%","-3,666.67%","-3,666.67%","-2,814.51%","-302.78%","-412.04%","-664.51%","-26.23%","1,208.95%","1,391.05%","-586.73%","100.00%",""
"NP to SH","11,561","11,561","11,561","9,084","1,464","1,336","2,153","86","-3,917","-4,507","1,901","-324","-"
"YoY %","0.00%","0.00%","27.27%","520.49%","9.58%","-37.95%","2,403.49%","102.20%","13.09%","-337.09%","686.73%","-",""
"Horiz. %","-3,568.21%","-3,568.21%","-3,568.21%","-2,803.70%","-451.85%","-412.35%","-664.51%","-26.54%","1,208.95%","1,391.05%","-586.73%","100.00%",""
"Tax Rate","27.84    %","27.84    %","27.84    %","22.88    %","44.98    %","41.14    %","19.42    %","-     %","-     %","-     %","19.76    %","-     %","-"
"YoY %","0.00%","0.00%","21.68%","-49.13%","9.33%","111.84%","0.00%","0.00%","0.00%","0.00%","0.00%","-",""
"Horiz. %","140.89%","140.89%","140.89%","115.79%","227.63%","208.20%","98.28%","0.00%","0.00%","0.00%","100.00%","-",""
"Total Cost","225,243","225,243","225,243","163,876","129,362","103,830","107,320","86,964","108,341","157,958","113,114","93,748","9.66%"
"YoY %","0.00%","0.00%","37.45%","26.68%","24.59%","-3.25%","23.41%","-19.73%","-31.41%","39.64%","20.66%","-",""
"Horiz. %","240.26%","240.26%","240.26%","174.80%","137.99%","110.75%","114.48%","92.76%","115.57%","168.49%","120.66%","100.00%",""
"Net Worth","88,800","88,800","88,800","76,799","67,200","64,800","63,599","61,928","61,278","65,926","69,562","68,399","2.79%"
"YoY %","0.00%","0.00%","15.63%","14.29%","3.70%","1.89%","2.70%","1.06%","-7.05%","-5.23%","1.70%","-",""
"Horiz. %","129.82%","129.82%","129.82%","112.28%","98.25%","94.74%","92.98%","90.54%","89.59%","96.38%","101.70%","100.00%",""
"Div","-","0","-","-","-","-","-","-","-","-","-","-","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-",""
"Horiz. %","-","-","-","-","-","-","-","-","-","-","-","-",""
"Div Payout %","-     %","-     %","-     %","-     %","-     %","-     %","-     %","-     %","-     %","-     %","-     %","-     %","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-",""
"Horiz. %","-","-","-","-","-","-","-","-","-","-","-","-",""
"Net Worth","88,800","88,800","88,800","76,799","67,200","64,800","63,599","61,928","61,278","65,926","69,562","68,399","2.79%"
"YoY %","0.00%","0.00%","15.63%","14.29%","3.70%","1.89%","2.70%","1.06%","-7.05%","-5.23%","1.70%","-",""
"Horiz. %","129.82%","129.82%","129.82%","112.28%","98.25%","94.74%","92.98%","90.54%","89.59%","96.38%","101.70%","100.00%",""
"NOSH","240,000","240,000","240,000","240,000","120,000","120,000","120,000","121,428","120,000","119,867","119,934","119,999","7.57%"
"YoY %","0.00%","0.00%","0.00%","100.00%","0.00%","0.00%","-1.18%","1.19%","0.11%","-0.06%","-0.05%","-",""
"Horiz. %","200.00%","200.00%","200.00%","200.00%","100.00%","100.00%","100.00%","101.19%","100.00%","99.89%","99.95%","100.00%",""
"NP Margin","5.01    %","5.01    %","5.01    %","5.27    %","0.75    %","1.27    %","1.97    %","0.10    %","-3.75    %","-2.94    %","1.65    %","-0.35    %","-"
"YoY %","0.00%","0.00%","-4.93%","602.67%","-40.94%","-35.53%","1,870.00%","102.67%","-27.55%","-278.18%","571.43%","-",""
"Horiz. %","-1,431.43%","-1,431.43%","-1,431.43%","-1,505.71%","-214.29%","-362.86%","-562.86%","-28.57%","1,071.43%","840.00%","-471.43%","100.00%",""
"ROE","13.02    %","13.02    %","13.02    %","11.83    %","2.18    %","2.06    %","3.39    %","0.14    %","-6.39    %","-6.84    %","2.73    %","-0.47    %","-"
"YoY %","0.00%","0.00%","10.06%","442.66%","5.83%","-39.23%","2,321.43%","102.19%","6.58%","-350.55%","680.85%","-",""
"Horiz. %","-2,770.21%","-2,770.21%","-2,770.21%","-2,517.02%","-463.83%","-438.30%","-721.28%","-29.79%","1,359.57%","1,455.32%","-580.85%","100.00%",""
"RPS","98.80","98.80","98.80","72.08","108.62","87.64","91.23","71.69","86.91","128.02","95.90","77.85","2.54%"
"YoY %","0.00%","0.00%","37.07%","-33.64%","23.94%","-3.94%","27.26%","-17.51%","-32.11%","33.49%","23.19%","-",""
"Horiz. %","126.91%","126.91%","126.91%","92.59%","139.52%","112.58%","117.19%","92.09%","111.64%","164.44%","123.19%","100.00%",""
"EPS","4.82","4.82","4.82","3.79","0.82","1.11","1.79","0.07","-3.26","-3.76","1.58","-0.27","-"
"YoY %","0.00%","0.00%","27.18%","362.20%","-26.13%","-37.99%","2,457.14%","102.15%","13.30%","-337.97%","685.19%","-",""
"Horiz. %","-1,785.19%","-1,785.19%","-1,785.19%","-1,403.70%","-303.70%","-411.11%","-662.96%","-25.93%","1,207.41%","1,392.59%","-585.19%","100.00%",""
"DPS","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-",""
"Horiz. %","-","-","-","-","-","-","-","-","-","-","-","-",""
"NAPS","0.3700","0.3700","0.3700","0.3200","0.5600","0.5400","0.5300","0.5100","0.5100","0.5500","0.5800","0.5700","-4.45%"
"YoY %","0.00%","0.00%","15.63%","-42.86%","3.70%","1.89%","3.92%","0.00%","-7.27%","-5.17%","1.75%","-",""
"Horiz. %","64.91%","64.91%","64.91%","56.14%","98.25%","94.74%","92.98%","89.47%","89.47%","96.49%","101.75%","100.00%",""
"RPS","98.80","98.80","98.80","72.08","54.31","43.82","45.61","36.27","43.51","63.94","47.92","38.93","10.30%"
"YoY %","0.00%","0.00%","37.07%","32.72%","23.94%","-3.92%","25.75%","-16.64%","-31.95%","33.43%","23.09%","-",""
"Horiz. %","253.79%","253.79%","253.79%","185.15%","139.51%","112.56%","117.16%","93.17%","111.76%","164.24%","123.09%","100.00%",""
"EPS","4.82","4.82","4.82","3.79","0.61","0.56","0.90","0.04","-1.63","-1.88","0.79","-0.14","-"
"YoY %","0.00%","0.00%","27.18%","521.31%","8.93%","-37.78%","2,150.00%","102.45%","13.30%","-337.97%","664.29%","-",""
"Horiz. %","-3,442.86%","-3,442.86%","-3,442.86%","-2,707.14%","-435.71%","-400.00%","-642.86%","-28.57%","1,164.29%","1,342.86%","-564.29%","100.00%",""
"DPS","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-",""
"Horiz. %","-","-","-","-","-","-","-","-","-","-","-","-",""
"NAPS","0.3700","0.3700","0.3700","0.3200","0.2800","0.2700","0.2650","0.2580","0.2553","0.2747","0.2898","0.2850","2.79%"
"YoY %","0.00%","0.00%","15.63%","14.29%","3.70%","1.89%","2.71%","1.06%","-7.06%","-5.21%","1.68%","-",""
"Horiz. %","129.82%","129.82%","129.82%","112.28%","98.25%","94.74%","92.98%","90.53%","89.58%","96.39%","101.68%","100.00%",""
