Date,Open Price,Target Price,Upside/Downside,Price Call,Source
"26/08/2019","4.06","4.75","+0.69 (17.00%)","BUY","KENANGA"
"26/08/2019","4.06","4.25","+0.19 (4.68%)","HOLD","HLG"
"23/08/2019","4.16","4.90","+0.74 (17.79%)","TRADING BUY","PUBLIC BANK"
"23/08/2019","4.16","4.20","+0.04 (0.96%)","HOLD","MIDF"
"23/08/2019","4.16","4.25","+0.09 (2.16%)","HOLD","HLG"
"23/08/2019","4.16","5.30","+1.14 (27.40%)","BUY","AffinHwang"
"01/07/2019","4.27","5.10","+0.83 (19.44%)","BUY","KENANGA"
"03/06/2019","4.43","4.50","+0.07 (1.58%)","HOLD","MIDF"
"29/05/2019","4.41","4.90","+0.49 (11.11%)","TRADING BUY","PUBLIC BANK"
"29/05/2019","4.41","4.50","+0.09 (2.04%)","HOLD","MIDF"

