Column1,AQR,T4Q,30/06/19,30/06/18,30/04/18,30/04/17,30/04/16,30/04/15,31/05/14,31/05/13,31/05/12,31/05/11,CAGR
"Revenue","211,459","181,237","211,459","0","118,236","156,525","0","0","141,758","142,048","106,976","89,573","11.21%"
"YoY %","16.68%","-14.29%","0.00%","0.00%","-24.46%","0.00%","0.00%","0.00%","-0.20%","32.78%","19.43%","-",""
"Horiz. %","236.07%","202.33%","236.07%","0.00%","132.00%","174.75%","0.00%","0.00%","158.26%","158.58%","119.43%","100.00%",""
"PBT","33,294","29,633","33,294","0","6,772","-3,384","0","0","12,369","33,663","3,234","-11,001","-"
"YoY %","12.35%","-11.00%","0.00%","0.00%","300.12%","0.00%","0.00%","0.00%","-63.26%","940.91%","129.40%","-",""
"Horiz. %","-302.65%","-269.37%","-302.65%","-0.00%","-61.56%","30.76%","-0.00%","-0.00%","-112.44%","-306.00%","-29.40%","100.00%",""
"Tax","-11,925","-10,288","-11,925","0","-1,812","-2,081","0","0","-4,130","-8,501","-1,374","-1,260","32.03%"
"YoY %","-15.91%","13.73%","0.00%","0.00%","12.93%","0.00%","0.00%","0.00%","51.42%","-518.70%","-9.05%","-",""
"Horiz. %","946.43%","816.51%","946.43%","-0.00%","143.81%","165.16%","-0.00%","-0.00%","327.78%","674.68%","109.05%","100.00%",""
"NP","21,369","19,345","21,369","0","4,960","-5,465","0","0","8,239","25,162","1,860","-12,261","-"
"YoY %","10.46%","-9.47%","0.00%","0.00%","190.76%","0.00%","0.00%","0.00%","-67.26%","1,252.80%","115.17%","-",""
"Horiz. %","-174.28%","-157.78%","-174.28%","-0.00%","-40.45%","44.57%","-0.00%","-0.00%","-67.20%","-205.22%","-15.17%","100.00%",""
"NP to SH","21,840","19,139","21,840","0","6,193","-4,894","0","0","7,125","25,092","2,148","-11,715","-"
"YoY %","14.11%","-12.37%","0.00%","0.00%","226.54%","0.00%","0.00%","0.00%","-71.60%","1,068.16%","118.34%","-",""
"Horiz. %","-186.43%","-163.37%","-186.43%","-0.00%","-52.86%","41.78%","-0.00%","-0.00%","-60.82%","-214.19%","-18.34%","100.00%",""
"Tax Rate","35.82    %","34.72    %","35.82    %","-     %","26.76    %","-     %","-     %","-     %","33.39    %","25.25    %","42.49    %","-     %","-"
"YoY %","3.17%","-3.07%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","32.24%","-40.57%","0.00%","-",""
"Horiz. %","84.30%","81.71%","84.30%","0.00%","62.98%","0.00%","0.00%","0.00%","78.58%","59.43%","100.00%","-",""
"Total Cost","190,090","161,892","190,090","0","113,276","161,990","0","0","133,519","116,886","105,116","101,834","8.02%"
"YoY %","17.42%","-14.83%","0.00%","0.00%","-30.07%","0.00%","0.00%","0.00%","14.23%","11.20%","3.22%","-",""
"Horiz. %","186.67%","158.98%","186.67%","0.00%","111.24%","159.07%","0.00%","0.00%","131.11%","114.78%","103.22%","100.00%",""
"Net Worth","165,798","165,798","165,798","143,305","143,537","143,049","141,356","121,390","110,781","112,212","8,633,373","79,808","9.46%"
"YoY %","0.00%","0.00%","15.70%","-0.16%","0.34%","1.20%","16.45%","9.58%","-1.28%","-98.70%","10,717.66%","-",""
"Horiz. %","207.75%","207.75%","207.75%","179.56%","179.85%","179.24%","177.12%","152.10%","138.81%","140.60%","10,817.66%","100.00%",""
"Div","7,729","7,729","7,729","-","-","-","-","-","-","7,190","-","-","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-",""
"Horiz. %","107.50%","107.50%","107.50%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","100.00%","-","-",""
"Div Payout %","35.39    %","40.39    %","35.39    %","-     %","-     %","-     %","-     %","-     %","-     %","28.65    %","-     %","-     %","-"
"YoY %","-12.38%","14.13%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-",""
"Horiz. %","123.53%","140.98%","123.53%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","100.00%","-","-",""
"Net Worth","165,798","165,798","165,798","143,305","143,537","143,049","141,356","121,390","110,781","112,212","8,633,373","79,808","9.46%"
"YoY %","0.00%","0.00%","15.70%","-0.16%","0.34%","1.20%","16.45%","9.58%","-1.28%","-98.70%","10,717.66%","-",""
"Horiz. %","207.75%","207.75%","207.75%","179.56%","179.85%","179.24%","177.12%","152.10%","138.81%","140.60%","10,817.66%","100.00%",""
"NOSH","772,952","772,952","772,952","772,952","772,952","802,295","781,837","522,110","500,820","479,334","467,173","438,988","7.25%"
"YoY %","0.00%","0.00%","0.00%","0.00%","-3.66%","2.62%","49.75%","4.25%","4.48%","2.60%","6.42%","-",""
"Horiz. %","176.08%","176.08%","176.08%","176.08%","176.08%","182.76%","178.10%","118.93%","114.09%","109.19%","106.42%","100.00%",""
"NP Margin","10.11    %","10.67    %","10.11    %","-     %","4.19    %","-3.49    %","-     %","-     %","5.81    %","17.71    %","1.74    %","-13.69    %","-"
"YoY %","-5.25%","5.54%","0.00%","0.00%","220.06%","0.00%","0.00%","0.00%","-67.19%","917.82%","112.71%","-",""
"Horiz. %","-73.85%","-77.94%","-73.85%","0.00%","-30.61%","25.49%","0.00%","0.00%","-42.44%","-129.36%","-12.71%","100.00%",""
"ROE","13.17    %","11.54    %","13.17    %","-     %","4.31    %","-3.42    %","-     %","-     %","6.43    %","22.36    %","0.02    %","-14.68    %","-"
"YoY %","14.12%","-12.38%","0.00%","0.00%","226.02%","0.00%","0.00%","0.00%","-71.24%","111,700.00%","100.14%","-",""
"Horiz. %","-89.71%","-78.61%","-89.71%","0.00%","-29.36%","23.30%","0.00%","0.00%","-43.80%","-152.32%","-0.14%","100.00%",""
"RPS","27.36","23.45","27.36","-","15.30","19.51","-","-","28.31","29.63","22.90","20.40","3.70%"
"YoY %","16.67%","-14.29%","0.00%","0.00%","-21.58%","0.00%","0.00%","0.00%","-4.45%","29.39%","12.25%","-",""
"Horiz. %","134.12%","114.95%","134.12%","0.00%","75.00%","95.64%","0.00%","0.00%","138.77%","145.25%","112.25%","100.00%",""
"EPS","2.85","2.48","2.85","0.00","0.82","-0.61","0.00","0.00","1.42","5.23","0.45","-2.67","-"
"YoY %","14.92%","-12.98%","0.00%","0.00%","234.43%","0.00%","0.00%","0.00%","-72.85%","1,062.22%","116.85%","-",""
"Horiz. %","-106.74%","-92.88%","-106.74%","-0.00%","-30.71%","22.85%","-0.00%","-0.00%","-53.18%","-195.88%","-16.85%","100.00%",""
"DPS","1.00","1.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00","1.50","0.00","0.00","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-",""
"Horiz. %","66.67%","66.67%","66.67%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","100.00%","-","-",""
"NAPS","0.2145","0.2145","0.2145","0.1854","0.1857","0.1783","0.1808","0.2325","0.2212","0.2341","18.4800","0.1818","2.07%"
"YoY %","0.00%","0.00%","15.70%","-0.16%","4.15%","-1.38%","-22.24%","5.11%","-5.51%","-98.73%","10,065.02%","-",""
"Horiz. %","117.99%","117.99%","117.99%","101.98%","102.15%","98.07%","99.45%","127.89%","121.67%","128.77%","10,165.02%","100.00%",""
"RPS","27.87","23.89","27.87","-","15.58","20.63","-","-","18.68","18.72","14.10","11.81","11.20%"
"YoY %","16.66%","-14.28%","0.00%","0.00%","-24.48%","0.00%","0.00%","0.00%","-0.21%","32.77%","19.39%","-",""
"Horiz. %","235.99%","202.29%","235.99%","0.00%","131.92%","174.68%","0.00%","0.00%","158.17%","158.51%","119.39%","100.00%",""
"EPS","2.88","2.52","2.88","0.00","0.82","-0.65","0.00","0.00","0.94","3.31","0.28","-1.54","-"
"YoY %","14.29%","-12.50%","0.00%","0.00%","226.15%","0.00%","0.00%","0.00%","-71.60%","1,082.14%","118.18%","-",""
"Horiz. %","-187.01%","-163.64%","-187.01%","-0.00%","-53.25%","42.21%","-0.00%","-0.00%","-61.04%","-214.94%","-18.18%","100.00%",""
"DPS","1.02","1.02","1.02","0.00","0.00","0.00","0.00","0.00","0.00","0.95","0.00","0.00","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-",""
"Horiz. %","107.37%","107.37%","107.37%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","100.00%","-","-",""
"NAPS","0.2185","0.2185","0.2185","0.1889","0.1892","0.1885","0.1863","0.1600","0.1460","0.1479","11.3785","0.1052","9.46%"
"YoY %","0.00%","0.00%","15.67%","-0.16%","0.37%","1.18%","16.44%","9.59%","-1.28%","-98.70%","10,716.06%","-",""
"Horiz. %","207.70%","207.70%","207.70%","179.56%","179.85%","179.18%","177.09%","152.09%","138.78%","140.59%","10,816.06%","100.00%",""
"Date","AQR","T4Q","28/06/19","29/06/18","30/04/18","28/04/17","29/04/16","30/04/15","30/05/14","31/05/13","31/05/12","31/05/11","-"
"Price","0.3600","0.3600","0.3600","0.2450","0.2400","0.4900","0.5350","0.7900","0.7350","0.7100","0.2400","0.2000","-"
"P/RPS","1.32","1.54","1.32","0.00","1.57","2.51","0.00","0.00","2.60","2.40","1.05","0.98","3.75%"
"YoY %","-14.29%","16.67%","0.00%","0.00%","-37.45%","0.00%","0.00%","0.00%","8.33%","128.57%","7.14%","-",""
