Column1,AQR,T4Q,30/06/19,30/06/18,30/06/17,30/06/16,30/06/15,30/06/14,30/06/13,30/06/12,30/06/11,30/06/10,CAGR
"Revenue","1,013,100","1,013,100","1,013,100","1,014,183","1,008,122","712,689","636,075","993,376","800,248","850,227","849,658","591,022","6.17%"
"YoY %","0.00%","0.00%","-0.11%","0.60%","41.45%","12.04%","-35.97%","24.13%","-5.88%","0.07%","43.76%","-",""
"Horiz. %","171.41%","171.41%","171.41%","171.60%","170.57%","120.59%","107.62%","168.08%","135.40%","143.86%","143.76%","100.00%",""
"PBT","13,299","13,299","13,299","19,299","24,771","21,224","23,629","6,116","3,750","3,688","1,562","1,931","23.90%"
"YoY %","0.00%","0.00%","-31.09%","-22.09%","16.71%","-10.18%","286.35%","63.09%","1.68%","136.11%","-19.11%","-",""
"Horiz. %","688.71%","688.71%","688.71%","999.43%","1,282.81%","1,099.12%","1,223.67%","316.73%","194.20%","190.99%","80.89%","100.00%",""
"Tax","-500","-500","-500","-482","-1,791","-4,194","2,726","-3,832","-2,330","-2,299","608","412","-"
"YoY %","0.00%","0.00%","-3.73%","73.09%","57.30%","-253.85%","171.14%","-64.46%","-1.35%","-478.12%","47.57%","-",""
"Horiz. %","-121.36%","-121.36%","-121.36%","-116.99%","-434.71%","-1,017.96%","661.65%","-930.10%","-565.53%","-558.01%","147.57%","100.00%",""
"NP","12,799","12,799","12,799","18,817","22,980","17,030","26,355","2,284","1,420","1,389","2,170","2,343","20.75%"
"YoY %","0.00%","0.00%","-31.98%","-18.12%","34.94%","-35.38%","1,053.90%","60.85%","2.23%","-35.99%","-7.38%","-",""
"Horiz. %","546.27%","546.27%","546.27%","803.12%","980.79%","726.85%","1,124.84%","97.48%","60.61%","59.28%","92.62%","100.00%",""
"NP to SH","12,799","12,799","12,799","18,817","22,980","17,032","26,479","2,030","1,827","831","2,815","2,661","19.05%"
"YoY %","0.00%","0.00%","-31.98%","-18.12%","34.92%","-35.68%","1,204.38%","11.11%","119.86%","-70.48%","5.79%","-",""
"Horiz. %","480.98%","480.98%","480.98%","707.14%","863.59%","640.06%","995.08%","76.29%","68.66%","31.23%","105.79%","100.00%",""
"Tax Rate","3.76    %","3.76    %","3.76    %","2.50    %","7.23    %","19.76    %","-11.54    %","62.66    %","62.13    %","62.34    %","-38.92    %","-21.34    %","-"
