Date,Open Price,Target Price,Upside/Downside,Price Call,Source
"06/09/2019","3.35","3.28","-0.07 (2.09%)","HOLD","HLG"
"03/09/2019","3.49","3.29","-0.20 (5.73%)","HOLD","MIDF"
"30/08/2019","3.40","3.28","-0.12 (3.53%)","HOLD","HLG"
"30/08/2019","3.39","3.61","+0.22 (6.49%)","HOLD","AmInvest"
"27/06/2019","3.67","3.74","+0.07 (1.91%)","HOLD","AmInvest"
"18/06/2019","3.85","3.75","-0.10 (2.60%)","HOLD","HLG"
"06/06/2019","3.75","3.75","0.00 (0.00%)","HOLD","HLG"
"30/05/2019","3.73","3.75","+0.02 (0.54%)","HOLD","HLG"
"03/05/2019","3.71","3.75","+0.04 (1.08%)","HOLD","HLG"
"03/05/2019","3.71","3.74","+0.03 (0.81%)","HOLD","AmInvest"

