Date,Open Price,Target Price,Upside/Downside,Price Call,Source
"27/08/2019","1.52","1.29","-0.23 (15.13%)","SELL","HLG"
"21/08/2019","1.58","1.25","-0.33 (20.89%)","SELL","KENANGA"
"21/08/2019","1.61","1.29","-0.32 (19.88%)","SELL","HLG"
"21/08/2019","1.58","1.33","-0.25 (15.82%)","SELL","AmInvest"
"16/07/2019","1.88","1.16","-0.72 (38.30%)","SELL","AmInvest"
"04/07/2019","1.80","1.30","-0.50 (27.78%)","SELL","KENANGA"
"30/05/2019","1.24","1.36","+0.12 (9.68%)","HOLD","HLG"
"29/05/2019","1.25","1.36","+0.11 (8.80%)","SELL","HLG"
"24/05/2019","1.36","1.36","0.00 (0.00%)","HOLD","HLG"
"24/05/2019","1.36","1.16","-0.20 (14.71%)","SELL","AmInvest"

