F.Y.,Ann. Date,Quarter,#,Revenue,PBT,NP,NP to SH,Div,Net Worth,Div Payout %,NP Margin,ROE,NOSH,RPS,Adj. RPS,EPS,Adj. EPS,DPS,Adj. DPS,NAPS,Adj. NAPS,QoQ,YoY,EOQ Date,EOQ Price,EOQ P/RPS,EOQ P/EPS,EOQ P/NAPS,EOQ EY,EOQ DY,ANN Date,ANN Price,ANN P/RPS,ANN P/EPS,ANN P/NAPS,ANN EY,ANN DY
"T4Q","28-Aug-2018","30-Jun-2018","2","568,825","54,348","35,725","34,258","6,827","443,799","19.93%","6.28%","7.72%","170,692","333.25","321.51","20.07","19.36","4.00","3.86","2.6000","2.51",""," 22.92%","29-Jun-2018","0.945","0.28","4.71","0.36","21.24%","4.23%","28-Aug-2018","0.87","0.26","4.33","0.33","23.07%","4.60%"
"31-Dec-2017","27-Feb-2018","31-Dec-2017","4","498,979","45,460","29,127","27,872","6,827","425,023","24.50%","5.84%","6.56%","170,692","292.33","282.03","16.30","15.75","4.00","3.86","2.4900","2.40",""," 110.96%","29-Dec-2017","0.905","0.31","5.54","0.36","18.04%","4.42%","27-Feb-2018","0.99","0.34","6.06","0.40","16.49%","4.04%"
"31-Dec-2016","22-Feb-2017","31-Dec-2016","4","282,197","25,915","14,988","13,212","6,820","402,427","51.63%","5.31%","3.28%","170,520","165.49","159.50","7.70","7.47","4.00","3.86","2.3600","2.27",""," 26.90%","30-Dec-2016","0.91","0.55","11.74","0.39","8.51%","4.40%","22-Feb-2017","0.955","0.58","12.33","0.40","8.11%","4.19%"
"31-Dec-2015","26-Feb-2016","31-Dec-2015","4","283,944","27,953","12,723","10,411","7,031","404,305","67.54%","4.48%","2.58%","175,785","161.53","160.49","6.20","5.88","4.00","3.97","2.3000","2.29",""," -49.84%","31-Dec-2015","1.02","0.63","17.22","0.44","5.81%","3.92%","26-Feb-2016","0.91","0.56","15.36","0.40","6.51%","4.40%"
"31-Dec-2014","17-Feb-2015","31-Dec-2014","4","207,392","30,045","19,978","20,756","6,080","381,067","29.30%","9.63%","5.45%","162,156","127.90","117.22","12.80","11.73","3.75","3.44","2.3500","2.15",""," -57.44%","31-Dec-2014","1.35","1.06","10.55","0.57","9.48%","2.78%","17-Feb-2015","1.23","0.96","9.61","0.52","10.41%","3.05%"
"31-Dec-2013","28-Feb-2014","31-Dec-2013","4","223,404","61,237","54,937","48,767","5,609","342,561","11.50%","24.59%","14.24%","149,589","149.34","126.27","32.60","27.56","3.75","3.17","2.2900","1.94",""," 125.93%","31-Dec-2013","1.56","1.04","4.79","0.68","20.90%","2.40%","28-Feb-2014","1.57","1.05","4.82","0.69","20.76%","2.39%"
"31-Dec-2012","25-Feb-2013","31-Dec-2012","4","485,067","28,124","21,230","21,585","6,515","284,067","30.18%","4.38%","7.60%","130,306","372.25","274.17","16.60","12.20","5.00","3.68","2.1800","1.61",""," -29.05%","31-Dec-2012","0.87","0.23","5.25","0.40","19.04%","5.75%","25-Feb-2013","0.755","0.20","4.56","0.35","21.94%","6.62%"
"31-Dec-2011","27-Feb-2012","31-Dec-2011","4","499,849","37,350","29,415","30,423","6,183","267,137","20.33%","5.88%","11.39%","123,674","404.16","282.53","24.60","17.20","5.00","3.50","2.1600","1.51",""," 118.26%","30-Dec-2011","0.50","0.12","2.03","0.23","49.20%","10.00%","27-Feb-2012","0.60","0.15","2.44","0.28","41.00%","8.33%"
"31-Dec-2010","28-Feb-2011","31-Dec-2010","4","460,079","20,121","13,914","13,939","4,982","241,651","35.75%","3.02%","5.77%","124,562","369.36","260.05","11.30","7.88","4.00","2.82","1.9400","1.37",""," 26.87%","30-Dec-2010","0.53","0.14","4.74","0.27","21.11%","7.55%","28-Feb-2011","0.55","0.15","4.91","0.28","20.35%","7.27%"
"31-Dec-2009","24-Feb-2010","31-Dec-2009","4","329,564","17,565","10,987","10,987","3,742","232,045","34.06%","3.33%","4.73%","124,755","264.17","186.28","8.90","6.21","3.00","2.12","1.8600","1.31",""," -10.99%","31-Dec-2009","0.60","0.23","6.81","0.32","14.68%","5.00%","24-Feb-2010","0.61","0.23","6.93","0.33","14.44%","4.92%"
"31-Dec-2008","23-Feb-2009","31-Dec-2008","4","270,275","18,607","12,343","12,343","3,702","220,903","30.00%","4.57%","5.59%","123,410","219.01","152.77","10.00","6.98","3.00","2.09","1.7900","1.25",""," -69.29%","31-Dec-2008","0.33","0.15","3.30","0.18","30.31%","9.09%","23-Feb-2009","0.42","0.19","4.20","0.23","23.81%","7.14%"

