Column1,AQR,T4Q,31/05/19,31/05/18,31/05/17,31/05/16,31/05/15,31/05/14,31/05/13,31/05/12,31/05/11,31/05/10,CAGR
"Revenue","15,465","15,465","15,465","14,624","18,481","16,737","13,588","15,308","16,674","16,901","14,498","12,891","2.04%"
"YoY %","0.00%","0.00%","5.75%","-20.87%","10.42%","23.17%","-11.24%","-8.19%","-1.34%","16.57%","12.47%","-",""
"Horiz. %","119.97%","119.97%","119.97%","113.44%","143.36%","129.83%","105.41%","118.75%","129.35%","131.11%","112.47%","100.00%",""
"PBT","3,808","3,807","3,808","3,717","5,949","6,825","5,230","5,384","6,566","6,226","5,945","5,010","-3.00%"
"YoY %","0.03%","-0.03%","2.45%","-37.52%","-12.84%","30.50%","-2.86%","-18.00%","5.46%","4.73%","18.66%","-",""
"Horiz. %","76.01%","75.99%","76.01%","74.19%","118.74%","136.23%","104.39%","107.47%","131.06%","124.27%","118.66%","100.00%",""
"Tax","-979","-980","-979","-758","-1,630","-1,702","-1,561","-1,381","-1,665","-1,724","-1,556","-996","-0.19%"
"YoY %","0.10%","-0.10%","-29.16%","53.50%","4.23%","-9.03%","-13.03%","17.06%","3.42%","-10.80%","-56.22%","-",""
"Horiz. %","98.29%","98.39%","98.29%","76.10%","163.65%","170.88%","156.73%","138.65%","167.17%","173.09%","156.22%","100.00%",""
"NP","2,829","2,827","2,829","2,959","4,319","5,123","3,669","4,003","4,901","4,502","4,389","4,014","-3.81%"
"YoY %","0.07%","-0.07%","-4.39%","-31.49%","-15.69%","39.63%","-8.34%","-18.32%","8.86%","2.57%","9.34%","-",""
"Horiz. %","70.48%","70.43%","70.48%","73.72%","107.60%","127.63%","91.41%","99.73%","122.10%","112.16%","109.34%","100.00%",""
"NP to SH","2,829","2,827","2,829","2,959","4,319","5,006","3,669","4,003","4,901","4,502","4,389","4,014","-3.81%"
"YoY %","0.07%","-0.07%","-4.39%","-31.49%","-13.72%","36.44%","-8.34%","-18.32%","8.86%","2.57%","9.34%","-",""
"Horiz. %","70.48%","70.43%","70.48%","73.72%","107.60%","124.71%","91.41%","99.73%","122.10%","112.16%","109.34%","100.00%",""
"Tax Rate","25.71    %","25.74    %","25.71    %","20.39    %","27.40    %","24.94    %","29.85    %","25.65    %","25.36    %","27.69    %","26.17    %","19.88    %","2.90%"
