F.Y.,Ann. Date,Quarter,#,Revenue,PBT,NP,NP to SH,Div,Net Worth,Div Payout %,NP Margin,ROE,NOSH,RPS,Adj. RPS,EPS,Adj. EPS,DPS,Adj. DPS,NAPS,Adj. NAPS,QoQ,YoY,EOQ Date,EOQ Price,EOQ P/RPS,EOQ P/EPS,EOQ P/NAPS,EOQ EY,EOQ DY,ANN Date,ANN Price,ANN P/RPS,ANN P/EPS,ANN P/NAPS,ANN EY,ANN DY
"30-Jun-2018","28-Aug-2018","30-Jun-2018","4","5,362","2,787","2,254","2,254","-","33,988","- %","42.04%","6.63%","178,888","3.00","3.00","1.26","1.26","0.00","0.00","0.1900","0.19"," 23.51%"," 1.26%","29-Jun-2018","0.645","21.52","51.19","3.39","1.95%","0.00%","28-Aug-2018","0.685","22.85","54.37","3.61","1.84%","0.00%"
"30-Jun-2018","15-May-2018","31-Mar-2018","3","5,158","2,416","1,825","1,825","-","32,131","- %","35.38%","5.68%","178,511","2.89","2.88","1.02","1.02","0.00","0.00","0.1800","0.18"," -4.10%"," 0.77%","30-Mar-2018","0.69","23.88","67.49","3.83","1.48%","0.00%","15-May-2018","0.695","24.05","67.98","3.86","1.47%","0.00%"
"30-Jun-2018","23-Feb-2018","31-Dec-2017","2","5,419","2,590","1,903","1,903","-","30,354","- %","35.12%","6.27%","178,555","3.03","3.03","1.07","1.06","0.00","0.00","0.1700","0.17"," 1.49%"," 2.81%","29-Dec-2017","0.73","24.05","68.49","4.29","1.46%","0.00%","23-Feb-2018","0.765","25.21","71.78","4.50","1.39%","0.00%"
"30-Jun-2018","27-Nov-2017","30-Sep-2017","1","5,234","2,475","1,875","1,875","5,359","33,946","285.86%","35.82%","5.52%","178,665","2.93","2.93","1.05","1.05","3.00","3.00","0.1900","0.19"," -15.77%"," 12.82%","29-Sep-2017","0.81","27.65","77.18","4.26","1.30%","3.70%","27-Nov-2017","0.84","28.67","80.04","4.42","1.25%","3.57%"
"30-Jun-2017","25-Aug-2017","30-Jun-2017","4","5,677","2,807","2,226","2,226","-","32,197","- %","39.21%","6.91%","178,876","3.17","3.17","1.24","1.24","0.00","0.00","0.1800","0.18"," 22.92%"," 25.20%","30-Jun-2017","0.865","27.26","69.51","4.81","1.44%","0.00%","25-Aug-2017","0.885","27.89","71.12","4.92","1.41%","0.00%"
"30-Jun-2017","31-May-2017","31-Mar-2017","3","5,143","2,311","1,811","1,811","-","30,376","- %","35.21%","5.96%","178,685","2.88","2.87","1.01","1.01","0.00","0.00","0.1700","0.17"," -2.16%"," 4.68%","31-Mar-2017","0.68","23.63","67.09","4.00","1.49%","0.00%","31-May-2017","0.825","28.66","81.40","4.85","1.23%","0.00%"
"30-Jun-2017","20-Feb-2017","31-Dec-2016","2","4,927","2,523","1,851","1,851","-","33,978","- %","37.57%","5.45%","178,835","2.76","2.75","1.04","1.03","0.00","0.00","0.1900","0.19"," 11.37%"," 9.59%","30-Dec-2016","0.575","20.87","55.55","3.03","1.80%","0.00%","20-Feb-2017","0.725","26.32","70.05","3.82","1.43%","0.00%"
"30-Jun-2017","25-Nov-2016","30-Sep-2016","1","4,829","2,196","1,662","1,662","5,370","32,225","323.16%","34.42%","5.16%","179,029","2.70","2.70","0.93","0.93","3.00","3.00","0.1800","0.18"," -6.52%"," 0.12%","30-Sep-2016","0.61","22.61","65.71","3.39","1.52%","4.92%","25-Nov-2016","0.595","22.06","64.09","3.31","1.56%","5.04%"
"30-Jun-2016","24-Aug-2016","30-Jun-2016","4","4,842","2,187","1,778","1,778","-","30,531","- %","36.72%","5.82%","179,595","2.70","2.71","0.99","0.99","0.00","0.00","0.1700","0.17"," 2.77%"," -10.83%","30-Jun-2016","0.52","19.29","52.53","3.06","1.90%","0.00%","24-Aug-2016","0.52","19.29","52.53","3.06","1.90%","0.00%"
"30-Jun-2016","20-May-2016","31-Mar-2016","3","5,285","2,319","1,730","1,730","-","28,833","- %","32.73%","6.00%","180,208","2.93","2.95","0.96","0.97","0.00","0.00","0.1600","0.16"," 2.43%"," 0.46%","31-Mar-2016","0.53","18.07","55.21","3.31","1.81%","0.00%","20-May-2016","0.56","19.09","58.33","3.50","1.71%","0.00%"
"30-Jun-2016","23-Feb-2016","31-Dec-2015","2","4,573","2,274","1,689","1,689","3,632","30,874","215.05%","36.93%","5.47%","181,612","2.52","2.56","0.93","0.94","2.00","2.03","0.1700","0.17"," 1.75%"," 106.73%","31-Dec-2015","0.62","24.62","66.67","3.65","1.50%","3.23%","23-Feb-2016","0.62","24.62","66.67","3.65","1.50%","3.23%"
"30-Jun-2016","27-Nov-2015","30-Sep-2015","1","4,144","2,059","1,660","1,660","-","28,869","- %","40.06%","5.75%","180,434","2.30","2.32","0.92","0.93","0.00","0.00","0.1600","0.16"," -16.75%"," 109.86%","30-Sep-2015","0.43","18.72","46.74","2.69","2.14%","0.00%","27-Nov-2015","0.695","30.26","75.54","4.34","1.32%","0.00%"
"30-Jun-2015","26-Aug-2015","30-Jun-2015","4","4,320","2,102","1,994","1,994","-","29,003","- %","46.16%","6.88%","181,272","2.38","2.41","1.10","1.11","0.00","0.00","0.1600","0.16"," 15.80%"," 115.33%","30-Jun-2015","0.405","16.99","36.82","2.53","2.72%","0.00%","26-Aug-2015","0.39","16.36","35.45","2.44","2.82%","0.00%"
"30-Jun-2015","15-May-2015","31-Mar-2015","3","4,979","2,044","1,722","1,722","-","27,189","- %","34.59%","6.33%","181,263","2.75","2.78","0.95","0.96","0.00","0.00","0.1500","0.15"," 110.77%"," 305.18%","31-Mar-2015","0.37","13.47","38.95","2.47","2.57%","0.00%","15-May-2015","0.38","13.83","40.00","2.53","2.50%","0.00%"
"30-Jun-2015","13-Feb-2015","31-Dec-2014","2","4,158","877","817","817","2,723","27,233","333.33%","19.65%","3.00%","181,555","2.29","2.32","0.45","0.46","1.50","1.52","0.1500","0.15"," 3.29%"," -21.37%","31-Dec-2014","0.33","14.41","73.33","2.20","1.36%","4.55%","13-Feb-2015","0.35","15.28","77.78","2.33","1.29%","4.29%"
"30-Jun-2015","24-Nov-2014","30-Sep-2014","1","3,545","793","791","791","-","26,965","- %","22.31%","2.93%","179,772","1.97","1.98","0.44","0.44","0.00","0.00","0.1500","0.15"," -14.58%"," -22.07%","30-Sep-2014","0.365","18.51","82.95","2.43","1.21%","0.00%","24-Nov-2014","0.385","19.52","87.50","2.57","1.14%","0.00%"
"30-Jun-2014","28-Aug-2014","30-Jun-2014","4","3,193","989","926","926","-","25,419","- %","29.00%","3.64%","181,568","1.76","1.78","0.51","0.52","0.00","0.00","0.1400","0.14"," 117.88%"," -35.87%","30-Jun-2014","0.38","21.61","74.51","2.71","1.34%","0.00%","28-Aug-2014","0.375","21.32","73.53","2.68","1.36%","0.00%"
"30-Jun-2014","16-May-2014","31-Mar-2014","3","2,480","429","425","425","-","25,869","- %","17.14%","1.64%","184,782","1.34","1.39","0.23","0.24","0.00","0.00","0.1400","0.14"," -59.10%"," -66.11%","31-Mar-2014","0.395","29.43","171.74","2.82","0.58%","0.00%","16-May-2014","0.405","30.18","176.09","2.89","0.57%","0.00%"
"30-Jun-2014","14-Feb-2014","31-Dec-2013","2","3,445","1,043","1,039","1,039","3,645","32,810","350.88%","30.16%","3.17%","182,280","1.89","1.93","0.57","0.58","2.00","2.04","0.1800","0.18"," 2.36%"," 17.27%","31-Dec-2013","0.35","18.52","61.40","1.94","1.63%","5.71%","14-Feb-2014","0.39","20.64","68.42","2.17","1.46%","5.13%"
"30-Jun-2014","22-Nov-2013","30-Sep-2013","1","2,873","1,018","1,015","1,015","3,624","30,812","357.14%","35.33%","3.29%","181,249","1.59","1.61","0.56","0.57","2.00","2.03","0.1700","0.17"," -29.71%"," -13.25%","30-Sep-2013","0.285","17.98","50.89","1.68","1.96%","7.02%","22-Nov-2013","0.39","24.60","69.64","2.29","1.44%","5.13%"
"30-Jun-2013","28-Aug-2013","30-Jun-2013","4","3,905","1,444","1,444","1,444","-","31,073","- %","36.98%","4.65%","182,784","2.14","2.18","0.79","0.81","0.00","0.00","0.1700","0.17"," 15.15%"," 85.13%","28-Jun-2013","0.25","11.70","31.65","1.47","3.16%","0.00%","28-Aug-2013","0.265","12.40","33.54","1.56","2.98%","0.00%"
"30-Jun-2013","20-May-2013","31-Mar-2013","3","3,082","1,257","1,254","1,254","-","29,505","- %","40.69%","4.25%","184,411","1.67","1.72","0.68","0.70","0.00","0.00","0.1600","0.16"," 41.53%"," 76.12%","29-Mar-2013","0.275","16.45","40.44","1.72","2.47%","0.00%","20-May-2013","0.27","16.16","39.71","1.69","2.52%","0.00%"
"30-Jun-2013","06-Feb-2013","31-Dec-2012","2","2,772","896","886","886","3,691","31,379","416.67%","31.96%","2.82%","184,583","1.50","1.55","0.48","0.50","2.00","2.06","0.1700","0.18"," -24.27%"," -1.12%","31-Dec-2012","0.26","17.31","54.17","1.53","1.85%","7.69%","06-Feb-2013","0.27","17.98","56.25","1.59","1.78%","7.41%"
"30-Jun-2013","23-Nov-2012","30-Sep-2012","1","4,016","1,182","1,170","1,170","-","31,571","- %","29.13%","3.71%","185,714","2.16","2.24","0.63","0.65","0.00","0.00","0.1700","0.18"," 50.00%"," 15.16%","28-Sep-2012","0.25","11.56","39.68","1.47","2.52%","0.00%","23-Nov-2012","0.27","12.49","42.86","1.59","2.33%","0.00%"
"30-Jun-2012","28-Aug-2012","30-Jun-2012","4","3,280","788","780","780","-","29,638","- %","23.78%","2.63%","185,238","1.77","1.83","0.42","0.44","0.00","0.00","0.1600","0.17"," 9.55%"," -31.58%","29-Jun-2012","0.28","15.81","66.50","1.75","1.50%","0.00%","28-Aug-2012","0.26","14.68","61.75","1.63","1.62%","0.00%"
"30-Jun-2012","11-May-2012","31-Mar-2012","3","3,339","724","712","712","3,747","33,726","526.32%","21.32%","2.11%","187,368","1.78","1.87","0.38","0.40","2.00","2.09","0.1800","0.19"," -20.54%"," -30.20%","30-Mar-2012","0.29","16.27","76.32","1.61","1.31%","6.90%","11-May-2012","0.26","14.59","68.42","1.44","1.46%","7.69%"
"30-Jun-2012","16-Feb-2012","31-Dec-2011","2","3,476","909","896","896","-","33,600","- %","25.78%","2.67%","186,666","1.86","1.94","0.48","0.50","0.00","0.00","0.1800","0.19"," -11.81%"," -26.32%","30-Dec-2011","0.30","16.11","62.50","1.67","1.60%","0.00%","16-Feb-2012","0.28","15.04","58.33","1.56","1.71%","0.00%"
"30-Jun-2012","25-Nov-2011","30-Sep-2011","1","3,320","1,030","1,016","1,016","-","31,403","- %","30.60%","3.24%","184,727","1.80","1.86","0.55","0.57","0.00","0.00","0.1700","0.18"," -10.88%"," -16.24%","30-Sep-2011","0.25","13.91","45.45","1.47","2.20%","0.00%","25-Nov-2011","0.31","17.25","56.36","1.82","1.77%","0.00%"
"30-Jun-2011","25-Aug-2011","30-Jun-2011","4","3,728","1,176","1,140","1,140","-","31,258","- %","30.58%","3.65%","183,870","2.03","2.08","0.62","0.64","0.00","0.00","0.1700","0.17"," 11.76%"," -43.84%","30-Jun-2011","0.32","15.78","51.61","1.88","1.94%","0.00%","25-Aug-2011","0.27","13.32","43.55","1.59","2.30%","0.00%"
"30-Jun-2011","19-May-2011","31-Mar-2011","3","4,129","1,025","1,020","1,020","-","30,222","- %","24.70%","3.38%","188,888","2.19","2.31","0.54","0.57","0.00","0.00","0.1600","0.17"," -16.12%"," -8.27%","31-Mar-2011","0.31","14.18","57.41","1.94","1.74%","0.00%","19-May-2011","0.38","17.38","70.37","2.38","1.42%","0.00%"
"30-Jun-2011","18-Feb-2011","31-Dec-2010","2","3,558","1,220","1,216","1,216","3,800","32,300","312.50%","34.18%","3.76%","190,000","1.87","1.99","0.64","0.68","2.00","2.12","0.1700","0.18"," 0.25%"," -31.22%","30-Dec-2010","0.36","19.22","56.25","2.12","1.78%","5.56%","18-Feb-2011","0.37","19.76","57.81","2.18","1.73%","5.41%"
"30-Jun-2011","18-Nov-2010","30-Sep-2010","1","4,038","1,218","1,213","1,213","-","32,220","- %","30.04%","3.76%","189,531","2.13","2.26","0.64","0.68","0.00","0.00","0.1700","0.18"," -40.25%"," -18.59%","30-Sep-2010","0.48","22.53","75.00","2.82","1.33%","0.00%","18-Nov-2010","0.40","18.77","62.50","2.35","1.60%","0.00%"
"30-Jun-2010","25-Aug-2010","30-Jun-2010","4","5,135","1,694","1,929","2,030","-","30,074","- %","37.57%","6.75%","187,962","2.73","2.87","1.08","1.13","0.00","0.00","0.1600","0.17"," 82.55%"," -1.88%","30-Jun-2010","0.53","19.40","49.07","3.31","2.04%","0.00%","25-Aug-2010","0.44","16.11","40.74","2.75","2.45%","0.00%"
"30-Jun-2010","29-Apr-2010","31-Mar-2010","3","4,379","1,124","1,118","1,112","2,827","32,040","254.24%","25.53%","3.47%","188,474","2.32","2.45","0.59","0.62","1.50","1.58","0.1700","0.18"," -37.10%"," -40.47%","31-Mar-2010","0.52","22.38","88.14","3.06","1.13%","2.88%","29-Apr-2010","0.53","22.81","89.83","3.12","1.11%","2.83%"
"30-Jun-2010","21-Jan-2010","31-Dec-2009","2","4,210","1,496","1,489","1,768","3,761","35,736","212.77%","35.37%","4.95%","188,085","2.24","2.35","0.94","0.99","2.00","2.10","0.1900","0.20"," 18.66%"," 16.62%","31-Dec-2009","0.62","27.70","65.96","3.26","1.52%","3.23%","21-Jan-2010","0.60","26.81","63.83","3.16","1.57%","3.33%"
"30-Jun-2010","24-Nov-2009","30-Sep-2009","1","3,819","1,197","1,193","1,490","-","33,949","- %","31.24%","4.39%","188,607","2.02","2.13","0.79","0.83","0.00","0.00","0.1800","0.19"," -27.98%"," -13.67%","30-Sep-2009","0.63","31.11","79.75","3.50","1.25%","0.00%","24-Nov-2009","0.59","29.14","74.68","3.28","1.34%","0.00%"
"30-Jun-2009","26-Aug-2009","30-Jun-2009","4","5,298","2,038","1,929","2,069","-","32,124","- %","36.41%","6.44%","188,969","2.80","2.96","1.09","1.16","0.00","0.00","0.1700","0.18"," 10.76%"," -7.72%","30-Jun-2009","0.54","19.26","49.32","3.18","2.03%","0.00%","26-Aug-2009","0.62","22.11","56.63","3.65","1.77%","0.00%"
"30-Jun-2009","21-May-2009","31-Mar-2009","3","4,092","1,546","1,525","1,868","2,830","37,737","151.52%","37.27%","4.95%","188,686","2.17","2.29","0.99","1.04","1.50","1.58","0.2000","0.21"," 23.22%"," -17.71%","31-Mar-2009","0.50","23.06","50.51","2.50","1.98%","3.00%","21-May-2009","0.78","35.97","78.79","3.90","1.27%","1.92%"
"30-Jun-2009","26-Feb-2009","31-Dec-2008","2","5,712","2,066","2,061","1,516","3,789","36,004","250.00%","36.08%","4.21%","189,499","3.01","3.19","0.80","0.85","2.00","2.12","0.1900","0.20"," -12.17%"," -34.88%","31-Dec-2008","0.75","24.88","93.75","3.95","1.07%","2.67%","26-Feb-2009","0.54","17.91","67.50","2.84","1.48%","3.70%"
"30-Jun-2009","30-Oct-2008","30-Sep-2008","1","4,333","1,581","1,577","1,726","-","34,140","- %","36.40%","5.06%","189,670","2.28","2.42","0.91","0.96","0.00","0.00","0.1800","0.19"," -23.02%"," -36.26%","30-Sep-2008","0.80","35.02","87.91","4.44","1.14%","0.00%","30-Oct-2008","0.90","39.40","98.90","5.00","1.01%","0.00%"

