Date,Open Price,Target Price,Upside/Downside,Price Call,Source
"06/09/2019","8.78","9.50","+0.72 (8.20%)","BUY","HLG"
"30/08/2019","8.62","9.10","+0.48 (5.57%)","HOLD","PUBLIC BANK"
"30/08/2019","8.62","10.30","+1.68 (19.49%)","BUY","MIDF"
"30/08/2019","8.62","9.70","+1.08 (12.53%)","BUY","KENANGA"
"30/08/2019","8.62","9.50","+0.88 (10.21%)","BUY","HLG"
"30/08/2019","8.62","9.80","+1.18 (13.69%)","BUY","AmInvest"
"30/08/2019","8.62","8.95","+0.33 (3.83%)","HOLD","AffinHwang"
"01/08/2019","8.65","9.10","+0.45 (5.20%)","HOLD","PUBLIC BANK"
"01/08/2019","8.65","11.00","+2.35 (27.17%)","BUY","MIDF"
"31/07/2019","8.73","10.30","+1.57 (17.98%)","BUY","HLG"

