Date,Open Price,Target Price,Upside/Downside,Price Call,Source
"12/09/2019","1.75","1.79","+0.04 (2.29%)","BUY","AffinHwang"
"11/09/2019","1.73","1.59","-0.14 (8.09%)","HOLD","AmInvest"
"30/08/2019","1.60","1.41","-0.19 (11.87%)","HOLD","AmInvest"
"29/08/2019","1.57","1.41","-0.16 (10.19%)","HOLD","MIDF"
"29/08/2019","1.57","1.40","-0.17 (10.83%)","HOLD","HLG"
"29/08/2019","1.59","1.41","-0.18 (11.32%)","HOLD","AmInvest"
"29/08/2019","1.57","1.79","+0.22 (14.01%)","BUY","AffinHwang"
"30/05/2019","1.48","1.42","-0.06 (4.05%)","HOLD","HLG"
"27/05/2019","1.40","1.45","+0.05 (3.57%)","HOLD","AmInvest"
"24/05/2019","1.27","1.41","+0.14 (11.02%)","HOLD","MIDF"

