Column1,AQR,T4Q,30/06/19,30/06/18,30/06/17,30/06/16,30/06/15,30/06/14,30/06/13,30/06/12,30/06/11,30/06/10,CAGR
"Revenue","27,718","26,512","27,718","16,352","130,381","37,788","46,652","60,423","58,268","95,241","115,516","121,154","-15.11%"
"YoY %","4.55%","-4.35%","69.51%","-87.46%","245.03%","-19.00%","-22.79%","3.70%","-38.82%","-17.55%","-4.65%","-",""
"Horiz. %","22.88%","21.88%","22.88%","13.50%","107.62%","31.19%","38.51%","49.87%","48.09%","78.61%","95.35%","100.00%",""
"PBT","11,517","11,537","11,517","-7,409","21,950","66","63,325","75,419","-19,246","-4,053","3,456","16,627","-4.00%"
"YoY %","-0.17%","0.17%","255.45%","-133.75%","33,157.57%","-99.90%","-16.04%","491.87%","-374.86%","-217.27%","-79.21%","-",""
"Horiz. %","69.27%","69.39%","69.27%","-44.56%","132.01%","0.40%","380.86%","453.59%","-115.75%","-24.38%","20.79%","100.00%",""
"Tax","-584","-604","-584","393,111","-9,993","-3,053","-10,959","-2,303","-1,293","-1,887","-3,741","-8,991","-26.18%"
"YoY %","3.31%","-3.42%","-100.15%","4,033.86%","-227.32%","72.14%","-375.86%","-78.11%","31.48%","49.56%","58.39%","-",""
"Horiz. %","6.50%","6.72%","6.50%","-4,372.27%","111.14%","33.96%","121.89%","25.61%","14.38%","20.99%","41.61%","100.00%",""
"NP","10,933","10,933","10,933","385,702","11,957","-2,987","52,366","73,116","-20,539","-5,940","-285","7,636","4.07%"
"YoY %","0.00%","0.00%","-97.17%","3,125.74%","500.30%","-105.70%","-28.38%","455.99%","-245.77%","-1,984.21%","-103.73%","-",""
"Horiz. %","143.18%","143.18%","143.18%","5,051.10%","156.59%","-39.12%","685.78%","957.52%","-268.98%","-77.79%","-3.73%","100.00%",""
"NP to SH","11,469","11,469","11,469","386,443","13,216","-3,719","48,692","75,075","-18,562","-4,978","689","8,494","3.39%"
"YoY %","0.00%","0.00%","-97.03%","2,824.05%","455.36%","-107.64%","-35.14%","504.46%","-272.88%","-822.50%","-91.89%","-",""
"Horiz. %","135.02%","135.02%","135.02%","4,549.60%","155.59%","-43.78%","573.25%","883.86%","-218.53%","-58.61%","8.11%","100.00%",""
"Tax Rate","5.07    %","5.24    %","5.07    %","-     %","45.53    %","4,625.76    %","17.31    %","3.05    %","-     %","-     %","108.25    %","54.07    %","-23.11%"
"YoY %","-3.24%","3.35%","0.00%","0.00%","-99.02%","26,623.05%","467.54%","0.00%","0.00%","0.00%","100.20%","-",""
"Horiz. %","9.38%","9.69%","9.38%","0.00%","84.21%","8,555.13%","32.01%","5.64%","0.00%","0.00%","200.20%","100.00%",""
"Total Cost","16,785","15,579","16,785","-369,350","118,424","40,775","-5,714","-12,693","78,807","101,181","115,801","113,518","-19.12%"
"YoY %","7.74%","-7.18%","104.54%","-411.89%","190.43%","813.60%","54.98%","-116.11%","-22.11%","-12.63%","2.01%","-",""
"Horiz. %","14.79%","13.72%","14.79%","-325.37%","104.32%","35.92%","-5.03%","-11.18%","69.42%","89.13%","102.01%","100.00%",""
"Net Worth","1,269,177","1,269,177","1,269,177","1,294,560","939,190","922,268","930,729","846,118","620,647","815,672","848,899","925,003","3.58%"
"YoY %","0.00%","0.00%","-1.96%","37.84%","1.83%","-0.91%","10.00%","36.33%","-23.91%","-3.91%","-8.23%","-",""
"Horiz. %","137.21%","137.21%","137.21%","139.95%","101.53%","99.70%","100.62%","91.47%","67.10%","88.18%","91.77%","100.00%",""
"Div","423","423","423","423","-","-","-","-","-","-","-","-","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-",""
"Horiz. %","100.00%","100.00%","100.00%","100.00%","-","-","-","-","-","-","-","-",""
"Div Payout %","3.69    %","3.69    %","3.69    %","0.11    %","-     %","-     %","-     %","-     %","-     %","-     %","-     %","-     %","-"
"YoY %","0.00%","0.00%","3,254.55%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-",""
"Horiz. %","3,354.55%","3,354.55%","3,354.55%","100.00%","-","-","-","-","-","-","-","-",""
"Net Worth","1,269,177","1,269,177","1,269,177","1,294,560","939,190","922,268","930,729","846,118","620,647","815,672","848,899","925,003","3.58%"
"YoY %","0.00%","0.00%","-1.96%","37.84%","1.83%","-0.91%","10.00%","36.33%","-23.91%","-3.91%","-8.23%","-",""
"Horiz. %","137.21%","137.21%","137.21%","139.95%","101.53%","99.70%","100.62%","91.47%","67.10%","88.18%","91.77%","100.00%",""
"NOSH","846,118","846,118","846,118","846,118","846,118","846,118","846,118","846,118","667,362","599,759","593,636","589,925","4.09%"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","26.79%","11.27%","1.03%","0.63%","-",""
"Horiz. %","143.43%","143.43%","143.43%","143.43%","143.43%","143.43%","143.43%","143.43%","113.13%","101.67%","100.63%","100.00%",""
"NP Margin","39.44    %","41.24    %","39.44    %","2,358.75    %","9.17    %","-7.90    %","112.25    %","121.01    %","-35.25    %","-6.24    %","-0.25    %","6.30    %","22.59%"
"YoY %","-4.36%","4.56%","-98.33%","25,622.46%","216.08%","-107.04%","-7.24%","443.29%","-464.90%","-2,396.00%","-103.97%","-",""
"Horiz. %","626.03%","654.60%","626.03%","37,440.48%","145.56%","-125.40%","1,781.75%","1,920.79%","-559.52%","-99.05%","-3.97%","100.00%",""
"ROE","0.90    %","0.90    %","0.90    %","29.85    %","1.41    %","-0.40    %","5.23    %","8.87    %","-2.99    %","-0.61    %","0.08    %","0.92    %","-0.24%"
"YoY %","0.00%","0.00%","-96.98%","2,017.02%","452.50%","-107.65%","-41.04%","396.66%","-390.16%","-862.50%","-91.30%","-",""
"Horiz. %","97.83%","97.83%","97.83%","3,244.57%","153.26%","-43.48%","568.48%","964.13%","-325.00%","-66.30%","8.70%","100.00%",""
"RPS","3.28","3.13","3.28","1.93","15.41","4.47","5.51","7.14","8.73","15.88","19.46","20.54","-18.43%"
"YoY %","4.79%","-4.57%","69.95%","-87.48%","244.74%","-18.87%","-22.83%","-18.21%","-45.03%","-18.40%","-5.26%","-",""
"Horiz. %","15.97%","15.24%","15.97%","9.40%","75.02%","21.76%","26.83%","34.76%","42.50%","77.31%","94.74%","100.00%",""
"EPS","1.36","1.36","1.36","45.67","1.56","-0.44","5.75","8.87","-2.78","-0.83","0.12","1.44","-0.63%"
"YoY %","0.00%","0.00%","-97.02%","2,827.56%","454.55%","-107.65%","-35.17%","419.06%","-234.94%","-791.67%","-91.67%","-",""
"Horiz. %","94.44%","94.44%","94.44%","3,171.53%","108.33%","-30.56%","399.31%","615.97%","-193.06%","-57.64%","8.33%","100.00%",""
"DPS","0.05","0.05","0.05","0.05","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-",""
"Horiz. %","100.00%","100.00%","100.00%","100.00%","-","-","-","-","-","-","-","-",""
"NAPS","1.5000","1.5000","1.5000","1.5300","1.1100","1.0900","1.1000","1.0000","0.9300","1.3600","1.4300","1.5680","-0.49%"
"YoY %","0.00%","0.00%","-1.96%","37.84%","1.83%","-0.91%","10.00%","7.53%","-31.62%","-4.90%","-8.80%","-",""
"Horiz. %","95.66%","95.66%","95.66%","97.58%","70.79%","69.52%","70.15%","63.78%","59.31%","86.73%","91.20%","100.00%",""
"RPS","3.28","3.13","3.28","1.93","15.41","4.47","5.51","7.14","6.89","11.26","13.65","14.32","-15.10%"
"YoY %","4.79%","-4.57%","69.95%","-87.48%","244.74%","-18.87%","-22.83%","3.63%","-38.81%","-17.51%","-4.68%","-",""
"Horiz. %","22.91%","21.86%","22.91%","13.48%","107.61%","31.22%","38.48%","49.86%","48.11%","78.63%","95.32%","100.00%",""
"EPS","1.36","1.36","1.36","45.67","1.56","-0.44","5.75","8.87","-2.19","-0.59","0.08","1.00","3.47%"
"YoY %","0.00%","0.00%","-97.02%","2,827.56%","454.55%","-107.65%","-35.17%","505.02%","-271.19%","-837.50%","-92.00%","-",""
