Column1,AQR,T4Q,31/12/18,31/12/17,31/12/16,31/12/15,31/12/14,31/12/13,31/12/12,31/12/11,31/12/10,31/12/09,CAGR
"Revenue","84,868","84,133","85,178","89,736","83,687","79,425","72,808","68,581","58,874","58,057","55,802","54,707","5.04%"
"YoY %","0.87%","-1.23%","-5.08%","7.23%","5.37%","9.09%","6.16%","16.49%","1.41%","4.04%","2.00%","-",""
"Horiz. %","155.13%","153.79%","155.70%","164.03%","152.97%","145.18%","133.09%","125.36%","107.62%","106.12%","102.00%","100.00%",""
"PBT","6,468","6,597","7,608","10,834","10,392","9,816","6,513","7,786","4,364","3,515","3,212","4,526","5.94%"
"YoY %","-1.96%","-13.29%","-29.78%","4.25%","5.87%","50.71%","-16.35%","78.41%","24.15%","9.43%","-29.03%","-",""
"Horiz. %","142.91%","145.76%","168.10%","239.37%","229.61%","216.88%","143.90%","172.03%","96.42%","77.66%","70.97%","100.00%",""
"Tax","-1,092","-1,668","-1,530","-1,005","-243","-1,092","-1,599","-1,283","-1,741","-1,368","-1,403","-805","7.39%"
"YoY %","34.53%","-9.02%","-52.24%","-313.58%","77.75%","31.71%","-24.63%","26.31%","-27.27%","2.49%","-74.29%","-",""
"Horiz. %","135.65%","207.20%","190.06%","124.84%","30.19%","135.65%","198.63%","159.38%","216.27%","169.94%","174.29%","100.00%",""
"NP","5,376","4,929","6,078","9,829","10,149","8,724","4,914","6,503","2,623","2,147","1,809","3,721","5.60%"
"YoY %","9.07%","-18.90%","-38.16%","-3.15%","16.33%","77.53%","-24.43%","147.92%","22.17%","18.68%","-51.38%","-",""
"Horiz. %","144.48%","132.46%","163.34%","264.15%","272.75%","234.45%","132.06%","174.76%","70.49%","57.70%","48.62%","100.00%",""
"NP to SH","5,376","4,929","6,078","9,829","10,149","8,724","4,914","6,503","2,623","2,147","1,809","3,721","5.60%"
"YoY %","9.07%","-18.90%","-38.16%","-3.15%","16.33%","77.53%","-24.43%","147.92%","22.17%","18.68%","-51.38%","-",""
"Horiz. %","144.48%","132.46%","163.34%","264.15%","272.75%","234.45%","132.06%","174.76%","70.49%","57.70%","48.62%","100.00%",""
"Tax Rate","16.88    %","25.28    %","20.11    %","9.28    %","2.34    %","11.12    %","24.55    %","16.48    %","39.89    %","38.92    %","43.68    %","17.79    %","1.37%"
"YoY %","-33.23%","25.71%","116.70%","296.58%","-78.96%","-54.70%","48.97%","-58.69%","2.49%","-10.90%","145.53%","-",""
"Horiz. %","94.88%","142.10%","113.04%","52.16%","13.15%","62.51%","138.00%","92.64%","224.23%","218.77%","245.53%","100.00%",""
"Total Cost","79,492","79,204","79,100","79,907","73,538","70,701","67,894","62,078","56,251","55,910","53,993","50,986","5.00%"
"YoY %","0.36%","0.13%","-1.01%","8.66%","4.01%","4.13%","9.37%","10.36%","0.61%","3.55%","5.90%","-",""
"Horiz. %","155.91%","155.34%","155.14%","156.72%","144.23%","138.67%","133.16%","121.75%","110.33%","109.66%","105.90%","100.00%",""
"Net Worth","91,863","91,863","84,001","81,305","75,258","66,008","58,046","49,238","43,701","41,925","40,260","38,806","8.95%"
"YoY %","0.00%","9.36%","3.31%","8.04%","14.01%","13.71%","17.89%","12.67%","4.24%","4.14%","3.75%","-",""
"Horiz. %","236.72%","236.72%","216.46%","209.51%","193.93%","170.09%","149.58%","126.88%","112.61%","108.04%","103.75%","100.00%",""
"Div","-","22","22","-","22","22","22","-","-","-","-","-","-"
"YoY %","0.00%","0.16%","0.00%","0.00%","0.03%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-",""
"Horiz. %","0.00%","100.00%","99.84%","0.00%","100.03%","100.00%","100.00%","-","-","-","-","-",""
"Div Payout %","-     %","0.45    %","0.37    %","-     %","0.22    %","0.26    %","0.45    %","-     %","-     %","-     %","-     %","-     %","-"
