Column1,AQR,T4Q,31/12/18,31/12/17,31/12/16,31/12/15,31/12/14,31/12/13,31/12/12,31/12/11,31/12/10,31/12/09,CAGR
"Revenue","181,102","169,576","130,420","209,244","98,974","125,368","194,465","169,761","182,146","472,462","549,879","369,842","-10.93%"
"YoY %","6.80%","30.02%","-37.67%","111.41%","-21.05%","-35.53%","14.55%","-6.80%","-61.45%","-14.08%","48.68%","-",""
"Horiz. %","48.97%","45.85%","35.26%","56.58%","26.76%","33.90%","52.58%","45.90%","49.25%","127.75%","148.68%","100.00%",""
"PBT","-14,076","1,572","-1,422","-34,848","-11,687","19,161","5,656","-26,472","-1,411","29,053","44,064","33,336","-"
"YoY %","-995.42%","210.55%","95.92%","-198.18%","-160.99%","238.77%","121.37%","-1,776.12%","-104.86%","-34.07%","32.18%","-",""
"Horiz. %","-42.22%","4.72%","-4.27%","-104.54%","-35.06%","57.48%","16.97%","-79.41%","-4.23%","87.15%","132.18%","100.00%",""
"Tax","-2,006","-2,015","-2,985","4,636","33,045","-25,303","31,251","85,070","32,873","-3,698","-8,602","-7,256","-9.39%"
"YoY %","0.45%","32.50%","-164.39%","-85.97%","230.60%","-180.97%","-63.26%","158.78%","988.94%","57.01%","-18.55%","-",""
"Horiz. %","27.65%","27.77%","41.14%","-63.89%","-455.42%","348.72%","-430.69%","-1,172.41%","-453.05%","50.96%","118.55%","100.00%",""
"NP","-16,082","-443","-4,407","-30,212","21,358","-6,142","36,907","58,598","31,462","25,355","35,462","26,080","-"
"YoY %","-3,530.25%","89.95%","85.41%","-241.46%","447.74%","-116.64%","-37.02%","86.25%","24.09%","-28.50%","35.97%","-",""
"Horiz. %","-61.66%","-1.70%","-16.90%","-115.84%","81.89%","-23.55%","141.51%","224.69%","120.64%","97.22%","135.97%","100.00%",""
"NP to SH","-12,036","4,643","2,145","-23,794","11,844","5,560","4,608","24,585","11,282","14,645","26,793","22,050","-22.80%"
"YoY %","-359.23%","116.46%","109.01%","-300.89%","113.02%","20.66%","-81.26%","117.91%","-22.96%","-45.34%","21.51%","-",""
"Horiz. %","-54.59%","21.06%","9.73%","-107.91%","53.71%","25.22%","20.90%","111.50%","51.17%","66.42%","121.51%","100.00%",""
"Tax Rate","-     %","128.18    %","-     %","-     %","-     %","132.05    %","-552.53    %","-     %","-     %","12.73    %","19.52    %","21.77    %","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","123.90%","0.00%","0.00%","0.00%","-34.78%","-10.34%","-",""
"Horiz. %","0.00%","588.79%","0.00%","0.00%","0.00%","606.57%","-2,538.03%","0.00%","0.00%","58.47%","89.66%","100.00%",""
"Total Cost","197,184","170,019","134,827","239,456","77,616","131,510","157,558","111,163","150,684","447,107","514,417","343,762","-9.87%"
"YoY %","15.98%","26.10%","-43.69%","208.51%","-40.98%","-16.53%","41.74%","-26.23%","-66.30%","-13.08%","49.64%","-",""
"Horiz. %","57.36%","49.46%","39.22%","69.66%","22.58%","38.26%","45.83%","32.34%","43.83%","130.06%","149.64%","100.00%",""
"Net Worth","441,930","441,930","456,232","458,111","508,270","576,341","515,885","544,891","408,770","389,153","318,461","308,980","4.42%"
"YoY %","0.00%","-3.13%","-0.41%","-9.87%","-11.81%","11.72%","-5.32%","33.30%","5.04%","22.20%","3.07%","-",""
"Horiz. %","143.03%","143.03%","147.66%","148.27%","164.50%","186.53%","166.96%","176.35%","132.30%","125.95%","103.07%","100.00%",""
"Div","-","0","-","6,736","-","13,560","19,345","19,460","5,109","7,118","7,024","7,022","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","-29.90%","-0.59%","280.86%","-28.22%","1.33%","0.04%","-",""
"Horiz. %","0.00%","0.00%","0.00%","95.94%","0.00%","193.11%","275.49%","277.12%","72.76%","101.37%","100.04%","100.00%",""
"Div Payout %","-     %","-     %","-     %","-     %","-     %","243.90    %","419.83    %","79.16    %","45.29    %","48.61    %","26.22    %","31.85    %","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","-41.91%","430.36%","74.78%","-6.83%","85.39%","-17.68%","-",""
"Horiz. %","0.00%","0.00%","0.00%","0.00%","0.00%","765.78%","1,318.15%","248.54%","142.20%","152.62%","82.32%","100.00%",""
"Net Worth","441,930","441,930","456,232","458,111","508,270","576,341","515,885","544,891","408,770","389,153","318,461","308,980","4.42%"
"YoY %","0.00%","-3.13%","-0.41%","-9.87%","-11.81%","11.72%","-5.32%","33.30%","5.04%","22.20%","3.07%","-",""
"Horiz. %","143.03%","143.03%","147.66%","148.27%","164.50%","186.53%","166.96%","176.35%","132.30%","125.95%","103.07%","100.00%",""
"NOSH","818,390","818,390","829,513","673,694","677,694","678,048","644,857","648,680","510,963","474,577","468,325","468,152","6.56%"
"YoY %","0.00%","-1.34%","23.13%","-0.59%","-0.05%","5.15%","-0.59%","26.95%","7.67%","1.33%","0.04%","-",""
"Horiz. %","174.81%","174.81%","177.19%","143.90%","144.76%","144.83%","137.74%","138.56%","109.14%","101.37%","100.04%","100.00%",""
"NP Margin","-8.88    %","-0.26    %","-3.38    %","-14.44    %","21.58    %","-4.90    %","18.98    %","34.52    %","17.27    %","5.37    %","6.45    %","7.05    %","-"
"YoY %","-3,315.38%","92.31%","76.59%","-166.91%","540.41%","-125.82%","-45.02%","99.88%","221.60%","-16.74%","-8.51%","-",""
"Horiz. %","-125.96%","-3.69%","-47.94%","-204.82%","306.10%","-69.50%","269.22%","489.65%","244.96%","76.17%","91.49%","100.00%",""
"ROE","-2.72    %","1.05    %","0.47    %","-5.19    %","2.33    %","0.96    %","0.89    %","4.51    %","2.76    %","3.76    %","8.41    %","7.14    %","-26.08%"
"YoY %","-359.05%","123.40%","109.06%","-322.75%","142.71%","7.87%","-80.27%","63.41%","-26.60%","-55.29%","17.79%","-",""
"Horiz. %","-38.10%","14.71%","6.58%","-72.69%","32.63%","13.45%","12.46%","63.17%","38.66%","52.66%","117.79%","100.00%",""
"RPS","22.13","20.72","15.72","31.06","14.60","18.49","30.16","26.17","35.65","99.55","117.41","79.00","-16.41%"
"YoY %","6.81%","31.81%","-49.39%","112.74%","-21.04%","-38.69%","15.25%","-26.59%","-64.19%","-15.21%","48.62%","-",""
"Horiz. %","28.01%","26.23%","19.90%","39.32%","18.48%","23.41%","38.18%","33.13%","45.13%","126.01%","148.62%","100.00%",""
"EPS","-1.46","0.57","0.26","-3.52","1.81","0.82","0.71","3.79","2.20","3.09","5.72","4.71","-27.51%"
