Date,Open Price,Target Price,Upside/Downside,Price Call,Source
"22/08/2019","4.79","3.83","-0.96 (20.04%)","HOLD","AmInvest"
"21/08/2019","4.75","5.50","+0.75 (15.79%)","BUY","KENANGA"
"21/08/2019","4.75","4.20","-0.55 (11.58%)","HOLD","BIMB"
"21/08/2019","4.75","3.83","-0.92 (19.37%)","HOLD","AmInvest"
"21/08/2019","4.75","4.80","+0.05 (1.05%)","HOLD","AffinHwang"
"01/08/2019","4.55","5.50","+0.95 (20.88%)","BUY","KENANGA"
"01/08/2019","4.55","4.15","-0.40 (8.79%)","HOLD","AmInvest"
"01/08/2019","4.65","4.80","+0.15 (3.23%)","HOLD","AffinHwang"
"03/06/2019","4.48","4.50","+0.02 (0.45%)","HOLD","KENANGA"
"03/06/2019","4.48","4.41","-0.07 (1.56%)","HOLD","AffinHwang"

