Date,Open Price,Target Price,Upside/Downside,Price Call,Source
"01/07/2019","19.00","20.05","+1.05 (5.53%)","HOLD","KENANGA"
"29/05/2019","19.04","20.30","+1.26 (6.62%)","HOLD","MIDF"
"29/05/2019","19.04","20.05","+1.01 (5.30%)","HOLD","KENANGA"
"29/05/2019","19.04","20.50","+1.46 (7.67%)","HOLD","AmInvest"
"29/05/2019","19.04","20.70","+1.66 (8.72%)","HOLD","AffinHwang"
"27/02/2019","21.28","20.30","-0.98 (4.61%)","HOLD","MIDF"
"27/02/2019","21.28","20.60","-0.68 (3.20%)","HOLD","KENANGA"
"27/02/2019","21.28","20.20","-1.08 (5.08%)","HOLD","AmInvest"
"27/02/2019","21.28","20.80","-0.48 (2.26%)","HOLD","Affin Hwang Capital"

