Date,Open Price,Target Price,Upside/Downside,Price Call,Source
"27/08/2019","1.69","1.60","-0.09 (5.33%)","HOLD","MIDF"
"27/08/2019","1.69","1.70","+0.01 (0.59%)","HOLD","KENANGA"
"27/08/2019","1.69","2.20","+0.51 (30.18%)","BUY","HLG"
"27/08/2019","1.69","1.61","-0.08 (4.73%)","HOLD","AffinHwang"
"06/06/2019","1.48","2.20","+0.72 (48.65%)","BUY","HLG"
"31/05/2019","1.53","1.60","+0.07 (4.58%)","HOLD","MIDF"
"31/05/2019","1.52","2.10","+0.58 (38.16%)","BUY","KENANGA"
"31/05/2019","1.53","2.20","+0.67 (43.79%)","BUY","HLG"
"31/05/2019","1.53","1.61","+0.08 (5.23%)","HOLD","AffinHwang"

