Date,Open Price,Target Price,Upside/Downside,Price Call,Source
"17/09/2019","2.40","2.80","+0.40 (16.67%)","BUY","PUBLIC BANK"
"17/09/2019","2.40","2.85","+0.45 (18.75%)","BUY","MIDF"
"17/09/2019","2.40","2.75","+0.35 (14.58%)","BUY","KENANGA"
"17/09/2019","2.40","2.85","+0.45 (18.75%)","BUY","HLG"
"17/09/2019","2.40","2.50","+0.10 (4.17%)","HOLD","AmInvest"
"05/09/2019","2.29","2.75","+0.46 (20.09%)","BUY","KENANGA"
"19/07/2019","2.62","3.00","+0.38 (14.50%)","BUY","KENANGA"
"19/07/2019","2.62","2.60","-0.02 (0.76%)","HOLD","AffinHwang"
"18/07/2019","2.64","3.16","+0.52 (19.70%)","BUY","AmInvest"
"04/07/2019","2.72","3.00","+0.28 (10.29%)","BUY","KENANGA"

