Column1,AQR,T4Q,31/03/19,31/03/18,31/03/17,31/03/16,31/03/15,31/03/14,31/03/13,31/03/12,31/03/11,31/03/10,CAGR
"Revenue","653,760","720,343","729,891","656,740","572,650","540,573","547,605","477,727","416,229","371,872","336,649","309,771","9.98%"
"YoY %","-9.24%","-1.31%","11.14%","14.68%","5.93%","-1.28%","14.63%","14.78%","11.93%","10.46%","8.68%","-",""
"Horiz. %","211.05%","232.54%","235.62%","212.01%","184.86%","174.51%","176.78%","154.22%","134.37%","120.05%","108.68%","100.00%",""
"PBT","18,448","31,244","35,309","36,331","29,646","17,669","29,431","28,452","18,636","23,841","17,046","19,076","7.08%"
"YoY %","-40.96%","-11.51%","-2.81%","22.55%","67.79%","-39.96%","3.44%","52.67%","-21.83%","39.86%","-10.64%","-",""
"Horiz. %","96.71%","163.79%","185.10%","190.45%","155.41%","92.62%","154.28%","149.15%","97.69%","124.98%","89.36%","100.00%",""
"Tax","-4,668","-8,413","-9,167","-7,671","-6,193","-5,357","-7,215","-5,514","-4,600","-5,990","-4,094","-4,789","7.48%"
"YoY %","44.51%","8.23%","-19.50%","-23.87%","-15.61%","25.75%","-30.85%","-19.87%","23.21%","-46.31%","14.51%","-",""
"Horiz. %","97.47%","175.67%","191.42%","160.18%","129.32%","111.86%","150.66%","115.14%","96.05%","125.08%","85.49%","100.00%",""
"NP","13,780","22,831","26,142","28,660","23,453","12,312","22,216","22,938","14,036","17,851","12,952","14,287","6.94%"
"YoY %","-39.64%","-12.67%","-8.79%","22.20%","90.49%","-44.58%","-3.15%","63.42%","-21.37%","37.82%","-9.34%","-",""
"Horiz. %","96.45%","159.80%","182.98%","200.60%","164.16%","86.18%","155.50%","160.55%","98.24%","124.95%","90.66%","100.00%",""
"NP to SH","13,780","22,831","26,142","27,862","22,944","12,337","22,433","23,134","14,036","17,851","12,680","14,043","7.14%"
"YoY %","-39.64%","-12.67%","-6.17%","21.43%","85.98%","-45.01%","-3.03%","64.82%","-21.37%","40.78%","-9.71%","-",""
"Horiz. %","98.13%","162.58%","186.16%","198.40%","163.38%","87.85%","159.75%","164.74%","99.95%","127.12%","90.29%","100.00%",""
"Tax Rate","25.30    %","26.93    %","25.96    %","21.11    %","20.89    %","30.32    %","24.51    %","19.38    %","24.68    %","25.12    %","24.02    %","25.10    %","0.37%"
"YoY %","-6.05%","3.74%","22.97%","1.05%","-31.10%","23.70%","26.47%","-21.47%","-1.75%","4.58%","-4.30%","-",""
"Horiz. %","100.80%","107.29%","103.43%","84.10%","83.23%","120.80%","97.65%","77.21%","98.33%","100.08%","95.70%","100.00%",""
"Total Cost","639,980","697,512","703,749","628,080","549,197","528,261","525,389","454,789","402,193","354,021","323,697","295,484","10.12%"
"YoY %","-8.25%","-0.89%","12.05%","14.36%","3.96%","0.55%","15.52%","13.08%","13.61%","9.37%","9.55%","-",""
"Horiz. %","216.59%","236.06%","238.17%","212.56%","185.86%","178.78%","177.81%","153.91%","136.11%","119.81%","109.55%","100.00%",""
"Net Worth","279,255","279,255","274,298","265,083","244,295","225,958","221,305","218,322","157,871","144,893","134,127","127,781","8.85%"
"YoY %","0.00%","1.81%","3.48%","8.51%","8.12%","2.10%","1.37%","38.29%","8.96%","8.03%","4.97%","-",""
"Horiz. %","218.54%","218.54%","214.66%","207.45%","191.18%","176.83%","173.19%","170.86%","123.55%","113.39%","104.97%","100.00%",""
"Div","9,914","11,566","11,566","11,819","8,253","6,597","6,872","5,424","6,633","8,819","4,967","4,962","9.85%"
"YoY %","-14.29%","-0.00%","-2.13%","43.20%","25.10%","-4.01%","26.71%","-18.23%","-24.79%","77.54%","0.11%","-",""
"Horiz. %","199.79%","233.09%","233.09%","238.17%","166.32%","132.95%","138.50%","109.31%","133.67%","177.73%","100.11%","100.00%",""
"Div Payout %","71.95    %","50.66    %","44.25    %","42.42    %","35.97    %","53.48    %","30.64    %","23.45    %","47.26    %","49.41    %","39.18    %","35.34    %","2.53%"
"YoY %","42.03%","14.49%","4.31%","17.93%","-32.74%","74.54%","30.66%","-50.38%","-4.35%","26.11%","10.87%","-",""
"Horiz. %","203.59%","143.35%","125.21%","120.03%","101.78%","151.33%","86.70%","66.36%","133.73%","139.81%","110.87%","100.00%",""
"Net Worth","279,255","279,255","274,298","265,083","244,295","225,958","221,305","218,322","157,871","144,893","134,127","127,781","8.85%"
"YoY %","0.00%","1.81%","3.48%","8.51%","8.12%","2.10%","1.37%","38.29%","8.96%","8.03%","4.97%","-",""
"Horiz. %","218.54%","218.54%","214.66%","207.45%","191.18%","176.83%","173.19%","170.86%","123.55%","113.39%","104.97%","100.00%",""
"NOSH","165,240","165,240","165,240","168,843","165,064","164,933","137,457","135,603","132,665","125,994","124,191","124,059","3.23%"
"YoY %","0.00%","0.00%","-2.13%","2.29%","0.08%","19.99%","1.37%","2.21%","5.29%","1.45%","0.11%","-",""
"Horiz. %","133.19%","133.19%","133.19%","136.10%","133.05%","132.95%","110.80%","109.31%","106.94%","101.56%","100.11%","100.00%",""
"NP Margin","2.11    %","3.17    %","3.58    %","4.36    %","4.10    %","2.28    %","4.06    %","4.80    %","3.37    %","4.80    %","3.85    %","4.61    %","-2.77%"
"YoY %","-33.44%","-11.45%","-17.89%","6.34%","79.82%","-43.84%","-15.42%","42.43%","-29.79%","24.68%","-16.49%","-",""
