F.Y.,Ann. Date,Quarter,#,Revenue,PBT,NP,NP to SH,Div,Net Worth,Div Payout %,NP Margin,ROE,NOSH,RPS,Adj. RPS,EPS,Adj. EPS,DPS,Adj. DPS,NAPS,Adj. NAPS,QoQ,YoY,EOQ Date,EOQ Price,EOQ P/RPS,EOQ P/EPS,EOQ P/NAPS,EOQ EY,EOQ DY,ANN Date,ANN Price,ANN P/RPS,ANN P/EPS,ANN P/NAPS,ANN EY,ANN DY
"T4Q","28-Aug-2018","30-Jun-2018","2","82,310","542","-2,189","-2,165","0","77,516","- %","-2.66%","-2.79%","267,300","30.79","30.79","-0.81","-0.81","0.00","0.00","0.2900","0.29",""," -43.36%","29-Jun-2018","0.155","0.50","-19.14","0.53","-5.23%","0.00%","28-Aug-2018","0.185","0.60","-22.84","0.64","-4.38%","0.00%"
"31-Dec-2017","28-Feb-2018","31-Dec-2017","4","63,517","-841","-3,524","-3,601","-","74,844","- %","-5.55%","-4.81%","267,300","23.76","23.76","-1.43","-1.43","0.00","0.00","0.2800","0.28",""," -195.29%","29-Dec-2017","0.16","0.67","-11.88","0.57","-8.42%","0.00%","28-Feb-2018","0.29","1.22","-21.53","1.04","-4.65%","0.00%"
"31-Dec-2016","27-Feb-2017","31-Dec-2016","4","84,265","3,839","3,290","3,779","-","75,330","- %","3.90%","5.02%","243,000","34.68","31.52","1.56","1.41","0.00","0.00","0.3100","0.28",""," 76.01%","30-Dec-2016","0.205","0.59","13.18","0.66","7.59%","0.00%","27-Feb-2017","0.22","0.63","14.15","0.71","7.07%","0.00%"
"31-Dec-2015","29-Feb-2016","31-Dec-2015","4","92,487","3,836","2,532","2,147","-","70,469","- %","2.74%","3.05%","243,000","38.06","34.60","0.88","0.80","0.00","0.00","0.2900","0.26",""," -10.69%","31-Dec-2015","0.25","0.66","28.30","0.86","3.53%","0.00%","29-Feb-2016","0.235","0.62","26.60","0.81","3.76%","0.00%"
"31-Dec-2014","27-Feb-2015","31-Dec-2014","4","106,114","2,881","2,367","2,404","-","68,850","- %","2.23%","3.49%","81,000","131.00","39.70","2.97","0.90","0.00","0.00","0.8500","0.26",""," 247.48%","31-Dec-2014","0.55","0.42","18.53","0.65","5.40%","0.00%","27-Feb-2015","0.525","0.40","17.69","0.62","5.65%","0.00%"
"31-Dec-2013","27-Feb-2014","31-Dec-2013","4","97,215","121","-1,468","-1,630","-","66,419","- %","-1.51%","-2.45%","81,000","120.02","36.37","-2.01","-0.61","0.00","0.00","0.8200","0.25",""," -210.73%","31-Dec-2013","0.375","0.31","-18.63","0.46","-5.37%","0.00%","27-Feb-2014","0.425","0.35","-21.12","0.52","-4.73%","0.00%"
"31-Dec-2012","28-Feb-2013","31-Dec-2012","4","103,172","2,100","1,472","1,472","-","68,039","- %","1.43%","2.16%","81,000","127.37","38.60","1.82","0.55","0.00","0.00","0.8400","0.25",""," 1,077.60%","31-Dec-2012","0.29","0.23","15.96","0.35","6.27%","0.00%","28-Feb-2013","0.26","0.20","14.31","0.31","6.99%","0.00%"
"31-Dec-2011","29-Feb-2012","31-Dec-2011","4","107,076","725","125","125","-","67,650","- %","0.12%","0.18%","82,500","129.79","40.06","0.15","0.05","0.00","0.00","0.8200","0.25",""," 108.19%","30-Dec-2011","0.27","0.21","178.20","0.33","0.56%","0.00%","29-Feb-2012","0.22","0.17","145.20","0.27","0.69%","0.00%"
"31-Dec-2010","25-Feb-2011","31-Dec-2010","4","88,207","-2,745","-1,527","-1,527","-","66,549","- %","-1.73%","-2.29%","81,157","108.69","33.00","-1.89","-0.57","0.00","0.00","0.8200","0.25",""," 56.55%","30-Dec-2010","0.36","0.33","-19.13","0.44","-5.23%","0.00%","25-Feb-2011","0.55","0.51","-29.23","0.67","-3.42%","0.00%"
"31-Dec-2009","25-Feb-2010","31-Dec-2009","4","64,914","-4,889","-3,514","-3,514","-","68,012","- %","-5.41%","-5.17%","80,967","80.17","24.29","-4.34","-1.31","0.00","0.00","0.8400","0.25",""," -167.93%","31-Dec-2009","0.54","0.67","-12.44","0.64","-8.04%","0.00%","25-Feb-2010","0.50","0.62","-11.52","0.60","-8.68%","0.00%"
"31-Dec-2008","25-Feb-2009","31-Dec-2008","4","107,921","6,330","5,173","5,173","1,619","72,887","31.31%","4.79%","7.10%","80,986","133.26","40.37","6.39","1.94","2.00","0.61","0.9000","0.27",""," -37.62%","31-Dec-2008","0.36","0.27","5.64","0.40","17.74%","5.56%","25-Feb-2009","0.36","0.27","5.64","0.40","17.74%","5.56%"

