Date,Open Price,Target Price,Upside/Downside,Price Call,Source
"27/08/2019","23.88","22.84","-1.04 (4.36%)","HOLD","HLG"
"22/08/2019","23.60","18.78","-4.82 (20.42%)","SELL","MIDF"
"21/08/2019","23.76","22.20","-1.56 (6.57%)","HOLD","PUBLIC BANK"
"21/08/2019","23.76","21.50","-2.26 (9.51%)","SELL","KENANGA"
"21/08/2019","23.82","22.84","-0.98 (4.11%)","HOLD","HLG"
"21/08/2019","23.76","23.80","+0.04 (0.17%)","HOLD","BIMB"
"21/08/2019","23.76","23.12","-0.64 (2.69%)","SELL","AmInvest"
"21/08/2019","23.76","24.00","+0.24 (1.01%)","HOLD","AffinHwang"
"18/07/2019","24.00","22.84","-1.16 (4.83%)","HOLD","HLG"
"12/07/2019","24.18","22.20","-1.98 (8.19%)","HOLD","PUBLIC BANK"

