Column1,AQR,T4Q,31/12/18,31/12/17,31/12/16,31/12/15,31/12/14,31/12/13,31/12/12,31/12/11,31/12/10,31/12/09,CAGR
"Revenue","96,068","103,723","83,577","62,887","56,075","52,618","59,140","58,231","53,577","63,103","65,715","62,286","3.32%"
"YoY %","-7.38%","24.10%","32.90%","12.15%","6.57%","-11.03%","1.56%","8.69%","-15.10%","-3.97%","5.51%","-",""
"Horiz. %","154.24%","166.53%","134.18%","100.96%","90.03%","84.48%","94.95%","93.49%","86.02%","101.31%","105.51%","100.00%",""
"PBT","-1,718","-901","-969","1,264","1,286","-11,645","-1,028","403","-3,085","1,062","2,494","1,023","-"
"YoY %","-90.68%","7.02%","-176.66%","-1.71%","111.04%","-1,032.78%","-355.09%","113.06%","-390.49%","-57.42%","143.79%","-",""
"Horiz. %","-167.94%","-88.07%","-94.72%","123.56%","125.71%","-1,138.32%","-100.49%","39.39%","-301.56%","103.81%","243.79%","100.00%",""
"Tax","-130","-2,902","-2,837","2,235","-96","1","-18","-36","1","126","-190","-139","39.78%"
"YoY %","95.52%","-2.29%","-226.94%","2,428.12%","-9,700.00%","105.56%","50.00%","-3,700.00%","-99.21%","166.32%","-36.69%","-",""
"Horiz. %","93.53%","2,087.77%","2,041.01%","-1,607.91%","69.06%","-0.72%","12.95%","25.90%","-0.72%","-90.65%","136.69%","100.00%",""
"NP","-1,848","-3,803","-3,806","3,499","1,190","-11,644","-1,046","367","-3,084","1,188","2,304","884","-"
"YoY %","51.41%","0.08%","-208.77%","194.03%","110.22%","-1,013.19%","-385.01%","111.90%","-359.60%","-48.44%","160.63%","-",""
"Horiz. %","-209.05%","-430.20%","-430.54%","395.81%","134.62%","-1,317.19%","-118.33%","41.52%","-348.87%","134.39%","260.63%","100.00%",""
"NP to SH","-2,052","-3,706","-3,607","3,499","1,190","-11,644","-1,046","367","-3,084","1,188","2,304","884","-"
"YoY %","44.63%","-2.74%","-203.09%","194.03%","110.22%","-1,013.19%","-385.01%","111.90%","-359.60%","-48.44%","160.63%","-",""
