Date,Open Price,Target Price,Upside/Downside,Price Call,Source
"03/09/2019","5.00","4.46","-0.54 (10.80%)","HOLD","PUBLIC BANK"
"03/09/2019","5.00","4.08","-0.92 (18.40%)","SELL","MIDF"
"03/09/2019","5.00","4.00","-1.00 (20.00%)","SELL","KENANGA"
"03/09/2019","5.00","3.56","-1.44 (28.80%)","SELL","HLG"
"03/09/2019","5.00","4.83","-0.17 (3.40%)","HOLD","BIMB"
"03/09/2019","5.00","4.30","-0.70 (14.00%)","SELL","AmInvest"
"03/09/2019","5.00","4.80","-0.20 (4.00%)","HOLD","AffinHwang"
"27/06/2019","4.84","4.50","-0.34 (7.02%)","HOLD","MIDF"
"27/06/2019","4.84","4.30","-0.54 (11.16%)","SELL","AmInvest"
"18/06/2019","4.64","4.30","-0.34 (7.33%)","SELL","AmInvest"

