Date,Open Price,Target Price,Upside/Downside,Price Call,Source
"02/09/2019","4.13","4.80","+0.67 (16.22%)","BUY","HLG"
"26/08/2019","4.18","4.55","+0.37 (8.85%)","BUY","MIDF"
"26/08/2019","4.26","4.40","+0.14 (3.29%)","HOLD","KENANGA"
"26/08/2019","4.18","4.80","+0.62 (14.83%)","BUY","HLG"
"26/08/2019","4.18","5.54","+1.36 (32.54%)","BUY","AmInvest"
"21/08/2019","3.91","4.20","+0.29 (7.42%)","BUY","MIDF"
"21/08/2019","3.91","4.40","+0.49 (12.53%)","BUY","KENANGA"
"21/08/2019","3.67","4.80","+1.13 (30.79%)","BUY","HLG"
"21/08/2019","4.00","4.05","+0.05 (1.25%)","BUY","AmInvest"
"21/08/2019","3.91","4.55","+0.64 (16.37%)","BUY","AffinHwang"

