Date,Open Price,Target Price,Upside/Downside,Price Call,Source
"13/08/2019","1.11","1.15","+0.04 (3.60%)","HOLD","KENANGA"
"13/08/2019","1.11","1.43","+0.32 (28.83%)","BUY","HLG"
"27/06/2019","1.10","1.43","+0.33 (30.00%)","BUY","HLG"
"26/06/2019","1.10","1.00","-0.10 (9.09%)","HOLD","RHB-OSK"
"26/06/2019","1.10","1.15","+0.05 (4.55%)","HOLD","KENANGA"
"26/06/2019","1.10","1.43","+0.33 (30.00%)","BUY","HLG"
"04/06/2019","1.06","1.00","-0.06 (5.66%)","HOLD","RHB-OSK"
"15/04/2019","1.32","1.41","+0.09 (6.82%)","HOLD","HLG"
"02/04/2019","1.17","1.10","-0.07 (5.98%)","HOLD","HLG"
"01/04/2019","1.15","0.97","-0.18 (15.65%)","HOLD","HLG"

