Date,Open Price,Target Price,Upside/Downside,Price Call,Source
"29/08/2019","0.95","0.96","+0.01 (1.05%)","HOLD","MIDF"
"29/08/2019","0.95","1.00","+0.05 (5.26%)","HOLD","KENANGA"
"29/08/2019","0.95","0.97","+0.02 (2.11%)","HOLD","HLG"
"29/08/2019","0.95","0.96","+0.01 (1.05%)","HOLD","BIMB"
"29/08/2019","0.95","0.85","-0.10 (10.53%)","SELL","AmInvest"
"29/08/2019","0.95","1.00","+0.05 (5.26%)","HOLD","AffinHwang"
"29/07/2019","1.13","1.40","+0.27 (23.89%)","BUY","MIDF"
"12/07/2019","1.12","1.40","+0.28 (25.00%)","BUY","MIDF"
"12/07/2019","1.13","1.13","0.00 (0.00%)","HOLD","HLG"
"12/07/2019","1.13","1.08","-0.05 (4.42%)","SELL","AmInvest"

