Date,Open Price,Target Price,Upside/Downside,Price Call,Source
"23/08/2019","0.395","0.30","-0.095 (24.05%)","SELL","PUBLIC BANK"
"23/08/2019","0.395","0.41","+0.015 (3.80%)","HOLD","MAYBANK"
"23/08/2019","0.395","0.30","-0.095 (24.05%)","SELL","KENANGA"
"23/08/2019","0.395","0.35","-0.045 (11.39%)","SELL","AffinHwang"
"04/07/2019","0.41","0.37","-0.04 (9.76%)","SELL","KENANGA"
"27/05/2019","0.40","0.42","+0.02 (5.00%)","HOLD","PUBLIC BANK"
"27/05/2019","0.39","0.41","+0.02 (5.13%)","HOLD","MAYBANK"
"27/05/2019","0.39","0.37","-0.02 (5.13%)","SELL","KENANGA"
"27/05/2019","0.39","0.38","-0.01 (2.56%)","HOLD","AffinHwang"
"06/05/2019","0.43","0.46","+0.03 (6.98%)","HOLD","AffinHwang"

