Column1,AQR,T4Q,31/01/19,31/01/18,31/01/17,31/01/16,31/01/15,31/01/14,31/01/13,31/01/12,31/01/11,31/01/10,CAGR
"Revenue","4","3,313","4,079","382,238","406,802","377,223","309,537","315,032","416,197","301,469","320,553","297,482","-37.89%"
"YoY %","-99.88%","-18.78%","-98.93%","-6.04%","7.84%","21.87%","-1.74%","-24.31%","38.06%","-5.95%","7.76%","-",""
"Horiz. %","0.00%","1.11%","1.37%","128.49%","136.75%","126.81%","104.05%","105.90%","139.91%","101.34%","107.76%","100.00%",""
"PBT","67,176","-14,604","-33,814","-31,783","18,376","15,739","-1,642","-5,192","6,903","-7,198","-8,179","-11,631","12.58%"
"YoY %","559.98%","56.81%","-6.39%","-272.96%","16.75%","1,058.53%","68.37%","-175.21%","195.90%","11.99%","29.68%","-",""
"Horiz. %","-577.56%","125.56%","290.72%","273.26%","-157.99%","-135.32%","14.12%","44.64%","-59.35%","61.89%","70.32%","100.00%",""
"Tax","-4,516","-1,184","-55","-2,215","-1,387","-2,583","-119","343","-4,271","104","-24","1,236","-"
"YoY %","-281.42%","-2,052.73%","97.52%","-59.70%","46.30%","-2,070.59%","-134.69%","108.03%","-4,206.73%","533.33%","-101.94%","-",""
"Horiz. %","-365.37%","-95.79%","-4.45%","-179.21%","-112.22%","-208.98%","-9.63%","27.75%","-345.55%","8.41%","-1.94%","100.00%",""
"NP","62,660","-15,788","-33,869","-33,998","16,989","13,156","-1,761","-4,849","2,632","-7,094","-8,203","-10,395","14.02%"
"YoY %","496.88%","53.39%","0.38%","-300.12%","29.13%","847.08%","63.68%","-284.23%","137.10%","13.52%","21.09%","-",""
"Horiz. %","-602.79%","151.88%","325.82%","327.06%","-163.43%","-126.56%","16.94%","46.65%","-25.32%","68.24%","78.91%","100.00%",""
"NP to SH","64,760","-8,794","-27,024","-33,002","17,602","13,892","-1,342","-4,521","3,273","-7,058","-8,126","-9,901","11.80%"
"YoY %","836.41%","67.46%","18.11%","-287.49%","26.71%","1,135.17%","70.32%","-238.13%","146.37%","13.14%","17.93%","-",""
"Horiz. %","-654.08%","88.82%","272.94%","333.32%","-177.78%","-140.31%","13.55%","45.66%","-33.06%","71.29%","82.07%","100.00%",""
"Tax Rate","6.72    %","-     %","-     %","-     %","7.55    %","16.41    %","-     %","-     %","61.87    %","-     %","-     %","-     %","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","-53.99%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-",""
"Horiz. %","10.86%","0.00%","0.00%","0.00%","12.20%","26.52%","0.00%","0.00%","100.00%","-","-","-",""
"Total Cost","-62,656","19,101","37,948","416,236","389,813","364,067","311,298","319,881","413,565","308,563","328,756","307,877","-20.74%"
"YoY %","-428.02%","-49.67%","-90.88%","6.78%","7.07%","16.95%","-2.68%","-22.65%","34.03%","-6.14%","6.78%","-",""
"Horiz. %","-20.35%","6.20%","12.33%","135.20%","126.61%","118.25%","101.11%","103.90%","134.33%","100.22%","106.78%","100.00%",""
"Net Worth","30,533","30,533","7,840","98,643","132,397","111,416","97,103","95,689","99,812","87,213","93,659","102,112","-24.80%"
