Date,Open Price,Target Price,Upside/Downside,Price Call,Source
"09/08/2019","1.89","2.02","+0.13 (6.88%)","BUY","MIDF"
"09/08/2019","1.89","1.80","-0.09 (4.76%)","HOLD","KENANGA"
"09/08/2019","1.89","1.89","0.00 (0.00%)","HOLD","HLG"
"09/08/2019","1.89","1.97","+0.08 (4.23%)","HOLD","AmInvest"
"09/08/2019","1.90","2.08","+0.18 (9.47%)","BUY","AffinHwang"
"15/05/2019","1.92","1.85","-0.07 (3.65%)","HOLD","KENANGA"
"15/05/2019","1.92","1.84","-0.08 (4.17%)","HOLD","HLG"
"03/05/2019","1.88","2.02","+0.14 (7.45%)","BUY","MIDF"
"03/05/2019","1.88","1.85","-0.03 (1.60%)","HOLD","KENANGA"
"03/05/2019","1.88","1.75","-0.13 (6.91%)","HOLD","AmInvest"

