Column1,AQR,T4Q,31/12/18,31/12/17,31/12/16,31/12/15,31/12/14,31/12/13,31/12/12,31/12/11,31/12/10,31/12/09,CAGR
"Revenue","1,119,924","1,141,402","1,131,733","1,108,533","1,035,299","1,054,115","1,022,663","953,615","1,010,723","937,256","1,058,695","1,016,983","1.19%"
"YoY %","-1.88%","0.85%","2.09%","7.07%","-1.79%","3.08%","7.24%","-5.65%","7.84%","-11.47%","4.10%","-",""
"Horiz. %","110.12%","112.23%","111.28%","109.00%","101.80%","103.65%","100.56%","93.77%","99.38%","92.16%","104.10%","100.00%",""
"PBT","-6,340","2,613","4,895","7,395","13,598","23,496","3,538","12,003","-21,025","5,926","2,740","-5,213","-"
"YoY %","-342.63%","-46.62%","-33.81%","-45.62%","-42.13%","564.10%","-70.52%","157.09%","-454.79%","116.28%","152.56%","-",""
"Horiz. %","121.62%","-50.12%","-93.90%","-141.86%","-260.85%","-450.72%","-67.87%","-230.25%","403.32%","-113.68%","-52.56%","100.00%",""
"Tax","-7,186","-10,067","-11,235","-13,177","-8,655","-11,436","-6,821","-9,265","69,766","-11,131","-5,601","-5,310","8.68%"
"YoY %","28.62%","10.40%","14.74%","-52.25%","24.32%","-67.66%","26.38%","-113.28%","726.77%","-98.73%","-5.48%","-",""
"Horiz. %","135.33%","189.59%","211.58%","248.15%","162.99%","215.37%","128.46%","174.48%","-1,313.86%","209.62%","105.48%","100.00%",""
"NP","-13,526","-7,454","-6,340","-5,782","4,943","12,060","-3,283","2,738","48,741","-5,205","-2,861","-10,523","-5.47%"
"YoY %","-81.46%","-17.57%","-9.65%","-216.97%","-59.01%","467.35%","-219.91%","-94.38%","1,036.43%","-81.93%","72.81%","-",""
"Horiz. %","128.54%","70.84%","60.25%","54.95%","-46.97%","-114.61%","31.20%","-26.02%","-463.19%","49.46%","27.19%","100.00%",""
"NP to SH","-11,616","-6,946","-6,752","-3,345","3,213","10,079","1,184","8,499","49,368","-5,144","-491","-9,256","-3.44%"
"YoY %","-67.23%","-2.87%","-101.85%","-204.11%","-68.12%","751.27%","-86.07%","-82.78%","1,059.72%","-947.66%","94.70%","-",""
"Horiz. %","125.50%","75.04%","72.95%","36.14%","-34.71%","-108.89%","-12.79%","-91.82%","-533.36%","55.57%","5.30%","100.00%",""
"Tax Rate","-     %","385.27    %","229.52    %","178.19    %","63.65    %","48.67    %","192.79    %","77.19    %","-     %","187.83    %","204.42    %","-     %","-"
"YoY %","0.00%","67.86%","28.81%","179.95%","30.78%","-74.75%","149.76%","0.00%","0.00%","-8.12%","0.00%","-",""
"Horiz. %","0.00%","188.47%","112.28%","87.17%","31.14%","23.81%","94.31%","37.76%","0.00%","91.88%","100.00%","-",""
"Total Cost","1,133,450","1,148,856","1,138,073","1,114,315","1,030,356","1,042,055","1,025,946","950,877","961,982","942,461","1,061,556","1,027,506","1.14%"
"YoY %","-1.34%","0.95%","2.13%","8.15%","-1.12%","1.57%","7.89%","-1.15%","2.07%","-11.22%","3.31%","-",""
"Horiz. %","110.31%","111.81%","110.76%","108.45%","100.28%","101.42%","99.85%","92.54%","93.62%","91.72%","103.31%","100.00%",""
"Net Worth","236,440","236,440","244,765","263,871","283,982","283,316","191,533","179,027","185,637","142,874","147,261","156,939","5.06%"
"YoY %","0.00%","-3.40%","-7.24%","-7.08%","0.23%","47.92%","6.99%","-3.56%","29.93%","-2.98%","-6.17%","-",""
"Horiz. %","150.66%","150.66%","155.96%","168.14%","180.95%","180.53%","122.04%","114.07%","118.29%","91.04%","93.83%","100.00%",""
"Div","-","0","-","12,409","12,192","31,031","-","-","12,408","-","4,994","6,208","-"
"YoY %","0.00%","0.00%","0.00%","1.78%","-60.71%","0.00%","0.00%","0.00%","0.00%","0.00%","-19.55%","-",""
"Horiz. %","0.00%","0.00%","0.00%","199.88%","196.39%","499.82%","0.00%","0.00%","199.87%","0.00%","80.45%","100.00%",""
"Div Payout %","-     %","-     %","-     %","-     %","379.48    %","307.88    %","-     %","-     %","25.14    %","-     %","-     %","-     %","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","23.26%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-",""
"Horiz. %","0.00%","0.00%","0.00%","0.00%","1,509.47%","1,224.66%","0.00%","0.00%","100.00%","-","-","-",""
"Net Worth","236,440","236,440","244,765","263,871","283,982","283,316","191,533","179,027","185,637","142,874","147,261","156,939","5.06%"
"YoY %","0.00%","-3.40%","-7.24%","-7.08%","0.23%","47.92%","6.99%","-3.56%","29.93%","-2.98%","-6.17%","-",""
"Horiz. %","150.66%","150.66%","155.96%","168.14%","180.95%","180.53%","122.04%","114.07%","118.29%","91.04%","93.83%","100.00%",""
"NOSH","121,289","121,289","121,508","124,099","121,928","124,099","124,615","124,126","124,088","124,076","124,871","124,170","-0.24%"
"YoY %","0.00%","-0.18%","-2.09%","1.78%","-1.75%","-0.41%","0.39%","0.03%","0.01%","-0.64%","0.56%","-",""
"Horiz. %","97.68%","97.68%","97.86%","99.94%","98.19%","99.94%","100.36%","99.96%","99.93%","99.92%","100.56%","100.00%",""
"NP Margin","-1.21    %","-0.65    %","-0.56    %","-0.52    %","0.48    %","1.14    %","-0.32    %","0.29    %","4.82    %","-0.56    %","-0.27    %","-1.03    %","-6.54%"
"YoY %","-86.15%","-16.07%","-7.69%","-208.33%","-57.89%","456.25%","-210.34%","-93.98%","960.71%","-107.41%","73.79%","-",""
"Horiz. %","117.48%","63.11%","54.37%","50.49%","-46.60%","-110.68%","31.07%","-28.16%","-467.96%","54.37%","26.21%","100.00%",""
"ROE","-4.91    %","-2.94    %","-2.76    %","-1.27    %","1.13    %","3.56    %","0.62    %","4.75    %","26.59    %","-3.60    %","-0.33    %","-5.90    %","-8.09%"
"YoY %","-67.01%","-6.52%","-117.32%","-212.39%","-68.26%","474.19%","-86.95%","-82.14%","838.61%","-990.91%","94.41%","-",""
"Horiz. %","83.22%","49.83%","46.78%","21.53%","-19.15%","-60.34%","-10.51%","-80.51%","-450.68%","61.02%","5.59%","100.00%",""
"RPS","923.35","941.06","931.41","893.27","849.11","849.23","820.66","768.26","814.51","755.38","847.83","819.02","1.44%"
"YoY %","-1.88%","1.04%","4.27%","5.20%","-0.01%","3.48%","6.82%","-5.68%","7.83%","-10.90%","3.52%","-",""
"Horiz. %","112.74%","114.90%","113.72%","109.07%","103.67%","103.69%","100.20%","93.80%","99.45%","92.23%","103.52%","100.00%",""
"EPS","-9.58","-5.73","-5.56","-2.75","2.64","8.12","0.95","6.85","39.78","-4.15","-0.40","-7.46","-3.21%"
"YoY %","-67.19%","-3.06%","-102.18%","-204.17%","-67.49%","754.74%","-86.13%","-82.78%","1,058.55%","-937.50%","94.64%","-",""
"Horiz. %","128.42%","76.81%","74.53%","36.86%","-35.39%","-108.85%","-12.73%","-91.82%","-533.24%","55.63%","5.36%","100.00%",""
"DPS","0.00","0.00","0.00","10.00","10.00","25.00","0.00","0.00","10.00","0.00","4.00","5.00","-"
