Column1,AQR,T4Q,31/12/14,31/12/13,31/12/12,31/12/11,31/12/10,31/12/09,31/12/08,31/12/07,31/12/06,31/12/05,CAGR
"Revenue","1,301,776","1,347,152","1,021,843","950,222","1,183,389","1,398,386","995,107","816,674","1,030,925","674,193","597,463","594,321","6.20%"
"YoY %","-3.37%","31.84%","7.54%","-19.70%","-15.37%","40.53%","21.85%","-20.78%","52.91%","12.84%","0.53%","-",""
"Horiz. %","219.04%","226.67%","171.93%","159.88%","199.12%","235.29%","167.44%","137.41%","173.46%","113.44%","100.53%","100.00%",""
"PBT","498,078","502,793","355,604","340,476","454,239","491,541","349,460","372,797","397,818","232,985","199,569","181,637","7.75%"
"YoY %","-0.94%","41.39%","4.44%","-25.04%","-7.59%","40.66%","-6.26%","-6.29%","70.75%","16.74%","9.87%","-",""
"Horiz. %","274.22%","276.81%","195.78%","187.45%","250.08%","270.62%","192.39%","205.24%","219.02%","128.27%","109.87%","100.00%",""
"Tax","-119,270","-119,341","-76,233","-87,989","-111,688","-117,955","-84,753","-91,913","-98,259","-53,597","-49,561","-48,609","5.12%"
"YoY %","0.06%","-56.55%","13.36%","21.22%","5.31%","-39.18%","7.79%","6.46%","-83.33%","-8.14%","-1.96%","-",""
"Horiz. %","245.37%","245.51%","156.83%","181.01%","229.77%","242.66%","174.36%","189.09%","202.14%","110.26%","101.96%","100.00%",""
"NP","378,808","383,452","279,371","252,487","342,551","373,586","264,707","280,884","299,559","179,388","150,008","133,028","8.59%"
"YoY %","-1.21%","37.26%","10.65%","-26.29%","-8.31%","41.13%","-5.76%","-6.23%","66.99%","19.59%","12.76%","-",""
"Horiz. %","284.76%","288.25%","210.01%","189.80%","257.50%","280.83%","198.99%","211.15%","225.18%","134.85%","112.76%","100.00%",""
"NP to SH","376,798","381,363","278,030","251,831","342,241","373,951","264,307","281,475","299,559","179,401","150,008","133,028","8.53%"
"YoY %","-1.20%","37.17%","10.40%","-26.42%","-8.48%","41.48%","-6.10%","-6.04%","66.98%","19.59%","12.76%","-",""
"Horiz. %","283.25%","286.68%","209.00%","189.31%","257.27%","281.11%","198.69%","211.59%","225.18%","134.86%","112.76%","100.00%",""
"Tax Rate","23.95    %","23.74    %","21.44    %","25.84    %","24.59    %","24.00    %","24.25    %","24.65    %","24.70    %","23.00    %","24.83    %","26.76    %","-2.43%"
"YoY %","0.88%","10.73%","-17.03%","5.08%","2.46%","-1.03%","-1.62%","-0.20%","7.39%","-7.37%","-7.21%","-",""
"Horiz. %","89.50%","88.71%","80.12%","96.56%","91.89%","89.69%","90.62%","92.12%","92.30%","85.95%","92.79%","100.00%",""
"Total Cost","922,968","963,700","742,472","697,735","840,838","1,024,800","730,400","535,790","731,366","494,805","447,455","461,293","5.43%"
"YoY %","-4.23%","29.80%","6.41%","-17.02%","-17.95%","40.31%","36.32%","-26.74%","47.81%","10.58%","-3.00%","-",""
"Horiz. %","200.08%","208.91%","160.95%","151.26%","182.28%","222.16%","158.34%","116.15%","158.55%","107.26%","97.00%","100.00%",""
"Net Worth","2,547,535","2,547,535","2,123,639","2,197,710","2,150,026","1,996,007","1,771,204","1,637,982","1,431,922","1,196,839","1,071,931","978,300","8.99%"
"YoY %","0.00%","19.96%","-3.37%","2.22%","7.72%","12.69%","8.13%","14.39%","19.64%","11.65%","9.57%","-",""
"Horiz. %","260.40%","260.40%","217.07%","224.65%","219.77%","204.03%","181.05%","167.43%","146.37%","122.34%","109.57%","100.00%",""
"Div","-","0","342,857","214,880","260,167","249,761","187,318","145,690","104,064","83,258","72,849","62,444","20.82%"
"YoY %","0.00%","0.00%","59.56%","-17.41%","4.17%","33.33%","28.57%","40.00%","24.99%","14.29%","16.66%","-",""
"Horiz. %","0.00%","0.00%","549.06%","344.11%","416.64%","399.97%","299.98%","233.31%","166.65%","133.33%","116.66%","100.00%",""
"Div Payout %","-     %","-     %","123.32    %","85.33    %","76.02    %","66.79    %","70.87    %","51.76    %","34.74    %","46.41    %","48.56    %","46.94    %","11.32%"
"YoY %","0.00%","0.00%","44.52%","12.25%","13.82%","-5.76%","36.92%","48.99%","-25.15%","-4.43%","3.45%","-",""
"Horiz. %","0.00%","0.00%","262.72%","181.79%","161.95%","142.29%","150.98%","110.27%","74.01%","98.87%","103.45%","100.00%",""
"Net Worth","2,547,535","2,547,535","2,123,639","2,197,710","2,150,026","1,996,007","1,771,204","1,637,982","1,431,922","1,196,839","1,071,931","978,300","8.99%"
