Column1,AQR,T4Q,30/06/19,30/06/18,30/06/17,30/06/16,30/06/15,30/06/14,30/06/13,30/06/12,30/06/11,30/06/10,CAGR
"Revenue","10,296","12,703","12,241","14,193","12,296","11,079","11,097","14,939","11,781","12,265","13,488","10,026","2.24%"
"YoY %","-18.95%","3.77%","-13.75%","15.43%","10.98%","-0.16%","-25.72%","26.81%","-3.95%","-9.07%","34.53%","-",""
"Horiz. %","102.69%","126.70%","122.09%","141.56%","122.64%","110.50%","110.68%","149.00%","117.50%","122.33%","134.53%","100.00%",""
"PBT","-5,928","-8,098","-2,739","6,466","-5,529","-1,706","4,407","16,618","6,814","8,356","21,901","14,115","-"
"YoY %","26.80%","-195.66%","-142.36%","216.95%","-224.09%","-138.71%","-73.48%","143.88%","-18.45%","-61.85%","55.16%","-",""
"Horiz. %","-42.00%","-57.37%","-19.40%","45.81%","-39.17%","-12.09%","31.22%","117.73%","48.27%","59.20%","155.16%","100.00%",""
"Tax","-78","-29","-3,923","-127","-574","-173","1,025","-2,393","5,429","-1,757","-2,760","-1,460","11.60%"
"YoY %","-171.26%","99.26%","-2,988.98%","77.87%","-231.79%","-116.88%","142.83%","-144.08%","408.99%","36.34%","-89.04%","-",""
"Horiz. %","5.39%","1.99%","268.70%","8.70%","39.32%","11.85%","-70.21%","163.90%","-371.85%","120.34%","189.04%","100.00%",""
"NP","-6,006","-8,127","-6,662","6,339","-6,103","-1,879","5,432","14,225","12,243","6,599","19,141","12,655","-"
"YoY %","26.09%","-21.99%","-205.10%","203.87%","-224.80%","-134.59%","-61.81%","16.19%","85.53%","-65.52%","51.25%","-",""
"Horiz. %","-47.46%","-64.22%","-52.64%","50.09%","-48.23%","-14.85%","42.92%","112.41%","96.74%","52.15%","151.25%","100.00%",""
"NP to SH","-6,006","-8,127","-6,662","6,339","-6,103","-1,879","5,432","14,225","12,243","6,599","19,141","12,655","-"
"YoY %","26.09%","-21.99%","-205.10%","203.87%","-224.80%","-134.59%","-61.81%","16.19%","85.53%","-65.52%","51.25%","-",""
"Horiz. %","-47.46%","-64.22%","-52.64%","50.09%","-48.23%","-14.85%","42.92%","112.41%","96.74%","52.15%","151.25%","100.00%",""
"Tax Rate","-     %","-     %","-     %","1.96    %","-     %","-     %","-23.26    %","14.40    %","-79.67    %","21.03    %","12.60    %","10.34    %","-"
"YoY %","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","-261.53%","118.07%","-478.84%","66.90%","21.86%","-",""
"Horiz. %","0.00%","0.00%","0.00%","18.96%","0.00%","0.00%","-224.95%","139.26%","-770.50%","203.38%","121.86%","100.00%",""
"Total Cost","16,302","20,830","18,903","7,854","18,399","12,958","5,665","714","-462","5,666","-5,653","-2,629","-"
