Column1,AQR,T4Q,31/08/18,31/08/17,31/08/16,31/08/15,31/05/15,31/05/14,31/05/13,31/05/12,31/05/11,31/05/10,CAGR
"Revenue","188,656","174,475","169,039","151,712","131,433","133,260","103,185","86,494","72,221","59,206","80,448","0","-"
"YoY %","8.13%","3.22%","11.42%","15.43%","-1.37%","29.15%","19.30%","19.76%","21.98%","-26.40%","0.00%","-",""
"Horiz. %","234.51%","216.88%","210.12%","188.58%","163.38%","165.65%","128.26%","107.52%","89.77%","73.60%","100.00%","-",""
"PBT","37,624","34,522","33,440","27,139","21,591","12,948","8,598","6,740","2,121","-3,494","-35,089","0","-"
"YoY %","8.99%","3.24%","23.22%","25.70%","66.75%","50.59%","27.57%","217.77%","160.70%","90.04%","0.00%","-",""
"Horiz. %","-107.22%","-98.38%","-95.30%","-77.34%","-61.53%","-36.90%","-24.50%","-19.21%","-6.04%","9.96%","100.00%","-",""
"Tax","-9,344","-5,725","-5,384","-1,105","-3,720","-131","1,325","-283","74","-494","58","0","-"
"YoY %","-63.21%","-6.33%","-387.24%","70.30%","-2,739.69%","-109.89%","568.20%","-482.43%","114.98%","-951.72%","0.00%","-",""
"Horiz. %","-16,110.35%","-9,870.69%","-9,282.76%","-1,905.17%","-6,413.79%","-225.86%","2,284.48%","-487.93%","127.59%","-851.72%","100.00%","-",""
"NP","28,280","28,797","28,056","26,034","17,871","12,817","9,923","6,457","2,195","-3,988","-35,031","0","-"
"YoY %","-1.80%","2.64%","7.77%","45.68%","39.43%","29.16%","53.68%","194.17%","155.04%","88.62%","0.00%","-",""
"Horiz. %","-80.73%","-82.20%","-80.09%","-74.32%","-51.01%","-36.59%","-28.33%","-18.43%","-6.27%","11.38%","100.00%","-",""
"NP to SH","28,280","28,797","28,056","26,034","17,871","12,817","9,923","6,457","11,099","-6,420","-34,917","0","-"
"YoY %","-1.80%","2.64%","7.77%","45.68%","39.43%","29.16%","53.68%","-41.82%","272.88%","81.61%","0.00%","-",""
"Horiz. %","-80.99%","-82.47%","-80.35%","-74.56%","-51.18%","-36.71%","-28.42%","-18.49%","-31.79%","18.39%","100.00%","-",""
"Tax Rate","24.84    %","16.58    %","16.10    %","4.07    %","17.23    %","1.01    %","-15.41    %","4.20    %","-3.49    %","-     %","-     %","-     %","-"
"YoY %","49.82%","2.98%","295.58%","-76.38%","1,605.94%","106.55%","-466.90%","220.34%","0.00%","0.00%","0.00%","-",""
"Horiz. %","-711.75%","-475.07%","-461.32%","-116.62%","-493.70%","-28.94%","441.55%","-120.34%","100.00%","-","-","-",""
"Total Cost","160,376","145,678","140,983","125,678","113,562","120,443","93,262","80,037","70,026","63,194","115,479","0","-"
"YoY %","10.09%","3.33%","12.18%","10.67%","-5.71%","29.14%","16.52%","14.30%","10.81%","-45.28%","0.00%","-",""
"Horiz. %","138.88%","126.15%","122.09%","108.83%","98.34%","104.30%","80.76%","69.31%","60.64%","54.72%","100.00%","-",""
"Net Worth","746,664","746,664","746,639","711,595","680,819","276,228","304,567","137,211","128,684","103,452","66,221","102,389","27.20%"
"YoY %","0.00%","0.00%","4.92%","4.52%","146.47%","-9.30%","121.97%","6.63%","24.39%","56.22%","-35.32%","-",""
"Horiz. %","729.24%","729.24%","729.21%","694.99%","664.93%","269.78%","297.46%","134.01%","125.68%","101.04%","64.68%","100.00%",""
"Div","-","3,125","3,125","2,950","2,553","1,546","1,375","2,421","2,412","-","-","-","-"
"YoY %","0.00%","0.00%","5.93%","15.57%","65.05%","12.46%","-43.19%","0.35%","0.00%","0.00%","0.00%","-",""
"Horiz. %","0.00%","129.54%","129.54%","122.28%","105.81%","64.11%","57.01%","100.35%","100.00%","-","-","-",""
"Div Payout %","-     %","10.85    %","11.14    %","11.33    %","14.29    %","12.07    %","13.86    %","37.50    %","21.74    %","-     %","-     %","-     %","-"
"YoY %","0.00%","-2.60%","-1.68%","-20.71%","18.39%","-12.91%","-63.04%","72.49%","0.00%","0.00%","0.00%","-",""
"Horiz. %","0.00%","49.91%","51.24%","52.12%","65.73%","55.52%","63.75%","172.49%","100.00%","-","-","-",""
"Net Worth","746,664","746,664","746,639","711,595","680,819","276,228","304,567","137,211","128,684","103,452","66,221","102,389","27.20%"
"YoY %","0.00%","0.00%","4.92%","4.52%","146.47%","-9.30%","121.97%","6.63%","24.39%","56.22%","-35.32%","-",""
"Horiz. %","729.24%","729.24%","729.21%","694.99%","664.93%","269.78%","297.46%","134.01%","125.68%","101.04%","64.68%","100.00%",""
"NOSH","1,736,430","1,736,430","1,736,372","1,735,600","1,702,049","1,104,913","982,475","807,124","804,275","689,680","602,017","602,291","13.68%"
"YoY %","0.00%","0.00%","0.04%","1.97%","54.04%","12.46%","21.73%","0.35%","16.62%","14.56%","-0.05%","-",""
"Horiz. %","288.30%","288.30%","288.29%","288.17%","282.60%","183.45%","163.12%","134.01%","133.54%","114.51%","99.95%","100.00%",""
"NP Margin","14.99    %","16.50    %","16.60    %","17.16    %","13.60    %","9.62    %","9.62    %","7.47    %","3.04    %","-6.74    %","-43.54    %","-     %","-"
"YoY %","-9.15%","-0.60%","-3.26%","26.18%","41.37%","0.00%","28.78%","145.72%","145.10%","84.52%","0.00%","-",""
