Date,Open Price,Target Price,Upside/Downside,Price Call,Source
"30/08/2019","1.30","1.65","+0.35 (26.92%)","BUY","MalaccaSecurities"
"30/08/2019","1.30","1.35","+0.05 (3.85%)","HOLD","KENANGA"
"30/08/2019","0.00","1.58","+1.58 (0.00%)","BUY","HLG"
"30/08/2019","1.30","1.14","-0.16 (12.31%)","SELL","AmInvest"
"06/06/2019","1.39","1.58","+0.19 (13.67%)","BUY","HLG"
"31/05/2019","1.40","1.65","+0.25 (17.86%)","BUY","MalaccaSecurities"
"31/05/2019","1.40","1.35","-0.05 (3.57%)","HOLD","KENANGA"
"31/05/2019","1.40","1.58","+0.18 (12.86%)","BUY","HLG"
"31/05/2019","1.40","1.14","-0.26 (18.57%)","SELL","AmInvest"
"30/04/2019","1.42","1.35","-0.07 (4.93%)","HOLD","KENANGA"

