Date,Open Price,Target Price,Upside/Downside,Price Call,Source
"23/08/2019","0.895","1.01","+0.115 (12.85%)","HOLD","PUBLIC BANK"
"23/08/2019","0.895","0.89","-0.005 (0.56%)","HOLD","MIDF"
"23/08/2019","0.895","0.90","+0.005 (0.56%)","HOLD","KENANGA"
"23/08/2019","0.895","0.79","-0.105 (11.73%)","SELL","HLG"
"23/08/2019","0.895","0.88","-0.015 (1.68%)","SELL","AmInvest"
"22/08/2019","0.90","0.91","+0.01 (1.11%)","HOLD","BIMB"
"18/06/2019","0.90","0.88","-0.02 (2.22%)","SELL","AmInvest"
"03/06/2019","0.93","0.98","+0.05 (5.38%)","HOLD","HLG"
"28/05/2019","0.905","1.01","+0.105 (11.60%)","HOLD","PUBLIC BANK"
"28/05/2019","0.905","0.89","-0.015 (1.66%)","HOLD","MIDF"

