Column1,AQR,T4Q,31/12/18,31/12/17,31/12/16,31/12/15,31/12/14,31/12/13,31/12/12,31/12/11,31/12/10,31/12/09,CAGR
"Revenue","2,154,222","2,061,947","1,928,228","1,732,556","1,670,204","1,816,663","1,774,144","1,959,689","2,267,658","1,705,573","1,528,494","1,101,638","6.41%"
"YoY %","4.48%","6.93%","11.29%","3.73%","-8.06%","2.40%","-9.47%","-13.58%","32.96%","11.59%","38.75%","-",""
"Horiz. %","195.55%","187.17%","175.03%","157.27%","151.61%","164.91%","161.05%","177.89%","205.84%","154.82%","138.75%","100.00%",""
"PBT","307,290","269,063","200,719","-148,501","82,756","122,987","132,183","155,323","197,318","150,591","172,402","85,254","9.98%"
"YoY %","14.21%","34.05%","235.16%","-279.44%","-32.71%","-6.96%","-14.90%","-21.28%","31.03%","-12.65%","102.22%","-",""
"Horiz. %","360.44%","315.60%","235.44%","-174.19%","97.07%","144.26%","155.05%","182.19%","231.45%","176.64%","202.22%","100.00%",""
"Tax","-27,820","-17,871","-11,699","-7,521","-6,864","-19,653","-8,558","-954","-21,898","-12,520","-9,907","-8,543","3.55%"
"YoY %","-55.67%","-52.76%","-55.55%","-9.57%","65.07%","-129.64%","-797.06%","95.64%","-74.90%","-26.38%","-15.97%","-",""
"Horiz. %","325.65%","209.19%","136.94%","88.04%","80.35%","230.05%","100.18%","11.17%","256.33%","146.55%","115.97%","100.00%",""
"NP","279,470","251,192","189,020","-156,022","75,892","103,334","123,625","154,369","175,420","138,071","162,495","76,711","10.53%"
"YoY %","11.26%","32.89%","221.15%","-305.58%","-26.56%","-16.41%","-19.92%","-12.00%","27.05%","-15.03%","111.83%","-",""
"Horiz. %","364.32%","327.45%","246.41%","-203.39%","98.93%","134.71%","161.16%","201.23%","228.68%","179.99%","211.83%","100.00%",""
"NP to SH","247,386","221,878","165,548","-148,830","66,070","80,398","112,222","138,480","136,442","121,237","142,136","66,532","10.65%"
"YoY %","11.50%","34.03%","211.23%","-325.26%","-17.82%","-28.36%","-18.96%","1.49%","12.54%","-14.70%","113.64%","-",""
"Horiz. %","371.83%","333.49%","248.82%","-223.70%","99.31%","120.84%","168.67%","208.14%","205.08%","182.22%","213.64%","100.00%",""
