F.Y.,Ann. Date,Quarter,#,Revenue,PBT,NP,NP to SH,Div,Net Worth,Div Payout %,NP Margin,ROE,NOSH,RPS,Adj. RPS,EPS,Adj. EPS,DPS,Adj. DPS,NAPS,Adj. NAPS,QoQ,YoY,EOQ Date,EOQ Price,EOQ P/RPS,EOQ P/EPS,EOQ P/NAPS,EOQ EY,EOQ DY,ANN Date,ANN Price,ANN P/RPS,ANN P/EPS,ANN P/NAPS,ANN EY,ANN DY
"T4Q","30-May-2019","31-Mar-2019","3","86,210","159","24","206","0","51,407","- %","0.03%","0.40%","321,294","26.83","24.40","0.06","0.06","0.00","0.00","0.1600","0.15",""," -102.41%","29-Mar-2019","0.185","0.69","288.54","1.16","0.35%","0.00%","30-May-2019","0.14","0.52","218.36","0.88","0.46%","0.00%"
"30-Jun-2018","29-Aug-2018","30-Jun-2018","","50,483","-8,891","-8,956","-8,809","-","67,247","- %","-17.74%","-13.10%","448,318","11.26","14.29","-0.02","-2.49","0.00","0.00","0.1500","0.19",""," 74.03%","29-Jun-2018","0.245","2.18","-12.47","1.63","-8.02%","0.00%","29-Aug-2018","0.21","1.86","-10.69","1.40","-9.36%","0.00%"
"31-Mar-2017","25-May-2017","31-Mar-2017","4","101,139","-34,233","-34,877","-34,877","-","47,759","- %","-34.48%","-73.03%","298,495","33.88","28.63","-0.12","-9.87","0.00","0.00","0.1600","0.14",""," -1.64%","31-Mar-2017","0.195","0.58","-1.67","1.22","-59.92%","0.00%","25-May-2017","0.175","0.52","-1.50","1.09","-66.77%","0.00%"
"31-Mar-2016","23-May-2016","31-Mar-2016","4","191,336","-35,456","-34,313","-34,313","-","6,004,425","- %","-17.93%","-0.57%","85,777,501","0.22","54.16","-0.03","-9.71","0.00","0.00","0.0700","17.00",""," -160.76%","31-Mar-2016","0.04","17.93","-99.99","0.57","-1.00%","0.00%","23-May-2016","0.04","17.93","-99.99","0.57","-1.00%","0.00%"
"31-Mar-2015","27-May-2015","31-Mar-2015","4","547,626","-13,567","-13,184","-13,159","-","1,065,599","- %","-2.41%","-1.23%","8,880,000","6.17","155.01","-0.01","-3.72","0.00","0.00","0.1200","3.02",""," -13,527.55%","31-Mar-2015","0.045","0.73","-30.37","0.38","-3.29%","0.00%","27-May-2015","0.04","0.65","-26.99","0.33","-3.70%","0.00%"
"30-Nov-2013","29-Jan-2014","30-Nov-2013","4","508,199","2,255","1,110","98","-","127,399","- %","0.22%","0.08%","980,000","51.86","143.85","0.01","0.03","0.00","0.00","0.1300","0.36",""," 27.27%","29-Nov-2013","0.075","0.14","750.00","0.58","0.13%","0.00%","29-Jan-2014","0.08","0.15","800.00","0.62","0.13%","0.00%"
"30-Nov-2012","29-Jan-2013","30-Nov-2012","4","539,936","4,305","1,718","77","-","100,099","- %","0.32%","0.08%","770,000","70.12","152.83","0.01","0.02","0.00","0.00","0.1300","0.28",""," 71.11%","30-Nov-2012","0.07","0.10","700.00","0.54","0.14%","0.00%","29-Jan-2013","0.065","0.09","650.00","0.50","0.15%","0.00%"
"30-Nov-2011","19-Jan-2012","30-Nov-2011","4","456,135","3,490","1,749","45","-","58,499","- %","0.38%","0.08%","450,000","101.36","129.11","0.01","0.01","0.00","0.00","0.1300","0.17",""," -90.95%","30-Nov-2011","0.08","0.08","800.00","0.62","0.13%","0.00%","19-Jan-2012","0.07","0.07","700.00","0.54","0.14%","0.00%"
"30-Nov-2010","25-Jan-2011","30-Nov-2010","4","138,930","1,356","948","497","-","31,743","- %","0.68%","1.57%","198,400","70.03","39.32","0.28","0.14","0.00","0.00","0.1600","0.09",""," 111.12%","30-Nov-2010","0.15","0.21","59.88","0.94","1.67%","0.00%","25-Jan-2011","0.12","0.17","47.90","0.75","2.09%","0.00%"
"30-Nov-2009","28-Jan-2010","30-Nov-2009","4","14,727","-4,519","-4,470","-4,470","-","27,733","- %","-30.35%","-16.12%","163,138","9.03","4.17","-2.74","-1.27","0.00","0.00","0.1700","0.08",""," -245.84%","30-Nov-2009","0.14","1.55","-5.11","0.82","-19.57%","0.00%","28-Jan-2010","0.15","1.66","-5.47","0.88","-18.27%","0.00%"

