Column1,AQR,T4Q,31/12/18,31/12/17,31/12/16,31/12/15,31/12/14,31/12/13,21/12/12,31/12/11,31/12/10,31/12/09,CAGR
"Revenue","6,114,458","6,331,464","6,527,111","6,340,473","6,597,102","6,913,984","7,018,507","6,733,411","6,360,913","5,963,954","5,406,457","4,909,565","3.21%"
"YoY %","-3.43%","-3.00%","2.94%","-3.89%","-4.58%","-1.49%","4.23%","5.86%","6.66%","10.31%","10.12%","-",""
"Horiz. %","124.54%","128.96%","132.95%","129.15%","134.37%","140.83%","142.96%","137.15%","129.56%","121.48%","110.12%","100.00%",""
"PBT","1,885,680","1,990,312","2,079,442","1,985,350","2,238,184","2,308,745","2,645,183","2,140,161","1,590,949","1,560,262","1,597,248","1,366,455","4.77%"
"YoY %","-5.26%","-4.29%","4.74%","-11.30%","-3.06%","-12.72%","23.60%","34.52%","1.97%","-2.32%","16.89%","-",""
"Horiz. %","138.00%","145.66%","152.18%","145.29%","163.79%","168.96%","193.58%","156.62%","116.43%","114.18%","116.89%","100.00%",""
"Tax","-417,720","-485,994","-538,654","-508,652","-605,526","-586,195","-614,095","-434,283","-385,234","-305,878","-419,244","-365,984","4.39%"
"YoY %","14.05%","9.78%","-5.90%","16.00%","-3.30%","4.54%","-41.40%","-12.73%","-25.94%","27.04%","-14.55%","-",""
"Horiz. %","114.14%","132.79%","147.18%","138.98%","165.45%","160.17%","167.79%","118.66%","105.26%","83.58%","114.55%","100.00%",""
"NP","1,467,960","1,504,318","1,540,788","1,476,698","1,632,658","1,722,550","2,031,088","1,705,878","1,205,715","1,254,384","1,178,004","1,000,471","4.91%"
"YoY %","-2.42%","-2.37%","4.34%","-9.55%","-5.22%","-15.19%","19.06%","41.48%","-3.88%","6.48%","17.74%","-",""
"Horiz. %","146.73%","150.36%","154.01%","147.60%","163.19%","172.17%","203.01%","170.51%","120.51%","125.38%","117.74%","100.00%",""
"NP to SH","1,467,960","1,504,318","1,540,788","1,476,698","1,632,658","1,722,550","2,031,088","1,705,878","1,205,715","1,254,384","1,178,004","1,000,471","4.91%"
"YoY %","-2.42%","-2.37%","4.34%","-9.55%","-5.22%","-15.19%","19.06%","41.48%","-3.88%","6.48%","17.74%","-",""
"Horiz. %","146.73%","150.36%","154.01%","147.60%","163.19%","172.17%","203.01%","170.51%","120.51%","125.38%","117.74%","100.00%",""
"Tax Rate","22.15    %","24.42    %","25.90    %","25.62    %","27.05    %","25.39    %","23.22    %","20.29    %","24.21    %","19.60    %","26.25    %","26.78    %","-0.37%"
"YoY %","-9.30%","-5.71%","1.09%","-5.29%","6.54%","9.35%","14.44%","-16.19%","23.52%","-25.33%","-1.98%","-",""
"Horiz. %","82.71%","91.19%","96.71%","95.67%","101.01%","94.81%","86.71%","75.77%","90.40%","73.19%","98.02%","100.00%",""
