Date,Open Price,Target Price,Upside/Downside,Price Call,Source
"21/06/2019","1.33","1.20","-0.13 (9.77%)","SELL","KENANGA"
"21/06/2019","1.33","1.46","+0.13 (9.77%)","BUY","BIMB"
"31/05/2019","1.23","1.20","-0.03 (2.44%)","HOLD","KENANGA"
"31/05/2019","1.23","1.35","+0.12 (9.76%)","HOLD","BIMB"
"24/04/2019","1.34","1.20","-0.14 (10.45%)","HOLD","KENANGA"
"01/03/2019","1.26","1.20","-0.06 (4.76%)","HOLD","KENANGA"
"01/03/2019","1.26","1.40","+0.14 (11.11%)","BUY","BIMB"
"13/02/2019","1.27","1.20","-0.07 (5.51%)","HOLD","KENANGA"
"13/02/2019","1.27","1.40","+0.13 (10.24%)","BUY","BIMB"

