Date,Open Price,Target Price,Upside/Downside,Price Call,Source
"29/07/2019","3.94","4.27","+0.33 (8.38%)","BUY","MIDF"
"29/07/2019","3.94","3.75","-0.19 (4.82%)","HOLD","KENANGA"
"29/07/2019","3.94","3.90","-0.04 (1.02%)","HOLD","HLG"
"29/07/2019","3.94","4.73","+0.79 (20.05%)","BUY","AmInvest"
"29/07/2019","3.94","4.22","+0.28 (7.11%)","HOLD","AffinHwang"
"26/07/2019","3.93","4.65","+0.72 (18.32%)","BUY","BIMB"
"09/05/2019","3.65","3.75","+0.10 (2.74%)","HOLD","KENANGA"
"29/04/2019","3.80","4.09","+0.29 (7.63%)","BUY","MIDF"
"29/04/2019","3.80","3.75","-0.05 (1.32%)","HOLD","KENANGA"
"29/04/2019","3.80","3.79","-0.01 (0.26%)","HOLD","HLG"

