Column1,AQR,T4Q,31/03/19,31/03/18,31/03/17,31/03/16,31/03/15,31/03/14,31/03/13,31/03/12,31/03/11,31/03/10,CAGR
"Revenue","96,758","96,758","96,758","93,833","87,870","81,891","87,596","84,134","94,181","131,655","135,320","98,287","-0.17%"
"YoY %","0.00%","0.00%","3.12%","6.79%","7.30%","-6.51%","4.11%","-10.67%","-28.46%","-2.71%","37.68%","-",""
"Horiz. %","98.44%","98.44%","98.44%","95.47%","89.40%","83.32%","89.12%","85.60%","95.82%","133.95%","137.68%","100.00%",""
"PBT","-4,367","-4,367","-4,367","1,884","88","11,756","1,998","334","-2,787","-13,349","1,119","2,133","-"
"YoY %","0.00%","0.00%","-331.79%","2,040.91%","-99.25%","488.39%","498.20%","111.98%","79.12%","-1,292.94%","-47.54%","-",""
"Horiz. %","-204.74%","-204.74%","-204.74%","88.33%","4.13%","551.15%","93.67%","15.66%","-130.66%","-625.83%","52.46%","100.00%",""
"Tax","-444","-464","-444","-533","-409","-420","-991","-252","-587","-682","-919","-919","-7.76%"
"YoY %","4.31%","-4.50%","16.70%","-30.32%","2.62%","57.62%","-293.25%","57.07%","13.93%","25.79%","0.00%","-",""
"Horiz. %","48.31%","50.49%","48.31%","58.00%","44.50%","45.70%","107.83%","27.42%","63.87%","74.21%","100.00%","100.00%",""
"NP","-4,811","-4,831","-4,811","1,351","-321","11,336","1,007","82","-3,374","-14,031","200","1,214","-"
"YoY %","0.41%","-0.42%","-456.11%","520.87%","-102.83%","1,025.72%","1,128.05%","102.43%","75.95%","-7,115.50%","-83.53%","-",""
"Horiz. %","-396.29%","-397.94%","-396.29%","111.29%","-26.44%","933.77%","82.95%","6.75%","-277.92%","-1,155.77%","16.47%","100.00%",""
"NP to SH","-3,561","-3,561","-3,561","902","-857","11,072","411","276","-2,116","-11,033","734","1,233","-"
"YoY %","0.00%","0.00%","-494.79%","205.25%","-107.74%","2,593.92%","48.91%","113.04%","80.82%","-1,603.13%","-40.47%","-",""
"Horiz. %","-288.81%","-288.81%","-288.81%","73.15%","-69.51%","897.97%","33.33%","22.38%","-171.61%","-894.81%","59.53%","100.00%",""
"Tax Rate","-     %","-     %","-     %","28.29    %","464.77    %","3.57    %","49.60    %","75.45    %","-     %","-     %","82.13    %","43.08    %","-"
"YoY %","0.00%","0.00%","0.00%","-93.91%","12,918.77%","-92.80%","-34.26%","0.00%","0.00%","0.00%","90.65%","-",""
"Horiz. %","0.00%","0.00%","0.00%","65.67%","1,078.85%","8.29%","115.13%","175.14%","0.00%","0.00%","190.65%","100.00%",""
"Total Cost","101,569","101,589","101,569","92,482","88,191","70,555","86,589","84,052","97,555","145,686","135,120","97,073","0.50%"
"YoY %","-0.02%","0.02%","9.83%","4.87%","25.00%","-18.52%","3.02%","-13.84%","-33.04%","7.82%","39.19%","-",""
"Horiz. %","104.63%","104.65%","104.63%","95.27%","90.85%","72.68%","89.20%","86.59%","100.50%","150.08%","139.19%","100.00%",""
"Net Worth","82,991","82,991","82,991","119,094","65,949","68,582","58,941","54,949","63,213","46,508","52,378","53,163","5.07%"
"YoY %","0.00%","0.00%","-30.31%","80.58%","-3.84%","16.36%","7.27%","-13.07%","35.92%","-11.21%","-1.48%","-",""
"Horiz. %","156.11%","156.11%","156.11%","224.01%","124.05%","129.00%","110.87%","103.36%","118.90%","87.48%","98.52%","100.00%",""
"Div","1,447","1,447","1,447","2,143","1,402","2,337","-","-","-","-","-","2,166","-4.38%"
